company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Korto Mark & Bygg AB,5563690907,2,44,Kortelainen; Henri Sami Matias,3,1,Ö.Vattenkvalité AB|Korto Mark & Bygg AB|Thermovillan Sverige AB
Hofgårds Måleri AB,5569399586,2,42,Hofgård; Linus Hans,1,2,Hofgårds Måleri AB
Byggsamordnaren i Stockholm AB,5591729487,2,32,Jordmark; Kjell John Rune,1,0,Byggsamordnaren i Stockholm AB
Evolab AB,5567585285,2,48,Kamjou-Reuterswärd; Anna A V,1,3,Evolab AB
Backhans & Hahn Arkitekter AB,5568634199,2,51,Backhans; Lars Gustav,2,2,Södra studion Stockholm AB|Backhans & Hahn Arkitekter AB
Sjögrens Måleri och Ekonomi AB,5566607312,2,54,Sjögren; Eva Marie-Louise,1,0,Sjögrens Måleri och Ekonomi AB
Rörassistansen i Storstockholm AB,5569490534,3,48,Rauhofer; Maximilian Stefan,2,0,Klave Sanitation AB|Rörassistansen i Storstockholm AB
Wolfgang Strategic Design AB,5565862835,2,44,Stråhle; Olle Wolfgang,4,6,Wolfgang Strategic Design AB|Smaller Objects AB|Bostadsrättsföreningen Essinge Kaj|Wolfgang Holding AB
Warmia Golvvärme Stockholm AB,5590815444,2,53,Pouta; Jari Olavi,1,0,Warmia Golvvärme Stockholm AB
Barca Bygg Consulting AB,5591523625,2,35,Akdeniz; Samuel,2,3,Barca Bygg Consulting AB|SS Bygg Consulting
Barca Bygg Consulting AB,5591523625,2,35,Hanna; Arios,4,5,PINK EARTH BYGG AB|Barca Bygg Consulting AB|Hannas Bygg|Transcend Beyond AB
Sjöstaden Fastighetsförvaltning AB,5566947130,2,58,Nilsson; Suzanne Inger Elisabeth,1,0,Sjöstaden Fastighetsförvaltning AB
SWEDITAL Bygg Aktiebolag,5564824109,2,39,Ceesay; Jan Jimmy Bertil,2,5,SWEDITAL Bygg Aktiebolag|J Bygg & Dyk
BraVent Stockholm AB,5569998023,3,55,Ohlsson; Jens Erik,2,2,BraVent Stockholm AB|J.O Montage
Procedur AB,5567152912,2,53,Brandt; Bertil Gunnar Fredrik,1,3,Procedur AB
Procedur AB,5567152912,2,53,Håkansson Brandt; Paula Martina,1,3,Procedur AB
Home & Mobile SoundVision Alvik AB,5566158217,3,49,Stenberg; Karl Staffan,3,4,Home & Mobile SoundVision Alvik AB|Home&Office Electronic Sverige AB|Best Sound Aktiebolag
M.M PERSIENNER AB,5591618664,2,31,Randelovic; Milos,1,1,M.M PERSIENNER AB
Änkan El AB,5591797716,2,39,Gileborn; Lars Kenny,2,1,Håltagningsgruppen i Sverige AB|Änkan El AB
Metropolis Arkitekter AB,5591536023,4,44,Bellander; Lars Jacob,2,4,Metropolis Arkitekter AB|Bellander Arkitektur AB
G:a Årstas Golvservice AB,5568525876,2,42,Magnusson; Rolf Tommy,1,3,G:a Årstas Golvservice AB
Ronnies Rörisolering AB,5567859458,2,60,Granström; Kent Ronnie,1,1,Ronnies Rörisolering AB
Petter Öhman Arkitektkontor Aktiebolag,5569495939,2,41,Öhman; Per Petter,2,1,Petter Öhman Arkitektkontor Aktiebolag|Alton Öhman arkitekter AB
Aversa Bygg AB,5591579379,3,43,Skoric; Sinisa,2,1,Aversa Bygg AB|Rizon Bygg och Snickeri
Grundmaren-Ekvik Fastighets AB,5566649652,4,58,Bergman; Lars Ingemar,8,30,Grundmaren Projekt AB|Grundmaren Fastighets AB|Grundmaren-Ekvik Fastighets AB|Grundmaren-MV Fastighets AB|Grundmaren Centrumfastigheter AB|Grundmaren Group AB|Grundmaren Förvaltning AB|Grundmaren Invest AB
IPO Print & Distribution AB,5566230149,2,55,Sjöblom; Hans Ove,1,1,IPO Print & Distribution AB
ZELDAS SCHAKT AB,5590292172,2,70,Sundell; Peter Daniel,2,0,ZELDAS SCHAKT AB|Markdals Gård
Laserna Restaurering AB,5591714828,2,47,Laserna; Max Simon Gabriel,2,3,Bostadsrättsföreningen Nattsländan 3|Laserna Restaurering AB
Stockholm Urban Visits AB,5591134746,3,54,Edvinsson; Camilla Maria,1,0,Stockholm Urban Visits AB
Stockholm Urban Visits AB,5591134746,3,54,Hughes Cambry; Anna-Karin,2,2,Stockholm Urban Visits AB|ALVILEMA
Kraft & Marklund Bygg Aktiebolag,5565781472,3,60,Marklund; Bo Fredrik,1,1,Kraft & Marklund Bygg Aktiebolag
ROCKON AB,5568112550,3,63,Imbro Eriksson; Pia Maria,2,2,ROCKON AB|Quote Aktiebolag
Söderbyrot AB,5569135279,2,66,Lundin; Magnus,1,3,Söderbyrot AB
MS Byggservice & Städ Stockholm AB,5591968879,2,29,Mathlouti; Sabri,1,0,MS Byggservice & Städ Stockholm AB
Haegermark & Pettersson Bygg AB,5590993043,2,31,Haegermark; Carl Oscar Johannes,1,0,Haegermark & Pettersson Bygg AB
Bryggö Engineering AB,5591596837,2,66,Bryggö; Örjan Karl,2,12,Råda AB|Bryggö Engineering AB
Luftväxling Stockholm AB,5591787980,2,39,Dahl; Simon Mikael,2,3,Luftväxling Stockholm AB|SMN Vent & Bygg
S. Urbanson AB,5569620072,4,53,Söderholm; Jan Peter,3,7,Urbanson & co AB|S. Urbanson AB|URBANSON HOLDING AB
S. Urbanson AB,5569620072,4,53,Hultgren; Stig Urban,6,3,Urbanson & co AB|S. Urbanson AB|c/o jannika AB|Pocket Ninja AB|URBANSON HOLDING AB
Elbesök i Sverige AB,5566737879,2,69,Forkelid; Jens Kenneth Roger,1,1,Elbesök i Sverige AB
Klaraberg Konsult Aktiebolag,5568467004,2,67,Renlund; Jan Anders,1,2,Klaraberg Konsult Aktiebolag
Klaraberg Konsult Aktiebolag,5568467004,2,67,Andriakena; Sonja Victoria,3,4,Ashley Renlund Stressresilient AB|Spitaki AB|Klaraberg Konsult Aktiebolag
MS2 Bygg och Konsult AB,5569008823,2,51,Sjönvall; Marcus Albert Lennart,2,2,MS2 Bygg och Konsult AB|Akrima Bygg Aktiebolag
Miro Fixar AB,5590354717,2,37,Hepp; Miroslav,3,31,NYR200 AB|Miro Fixar AB|Trendab Bygg AB
Sundborgs Schakt & Entreprenad AB,5567282404,2,52,Sundborg; Matts Ola,1,5,Sundborgs Schakt & Entreprenad AB
Badrumsverket AB,5568210610,2,41,Paraskevas; Evangelos,3,11,veiling shroud AB|Badrumsverket AB|Nano4Life Scandinavia AB
Badrumsverket AB,5568210610,2,41,Smerat; Ceasar Leon Omar,2,1,Badrumsverket AB|Lepidus värme & Sanitetslösningar
Låskomfort AB,5590928916,2,44,Norrman; Lars Krister,5,8,Sickla Låsteknik AB|Haninge Lås AB|Låskomfort AB|Krister Norrman AB|Bostadsrättsföreningen Fjällstigen 78
Austra bygg och import AB,5590315270,2,44,Sunakslis; Ainars,1,0,Austra bygg och import AB
Holmans Fastighetsservice AB,5562455211,2,41,Holman; Jacob Vilhelm Johannes,6,9,Holmans Rörjour AB|Holmans Fastighetsservice AB|J.J.V.H STHLM AB|Holmans 1 AB|AI Installation AB|AJVH Consulting AB
MåleriDoktorn AB,5567994396,2,45,Sahlström; Peter Mikael,1,2,MåleriDoktorn AB
Xpress Atlantic AB,5591686430,2,38,Farjami; Parham,1,0,Xpress Atlantic AB
Hagelins Bygg Aktiebolag,5564088341,2,55,Hagelin; Anders Stefan,1,0,Hagelins Bygg Aktiebolag
City isolering i Stockholm AB,5592089048,2,26,Taraldsson; Carl Jimmy,3,1,VS-isolering Mälardalen AB|City isolering i Stockholm AB|Järna Isolering Aktiebolag
Byggnadsfirma Arne Holmström Aktiebolag,5567806129,2,59,Holmström; Arne Lennart,2,0,Byggnadsfirma Arne Holmström Aktiebolag|Bygg F:A A. Holmström
Dahlgren Construction Management AB,5568180979,4,46,Dahlgren; Erik Stefan,3,5,Dahlgren Construction Management AB|Stefan Dahlgren Fastighetsutveckling AB|Dahlgren Projektkompetens AB
Johan Trygg Entreprenad AB,5569085466,2,62,Trygg; Pär Johan Sture,2,4,Johan Trygg Entreprenad AB|Ciltrix Consulting AB
K.M.1 BYGG AB,5591801237,2,39,Mussakulov; Konstantin,1,0,K.M.1 BYGG AB
Arteno AB,5591934087,2,66,Nobling; Torsten Herman Rudolf,2,7,Hästhagens Villaägareförening ekonomisk förening|Arteno AB
Ryk; Fransson & Petza Arkitektkontor AB,5591740856,3,37,Ryk; Ann-Marie Margareta Louise,1,0,Ryk; Fransson & Petza Arkitektkontor AB
Ryk; Fransson & Petza Arkitektkontor AB,5591740856,3,37,Petza; Stella,1,0,Ryk; Fransson & Petza Arkitektkontor AB
Ryk; Fransson & Petza Arkitektkontor AB,5591740856,3,37,Fransson; Kjell Johan Adrian,1,0,Ryk; Fransson & Petza Arkitektkontor AB
Global Electrical Engineering AB,5591382014,3,37,Frljuckic; Mirza,3,0,PowerNova AB|NetCrane AB|Global Electrical Engineering AB
Global Electrical Engineering AB,5591382014,3,37,Genova; Anicia,2,0,PowerNova AB|Global Electrical Engineering AB
Tobin Properties AB,5567334379,3,51,Mellgren; Patrik Anders,43,28,Tobin Properties Projektutveckling AB|Archus Partner AB|Östermalms Snickeri AB|Persikorött Marievik Ekonomisk förening|Nacka Strand 2 AB|Tobin Properties AB|P Mellgren Förvaltning AB|Lundbytorp Fastighets AB|SBG Gravensteiner AB|Bostadsrättsföreningen Oranie|Pardes Holding AB|Fagerö Holding AB|Garage & Parkering i Centrala Sundbyberg AB|P-N vik 29 AB|Menigasker AB|Nacka 3 AB|NJP Invest AB|Sundbyberg Sprängaren 9 Fastighets AB|Nacka 1 AB|Mariefjärd M 29 Holding AB|Mariefjärd M Holding 1 AB|Kolkajan Fastighets AB|Mariefjärd M Holding 2 AB|Tobin Kista Holding AB|Kista Square Garden Förvaltning AB|Birka Sicklaön AB|Pederstrup AB|Golfbäcken Holding AB|K1 Nacka strand AB|Sågtorp Utveckling AB|Tobin 1 Holding AB|P Mellgren Projekt AB|Gladan Holding II AB|Tobin Properties Bygg AB|Gladan Holding AB|Norra Nacka Strand Exploatering DP 3 AB|Mariefjärd AB (publ)|Fyrsidan Holding AB|Portgås Fastighets AB|Nedlesrot Fastighets AB|Peasgood Nonsuch AB|Popaul Ekonomisk förening|Mariefjärd 22 Holding AB
Form Nordic Stockholm AB,5591829162,2,34,Sandqvist; Anders Robin,2,2,Form Nordic Stockholm AB|Sq bygg & Anläggning
Mats Lindesten Projektledning AB,5568091036,2,64,Lindesten; Mats Hugo,1,0,Mats Lindesten Projektledning AB
Näslund Entreprenad AB,5568043490,2,48,Näslund; Lars Thomas,1,1,Näslund Entreprenad AB
ZOEN AB,5568449804,2,48,Tapper; Lars Staffan Bertil,1,1,ZOEN AB
RoSveBal Entreprenad AB,5591298111,2,47,Balan; Sorin Sava,3,0,RoSveBal Entreprenad AB|Sorin Bygg & Måleri AB|Scandic Måleri
KJF Bygg AB,5569716870,2,39,Finnilä; Kari Johannes,1,1,KJF Bygg AB
LvS Entreprenad AB,5563447084,3,47,von Stedingk; Lars Ludvig,1,4,LvS Entreprenad AB
Tyresö Passage & El AB,5590289129,2,34,Friberg; Jonas Sebastian,1,0,Tyresö Passage & El AB
Projektfokus Sverige AB,5590983663,2,38,Mirkarim; Kian,2,7,Projektfokus Sverige AB|Prime Consulting
ECHION AB,5591658132,1,55,Sioustis; George Evangelos,4,21,ECHION AB|Echion Bygg AB|Echion Consultancy Services AB|GS Legal Claims and Operations Management         Handelsbolag
Articon AB,5568597297,3,54,Lidfeldt; Carl Markus,1,3,Articon AB
JC Service AB,5590676101,2,34,Czech; Jacek Marcin,1,0,JC Service AB
Jövans Mark & Trädgård AB,5591686463,2,60,Engstrand; Ewa Margareta,1,1,Jövans Mark & Trädgård AB
Jövans Mark & Trädgård AB,5591686463,2,60,Engstrand; Johan Tord Bengt,3,4,Nya Newas|Jövans Mark & Trädgård AB|Jövans Mark & Trädgård
Skanska AB,5560004615,12,59,Danielsson; Anders Malte,1,113,Skanska AB
Skanska Sverige AB,5560339086,10,55,Rehnström; Kurt Anders Joakim,5,7,Skanska Sverige AB|Skanska Industrial Solutions AB|Skanska Rental AB|Aktiebolaget Sydsten|Skanska Asfalt och Betong Inköp AB
Skanska Sverige AB,5560339086,10,55,Hagman; Gunnar Olof,16,49,Skanska Sverige AB|Skanska Industrial Solutions AB|Ideella föreningen Svenskt Näringsliv med firma   Svenskt Näringsliv|Skanska Sweden IT AB|Byggföretagen i Sverige Service AB|Skanska Elproducent AB|Skanska Direkt AB|Skanska Healthcare AB|Kommanditbolag Vasatorps-Fastigheter|Selmer Bygg Stockholm AB|Skanska KKH Entreprenad AB|Skanska Glasbyggarna Aktiebolag|Skanska Byggledning AB|Selmer Holding AB|SMEBAB Grå AB|Aktiebolaget Hälsingborgs Byggelement
Skanska Sverige AB,5560339086,10,55,Persson; Magnus Kristian,208,18,Skanska Sverige AB|Skanska Mark och Exploatering Nya Hem AB|Fastighet 1 DPL 4 AB|Fastighets AB Jönköping Österbotten 4|Campus Port Karlskrona AB|Fastighet 2 DPL 4 AB|Skanska Nya Hem Lila AB|Skanska Direkt AB|SMEBAB Ljuslila AB|Lövholmsgränd 12 Exploatering AB|Anroldö Fastighets AB|Skanska Hyresbostäder Projekt 1 AB|SMENHAB Fastighet Blå AB|SMEBAB Häradshövdingen AB|Halmstad Bonden 8 AB|Event Estate AB|Jarlaplatsen i Göteborg AB|SMEBAB Bärnsten AB|SMEBAB Rödgul AB|SMEBAB Kultur Inn AB|SMEBAB Pärlemor AB|SMEBAB Apell AB|SMEBAB Agat AB|AB Lövholmsgränd 12|Nya Brottkärr 5 AB|Drömfabriken i Bällsta AB|Uniqhus AB|SMEBAB Safirblå AB|Sjunde Himlen fastigheter AB|SMEBAB Cementen Kv G Bostäder AB|SMEBAB Mörkgul AB|SMEBAB Lavendel AB|SMENHAB Förvaltning Silver AB|Skanska Mark och Exploatering Invest AB|SMEBAB Hälsingland Holding AB|Skanska Projektutveckling Hyresbostäder Holding 7 AB|SMEBAB Dyblad AB|SMEBAB Granen AB|Skanska Mark och Exploatering Komplementär AB|SMEBAB Blåklocka AB|SMEBAB Fältsippa AB|Skanska Mark och Exploatering Bygg Komplementär AB|Kallebäck Elen 4 AB|SMEBAB Liljekonvalj AB|SMEBAB Berg AB|Citadellskajen 2 Ekonomisk förening|Frestaby Exploatering AB|SMEBAB Holding Södermanland AB|Skanska Mark och Exploatering Bygg Invest AB|SMEBAB Holding AB|Skanska Direkt Orange AB|Fastighet 16 DPL 3 AB|SMEBAB Lundviva AB|SMEBAB Gulvial AB|SMEBAB Rödklöver AB|SMEBAB Tovsippa AB|SMENHAB Förvaltning Grå AB|SMEBAB Fastighetsutveckling AB|SMEBAB Dalsland Holding AB|Byggmarken 7 AB|Byggmarken 6 AB|SMEBAB Holding Ångermanland AB|Lövholmsgränd 12 i Stockholm AB|Galärdomen i Lund AB|Fastighets AB Lundaboken|Fastighets AB Lundahem|Täby P. 2 Ekonomisk förening|SMEBAB Fastigheter AB|Grisslingehöjden Aktiebolag|SMEBAB Förvaltning AB|Lövholmsgränd 12 Projektering AB|SMEBAB Vintervit AB|Ekonomisk förening Allén 1 Blå|Skanska Nya Hem Holding Gul AB|SMEBAB Holding Halland AB|SMEBAB Holding Värmland AB|SMEBAB Utveckling AB|Limhamns Sjöstad 7 Ekonomisk förening|SMEBAB Smaragdgrön AB|Skapan AB|Skanska Projektutveckling Hyresbostäder Holding 5 AB|Plånet Ekonomisk förening|SMEBAB Mörkrosa AB|SMEBAB Projektutveckling AB|Skanska Projektutveckling Hyresbostäder Holding AB|Limhamn kv L1 AB|SMENHAB Förvaltning Orange AB|Skanska Hyresbostäder Tornberget AB|SMENHAB Förvaltning Rosa AB|Skanska Nya Hem Holding Röd AB|SMENHAB Förvaltning Blå AB|Silverdal. Stockholm Environmental                Science Park AB|Skanska Mark och Exploatering Invest nr 2 AB|Skanska Mark och Exploatering Invest nr 1 AB|SMENHAB Holding AB|Skanska Hyresbostäder Hovs Hagar AB|Järvastaden Fastighet Linnean AB|Ekonomisk förening Allén 2 Blå|SMEBAB Backvial AB|SMEBAB Mörkbrun AB|Skanska Nya Hem Kornblå Förvaltning AB|KvP 3 Fastighet AB|Kallebäck Alet AB|SMENHAB Förvaltning Violett AB|KvP 4 Fastighet AB|Limhamn kv L3 AB|Limhamn kv L2 AB|SMEBAB Backsippa AB|SMEBAB Bergmynta AB|SMENHAB Förvaltning Brun AB|Predio 11 Komplementär AB|Fastighet Sk 2 AB|Skanska Projektutveckling Hyresbostäder Holding 6 AB|Skärvet 11 Hyresbostäder AB|Parkkvarteret Fastighets AB|Täby P. 3 Ekonomisk förening|SMEBAB Invest Holding Omega AB|SMEBAB Götaland Holding AB|Limhamns Sjöstad 6 Ekonomisk förening|Limhamns Sjöstad 5 Ekonomisk förening|Limhamns Sjöstad 4 Ekonomisk förening|Limhamns Sjöstad 2 Ekonomisk förening|Limhamns Sjöstad 1 Ekonomisk förening|Krokslätt Nr 2A Ekonomisk förening|Krokslätt Nr 3A Ekonomisk förening|MP Väst nr 4 Ekonomisk förening|OneSkanska Holding 1 AB|SMEBAB Holding Lappland AB|Täby P. 1 Ekonomisk förening|SMEBAB Akleja AB|Trollhöjden Fastighets AB|SMEBAB Norrland Holding AB|SMEBAB Öland Holding AB|SMEBAB Vårkrage AB|Allrik AB|SMEBAB Lavasten AB|SMEBAB Holding Gotland AB|SMEBAB Rosen AB|SMEBAB Tussilago AB|SMEBAB Hagaporten Holding AB|Fastighets AB Solvattnet|SMEBAB Cementen Kv D AB|SMEBAB Stålgrå AB|SMENHAB Förvaltning Svart AB|SMEBAB Violett AB|SMEBAB Invest Holding Gårda AB|SMEBAB Holding Uppland AB|SMENHAB Förvaltning Grön AB|SMEBAB Sollentunamässan Kv 3 AB|SMEBAB Sollentunamässan Kv 1A AB|SMEBAB Kristall AB|SMEBAB Citrin AB|SMEBAB Terrakotta AB|SMEBAB Kommersiellt Holding AB|SMEBAB Blåsippa AB|Skanska Projektutveckling Hyresbostäder Holding 2 AB|Bromstenstaden Hyresrätt Mark AB|Elfängen Fastighets AB|SMEBAB Tallen AB|SMEBAB Eken AB|SMEBAB Förvaltning Holding Haga AB|SMEBAB Rubinröd AB|SMEBAB Ormbunke AB|Västlokaler AB|SMEBAB Vitsippa AB|SMEBAB Svealand Holding AB|SMEBAB Holding Småland AB|SMEBAB Havsblå AB|SMEBAB Holding Jämtland AB|SMEBAB Blåklint AB|SMEBAB Maskros AB|SMEBAB Västmanland Holding AB|SMEBAB Norrbotten Holding AB|SMEBAB Närke Holding AB|SMEBAB Nyponros AB|SMEBAB Rödklint AB|SMEBAB Röllika AB|Skanska Projektutveckling Hyresbostäder Holding 3 AB|Fastighets AB Sjösättningen|Järvastaden Fastighets Ängsklockan 1 AB|SMENHAB Förvaltning Cerise AB|OneSkanska Blå AB|OneSkanska Grön AB|OneSkanska Bålsta AB|OneSkanska Holding 2 AB|SMEBAB Vit AB|SMEBAB Kornblå AB|SMEBAB Projekt AB|SMEBAB Kalium AB|Skanska Projektutveckling Hyresbostäder Holding 4 AB|SMEBAB Lund Förståelsen AB|SMEBAB Lagun AB|SMEBAB Himmelsblå AB|SMEBAB Kaktus AB|SMEBAB Holding Skåne AB|SMEBAB Marmor AB|SMEBAB Fjärdingen AB|SMEBAB Stockholm Holding AB|SMEBAB Holding Haga AB|SMEBAB Holding Limhamn AB|SMEBAB Citrongul AB|SMEBAB Holding Malmö AB|SMEBAB Granitgrå AB|SMENHAB Fastighet Cerise AB|Insikten i Lund AB|SMEBAB Blekinge Holding AB|SMEBAB Sandvita AB|SMEBAB Vingvial AB
Skanska Sverige AB,5560339086,10,55,Lindberg; Lars Olof,10,9,Skanska Sverige AB|Skanska ESS Construction Handelsbolag|Skanska Slussen Construction AB|Birka Markbyggnad Aktiebolag|Internordisk Spännarmering Aktiebolag|Selmer Anläggning AB|Stabilator Aktiebolag|Skanska Anläggningsmaskiner AB|JemtSka Östersund AB|Nöddesta Holding AB
