company,id,number_of_board_memebers,average_age_board,executives,total_active_assignments,total_prev_assignments,companies
Melisna Bygg Hantverkare AB,5591467898,2,51,Alipour; Shahla,3,4,Södergårdsvillan i Stockholm AB|Pharma Team Sweden AB|Melisna Bygg Hantverkare AB
Ivar Westerlund Projektledning AB,5567531768,2,76,Westerlund; Ivar Axel,1,0,Ivar Westerlund Projektledning AB
FRC Byggentreprenad AB,5568452808,2,42,Nilsson; Christian Christofer Mikael,1,0,FRC Byggentreprenad AB
Conella AB,5568277981,2,56,Falck; Jonas Torsten,2,1,Primeplace AB|Conella AB
Riadh Hassad Bygg AB,5569067860,3,54,Hassad; Riadh Ben Belgacem,1,0,Riadh Hassad Bygg AB
DS Energi AB,5568693773,2,50,Sundqvist; Jan Dick,1,0,DS Energi AB
Adler & Ericsson AB,5591530570,3,60,Adler; Gert Kent Roland,2,2,Adler & Ericsson AB|Reborn In Color AB
Hans Wieland Arkitektkontor Aktiebolag,5561029272,2,80,Wieland; Hans Johann,1,3,Hans Wieland Arkitektkontor Aktiebolag
Jakob Brundin AB,5569171555,2,61,Brundin; Jakob,1,3,Jakob Brundin AB
Jakob Brundin AB,5569171555,2,61,Nilsson Brundin; Petra Fredrika,1,3,Jakob Brundin AB
Vinca landskapsarkitektur AB,5591932131,4,43,Åberg; Eva Carina,1,0,Vinca landskapsarkitektur AB
With Two Hands AB,5569495640,2,70,Brismo; Hans Tage,1,6,With Two Hands AB
tte-Sweden AB,5568270556,2,76,Undin; Hans Erik,4,8,tte-Sweden AB|Bostadsrättsföreningen Portiklunden|UNDINUM Invest AB|Toolema Aktiebolag
M-R-A Sverige AB,5567974026,3,52,Wallander; Mikael Roger,2,6,Bostadsrättsföreningen Koloristen|M-R-A Sverige AB
Berndtsson arkitekter AB,5565160909,2,71,Stillefors; Björn Ingmar,3,7,Berndtsson arkitekter AB|JML arkitekter AB|Cedervall Arkitekter AB
Projekt & Teknik i Bromma AB,5563597722,4,39,Thess‚n; Lars Peter,1,5,Projekt & Teknik i Bromma AB
Starka killar AB,5590820709,3,33,Cerovac; Milos,2,4,Starka killar AB|Linje Snickeri & Design
Rakel AB,5591448906,2,44,Ajland; Kenth Mathias,5,3,Byggpojken AB|Kruthare AB|Ajland Group AB|Rakel AB|Ceramics Trading Sweden AB
Niklas Berggren Konsult AB,5592127699,2,57,Berggren; Niklas Per Gustav,2,0,Noboxab AB|Niklas Berggren Konsult AB
Style & Stage AB,5591968044,2,32,Gajardo Fredes; Claudio Antonio,2,0,CG CONSULTINGSERVICE|Style & Stage AB
Style & Stage AB,5591968044,2,32,Mourssi; Nesma,1,1,Style & Stage AB
Stenutveckling Nordiska AB,5565332110,4,69,Kjellén; Uno Christer,1,2,Stenutveckling Nordiska AB
R. Sundh Plattsättning AB,5590388145,2,45,Sundh; Robert Lars,2,0,R. Sundh Plattsättning AB|Rudviken Plattsättning
Morlin Invest Aktiebolag,5564463635,2,63,Morlin; Bengt Jan-Erik,1,0,Morlin Invest Aktiebolag
INSTALLATIONSRÅD; INRÅD Aktiebolag,5564453016,4,66,Karlsson; Erik Gunnar,2,1,Utö Parkerings AB|INSTALLATIONSRÅD; INRÅD Aktiebolag
I.H.R.F.I.D Passerteknik AB,5569588048,2,51,Hööglund; Leif Niclas,2,4,I.H.R.F.I.D Passerteknik AB|Nicord Aktiebolag
A&M ALLT INOM BYGG AB,5568842412,2,36,Cibulskas; Arturas,4,1,MV Gruppen Nordiska AB|MV Aggregat AB|A&M ALLT INOM BYGG AB|Beauty Berries AB
Per Andersson Konsult & Måleri AB,5566441738,2,69,Andersson; Per Runar Agne,2,1,Per Andersson Målerikonsult|Per Andersson Konsult & Måleri AB
Construera Svensk Bygg- & Anläggningskonstruktion AB,5565104485,2,57,Bergsten; Claes Henrik,1,0,Construera Svensk Bygg- & Anläggningskonstruktion AB
Kerstin Boulogner Design Aktiebolag,5562140250,2,76,Boulogner Malmberg; Kerstin M A,2,6,Andelsföreningen Hablingbo Ullspinneri; ekonomisk förening|Kerstin Boulogner Design Aktiebolag
Falkonia AB,5565943114,2,75,Falk; Jan Artur,1,3,Falkonia AB
Svensk Fastighetsmålning AB,5568584097,2,58,Nowakowski; Jozef,1,5,Svensk Fastighetsmålning AB
Brensén Arkitekt-Scenograf Aktiebolag,5563471274,3,67,Brensén; Hans Torbjörn,1,1,Brensén Arkitekt-Scenograf Aktiebolag
Föreningsförvaltning i Sollentuna AB,5563686301,nan,nan,Johansson; Yevheniy Erik Peter,1,5,Cab Connect Stockholm AB
Norsebo Bygg AB,5567868608,2,56,Holmblad; Lars-Åke,1,13,Norsebo Bygg AB
KA Immaterialrättsförvaltning AB,5590051081,2,66,Arnerdal; Karl Fredrik Malte,1,1,KA Immaterialrättsförvaltning AB
Svensk Markåterställning AB,5569211286,4,54,Baudin; Sven Urban,7,17,Baudin Konsult Aktiebolag|Förvaltnings Aktiebolag Ljusterö Torg|Svensk Markåterställning AB|Baudin Fastigheter AB|Husbilshotellet Storfors AB|VKE Vindkraftentreprenad AB|Baudin Holding AB
Målerifirman Berg & Co Aktiebolag,5569225369,2,36,Berg; Johannes Hans Emanuel,1,0,Målerifirman Berg & Co Aktiebolag
Lokberget Projekt AB,5591455224,2,49,Ljungberg; Hans Krister,2,10,Lokberget Projekt AB|Nya Järn & Byggvaruhuset i Ånge Aktiebolag
A.S. Gustavsbergs Elbyrå Aktiebolag,5564762788,2,55,Steen; Anders Olov,1,2,A.S. Gustavsbergs Elbyrå Aktiebolag
HUMAN FACTORY SWEDEN AB,5568202393,3,64,Stecksén; Lennart Carlo,3,14,Bostadsrättsföreningen Henriksdalskajen|STECKSEN ENTERPRISE Kommanditbolag|HUMAN FACTORY SWEDEN AB
P-A Sandulf Konsult AB,5568173859,2,78,Sandulf; Per Arne,1,8,P-A Sandulf Konsult AB
Team Entreprenad & Design i Stockholm AB,5590300306,2,35,Egziabihair; David Mekonen,1,2,Team Entreprenad & Design i Stockholm AB
JAB Konsult AB,5568787740,2,68,Bladh; Jan Anders Ingemar,1,1,JAB Konsult AB
PBf Plan- & Byggforum Aktiebolag,5564671658,3,64,Wahlberg; Allan Göran Gustaf,1,2,PBf Plan- & Byggforum Aktiebolag
Maria Olsson Consulting AB,5567593917,4,51,Olsson; Sonja Maria Elisabet,1,1,Maria Olsson Consulting AB
Nord Delta AB,5566253042,2,54,Benkö; Rickard Laszlo Imre,1,0,Nord Delta AB
Darra Entreprenad AB,5569253452,2,47,Darra; Mahfoud,1,1,Darra Entreprenad AB
Ledou AB,5569047342,2,60,Özlü; Milko Emil Harun,1,1,Ledou AB
Måleri LD tak & fasad AB,5591441596,2,35,Donoso Donoso; Luis Alberto,2,0,LD måleri tak & fasad|Måleri LD tak & fasad AB
BachGärde Design & Communication AB,5566270160,3,40,Bach Gärde; Linnea Mei Lin Tsetan,3,2,Add Some Powher AB|Magfair AB|BachGärde Design & Communication AB
Mälaröarnas Plåtslageri AB,5568267792,2,47,Faléus; Martin Sigfrid,1,1,Mälaröarnas Plåtslageri AB
Gabstru AB,5590337704,2,31,Kridih; Gabriel Abdallah,1,2,Gabstru AB
Lundahl Teknik AB,5590139530,3,53,Lundahl; Mats Göran,2,2,Karin Lundahl GoodVibes IT AB|Lundahl Teknik AB
Raksta Entreprenad AB,5591698286,2,50,Henebratt; Hans Johan,1,1,Raksta Entreprenad AB
VA Projektstöd AB,5591723738,2,66,Buske; Sten Gottfrid,1,0,VA Projektstöd AB
Binec Stockholm AB,5563962850,3,55,Brännström; Kurt Georg,1,0,Binec Stockholm AB
Sporre Media Aktiebolag,5565446803,2,67,Sporre; Kristina Elisabet,2,3,Pressnet Interactive AB|Sporre Media Aktiebolag
Lennart Hävren Byggherrerådgivning AB,5569061848,3,53,Hävrén; Hans Lennart,1,3,Lennart Hävren Byggherrerådgivning AB
2808 Invest AB,5566741434,2,49,Forsberg; Erik Johan Ingemar,2,3,EF Affärspartner AB|2808 Invest AB
AB Nordqvist Arkitekt och Konstruktion,5569454001,2,55,Nordqvist; Bror Mikael,1,3,AB Nordqvist Arkitekt och Konstruktion
MLC Nordic AB,5591639660,2,50,Andersson; Sven Gösta,1,2,MLC Nordic AB
Trafikkonsulterna i Sverige AB,5567373187,2,53,Schöfl; Sven Conny Dennis,2,3,Trafikkonsulterna i Sverige AB|Conny Andersson Transport Aktiebolag
Trafikkonsulterna i Sverige AB,5567373187,2,53,Schöfl; Ulrika Angelika,2,6,Trafikkonsulterna i Sverige AB|Conny Andersson Transport Aktiebolag
LeaseGreen Sverige AB,5591257653,3,41,Luther; Thomas Erik Johanses,1,1,LeaseGreen Sverige AB
Svealands Mark & Fastighet AB,5591347595,2,67,Moius; Ulf Daniel,3,3,Svealands Mark & Fastighet AB|ITQ - interaktiv information AB|LEX System Development AB
Entreo Entreprenad AB,5590455381,2,35,Vardiero; Danilo Mario Alexander,1,4,Entreo Entreprenad AB
Entreo Entreprenad AB,5590455381,2,35,Engvall; Carl Robin,1,2,Entreo Entreprenad AB
TGT Projekt AB,5591426522,2,29,Geuriya; Tomas Robin,2,0,TGT Projekt AB|RGT Holding AB
Fly Mama AB,5568935901,2,61,Ringstad; Lena Maria,3,4,Konstnär Lena Ringstad|Fly Mama AB|Lena Ringstad Handelsbolag
CamFre AB,5592002470,2,41,Storholm; Camilla Johanna Alexandra,2,3,Petite Bouvin AB|CamFre AB
Byle Byggkonsult AB,5590760244,2,76,Nyman; Mats Bertil Sixten,1,3,Byle Byggkonsult AB
Golvanalys Sverige AB,5566658380,4,39,Forsberg; Leif Håkan,1,3,Golvanalys Sverige AB
Casanox AB,5569589186,2,46,Johansson; Gert Örjan,3,5,Casanox Entreprenad AB|Casanox AB|Casanox Invest AB
Lars Ekelund Bygg och Målerikonsult Aktiebolag,5563709111,2,75,Ekelund; Lars Erik,2,1,Flatens Fibervänner Ekonomisk förening|Lars Ekelund Bygg och Målerikonsult Aktiebolag
SRDP International AB,5591394357,2,31,Wiklund; Frans,1,1,SRDP International AB
Smart Properties Scandinavien AB,5590845524,2,37,Eklöf; Per Jonas,3,3,Smart Properties Scandinavien AB|Utbildningsterminalen AB|Siljan invest AB
Civilentia AB,5591357503,2,45,Hammoudi; Rima,2,2,Civilentia AB|nan
BEARSTA AB,5591040059,2,42,Lidén; Erik,3,0,XTA Investment Sweden AB|FLAXTA AB|BEARSTA AB
NIGÖS Konsult AB,5569753667,2,73,Skelander; Inga-Britt Katarina,1,0,NIGÖS Konsult AB
NIGÖS Konsult AB,5569753667,2,73,Skelander; Nils Göran,1,1,NIGÖS Konsult AB
Allrum Home AB,5564087012,2,59,Ramström; Hans Gösta Roger,2,4,Allrum Home AB|Hus & Hav Stockholm AB
A-C ENTREPRENAD AB,5590031075,2,60,Concha; Alfonso,1,4,A-C ENTREPRENAD AB
Signgraf AB,5590359203,2,65,Galdamez Munoz; Ilich Lenin,2,1,Signgraf AB|Le Graffo Book editions; designs & prints
Gillberg Arkitekter AB,5566019716,2,79,Gillberg; Ulf Gustav Emil,1,3,Gillberg Arkitekter AB
Azita Hedayati AB,5591789093,2,56,Hedayati; Azita,3,5,BS Kemi Aktiebolag|Azita Hedayati AB|Bostadsrättsföreningen Kronkvarnen 14
Upp-lands Service AB,5590689716,2,48,Cedeno Divison; Yvelisse,2,1,Upp-lands Service AB|Upplands All service
Gustap Bygg AB,5590279799,2,54,Guerron; Lidia Albina,1,2,Gustap Bygg AB
Marta Larsson AB,5591128946,3,50,Nilsson; Jon Gunnar,1,0,Marta Larsson AB
Marta Larsson AB,5591128946,3,50,Larsson; Karin Märta Birgitta,1,0,Marta Larsson AB
Täby Bygg & Montage AB,5592328933,2,29,Landgren; Jonathan Thomas,2,0,Täby Bygg & Montage AB|Täby bygg & montage
Vendelsö Kök & Trädgård AB,5569960015,2,44,Tanger; Carl Fredrik Sven,1,2,Vendelsö Kök & Trädgård AB
Vendelsö Kök & Trädgård AB,5569960015,2,44,Olofsson; Jenny Anna,2,1,Röstkonsulten Carina Engström AB|Vendelsö Kök & Trädgård AB
Planering & Design i Vallentuna AB,5591808851,2,70,Lindstaf; Lars Börje,4,2,Cedervall Arkitekter AB|JML arkitekter AB|Planering & Design i Vallentuna AB|PLANERING & DESIGN; ARK SAR LARS LINDSTAF
Assar Legerstam Byggkonsult Aktiebolag,5565160404,2,72,Legerstam; Bengt Assar Ingemar,3,1,Krister Berggren Byggkonsult Aktiebolag|Krister Berggren Holding Aktiebolag|Assar Legerstam Byggkonsult Aktiebolag
Saltis Telehuset AB,5562969575,3,67,Beijar; Jan Ole,4,1,Saltis Bygg AB|Ecoster AB|Saltis Telehuset AB|Elk Invest AB
Bezza Konsult & Entrepenad AB,5569550196,2,70,Zandin; Björn Erik,1,1,Bezza Konsult & Entrepenad AB
Bezza Konsult & Entrepenad AB,5569550196,2,70,Zandin; Ewa Christina Marie,1,0,Bezza Konsult & Entrepenad AB
Wattello AB,5568830037,3,56,Pettersson; Per Ove,5,9,J & P Elmontage Visby Aktiebolag|UNI ELECTRIC SYSTEMS PO PETTERSSON HANDELSBOLAG|Wattello AB|IN & CO AB|Elteknikbranschens utveckling i Sverige AB
Wattello AB,5568830037,3,56,Wendels; Carl Hugo,2,2,Wendels Advisory Services AB|Wattello AB
Direktado AB,5568592090,5,53,Hjelmqvist; Viking Fredrik Wilhelm,8,14,The Art of Utility AB|I.DE.I Concepts AB|Cellinio AB|Direktado AB|RISE Job AB|Poco de Todo AB|Skateovation AB|Bostadsrättsföreningen Vanadis
Bergtorps Gruppen AB,5569463960,2,37,Mammadov; Elnur Alim Oglu,1,2,Bergtorps Gruppen AB
GLK Entreprenad AB,5591717128,4,43,Roxnäs; Lars Gunnar,2,2,GLK Entreprenad AB|GLK Bygg AB
GLK Entreprenad AB,5591717128,4,43,Peldan; Håkan Elias,2,1,GLK Entreprenad AB|GLK Bygg AB
TB Vision Estates AB,5567908941,2,51,Torgner; Eva Susanne,5,5,Trädgårdsgrossisten i Stockholm Aktiebolag|TB Vision Estates AB|TB Vision Estates Holding AB|MJ Vision Fastigheter AB|Tgross i Sverige Holding AB
TB Vision Estates AB,5567908941,2,51,Bergström; Mats Ivar,6,7,Trädgårdsgrossisten i Stockholm Aktiebolag|Bostadsrättsföreningen Hinden 23 i Stockholm|TB Vision Estates AB|Tgross i Sverige Holding AB|MJ Vision Fastigheter AB|TB Vision Estates Holding AB
Railway Sweden AB,5569633471,2,49,Nordqvist; Frank Johan,2,1,Railway Sweden AB|Railway Security Sweden
Backas Service och Entreprenad AB,5592070527,2,32,Norman; David Johan Fredrik,1,1,Backas Service och Entreprenad AB
Repus AB,5567979678,3,58,Kranz; Rolf Johan Mattias,5,3,Repus Ventilation Aktiebolag|Kranzbolaget AB|Repus AB|Kranz Skog & Mark|Mattias Kranz Consulting AB
EUROPA USAL AB,5568149198,2,59,Lukasiewicz; Adam Stanislaw,1,6,EUROPA USAL AB
Infranova BG AB,5591521702,3,36,Abdelzadeh; Morad,7,1,Infranova AB|Infranova BG AB|Moava holding AB|Infranova Holding AB|Pennybridge Barber Shop AB|Kv Västtuna AB|Infranova fastigheter AB
Brundins Allservice AB,5590928551,2,52,Brundin; Mats Runo,1,1,Brundins Allservice AB
AmiAro AB,5590693882,2,52,Strozecky; Kristoffer,2,2,AmiAro AB|KRISTOFFERS BYGG OCH RENOVERING
FWLL förvaltning AB,5591736557,5,39,Bjurholm; Freddy Jörgen,1,0,FWLL förvaltning AB
Nikeisha Productions AB,5591451744,2,37,Andersson; Maria Nikeisha,2,1,NAF Catering AB|Nikeisha Productions AB
Storstaden Bostad Älvsjö III AB,5592099849,4,43,Jutner; Per Arne,23,89,Storstaden Bostad Nacka AB|STORSTADEN STOCKHOLM BOSTAD AB|Storstaden Bostad Älvsjö II AB|Abentor Innovation AB|Storstaden Stockholm Fastigheter AB|Storstaden Bromma Bostad AB|Storstaden Bostad Älvsjö III AB|Storstaden Property Group Holding AB|Storstaden Bostad Mälaräng AB|Storstaden Bostad Älvsjö AB|Segerporten Holding AB|Vikdalsvägen Fastighets II AB|Kavelbron Fastighets AB|Vikdalsvägen Fastighets AB|Segerporten Holding II AB|Visionen Elteknik Sverige AB|Hemmavid Sverige AB|Vikdalsporten Holding AB|Vikdalsvägen Garage AB|Eksätravägen Fastighets AB|Mälarhöjdsporten Holding AB|Storstaden Bostad Årsta AB|Bostadsrättsföreningen Stadsporten i Nacka
AB Stockholm SouthHill,5591085419,2,48,Sundblad; Stefan Mattias,3,2,AB Stockholm SouthHill|Bostadsrättsföreningen Pyramiden 19|City Sundblad Telecom AB
Enkelt Elektriska Stockholm AB,5591240543,2,35,Schüler; Robert Mikael,1,1,Enkelt Elektriska Stockholm AB
HUB Development AB,5565475513,2,53,Steier Stiwenius; Eva Susan,3,3,Ekorrhjulet Handelsbolag|JBG Aerarium Kommanditbolag|HUB Development AB
HUB Development AB,5565475513,2,53,Stiwenius; Jan Joakim,15,15,JBG Egen Anställning AB|JBG Egenanställning Handelsbolag|Egenanställningsföretagens Branschorganisation i  Sverige; EFBS Ekonomisk förening|HUB Development AB|Scisco Dogs AB|JBG Gruppen Handelsbolag|Ekorrhjulet Handelsbolag|JBG GameHouse Handelsbolag|JBG Aerarium Kommanditbolag|Carnival of Wolves AB|CHIMERA V.F.G.V AB|R-COMS Communication AB|Swedish Global Invest AB|Entreprenadkollen sverige AB|Bestam assistans AB
Hans Annevall AB,5568555923,2,73,Annevall; Hans,1,0,Hans Annevall AB
Imperius AB,5590347984,2,46,Suhoschi; Florin Marius,1,6,Imperius AB
Lila Ställningar AB,5569134660,3,43,Lindgren; Bo Patrik,1,8,Lila Ställningar AB
Nergårdh hantverks- och konsulttjänster AB,5569264368,3,56,Nergårdh; Hans Peter,2,4,Nergårdh hantverks- och konsulttjänster AB|Stora Henriksvik AB
Yeah Sure! Design AB,5590067400,2,59,Loftheim; Jeanette Marie Linnéa,1,1,Yeah Sure! Design AB
Langsved Konsult AB,5566541461,3,56,Långsved; Erik Göran,3,42,Pellemanno AB|Bostadsrättsföreningen Valkyrian 12|Langsved Konsult AB
JABB Properties AB,5569202665,2,41,Bergström; Johan Arvid,2,21,Charanna Invest AB|JABB Properties AB
HOWE Consulting AB,5590173190,3,65,Hoffborn; Rolf Håkan,2,8,HOWE Consulting AB|Loke Consulting AB
HOWE Consulting AB,5590173190,3,65,Hoffborn; Ewa Cecilia,2,0,HOWE Consulting AB|Loke Consulting AB
Liston Snövesslan AB,5562995190,3,60,Hokkanen; Jari Vesa,4,1,RH Bilservice Aktiebolag|Liston Fastighets AB|Liston Snövesslan AB|JH Bil i Södertälje AB
Gothenburg CoValley AB,5591364202,4,57,Wahlgren; Johan Peder,19,15,Happy Street Development AB|Fastighets AB Tingshuset 13|Gothenburg CoValley AB|Majira Real Estate 2 AB|Majira Real Estate 3 AB|Majira Real Estate 4 AB|Majira Real Estate 5 AB|Majira Real Estate 8 AB|Majira Real Estate 10 AB|Majira Holding 3 AB|Majira Holding 1 AB|Majira Holding 2 AB|Majira Real Estate 1 AB|Majira Real Estate 6 AB|Majira Real Estate 12 AB|Majira Real Estate 9 AB|Majira Real Estate 11 AB|Majira Real Estate 7 AB|GoCo Development AB
Dotty Design Factory i Stockholm AB,5566931340,3,51,Fransson-Simic; Hille Linn,1,7,Dotty Design Factory i Stockholm AB
EUROARCHITECTS AB,5569436453,4,48,Roser; Nicolas,1,1,EUROARCHITECTS AB
Infralog AB,5566415062,2,44,Claesson; Thomas Carl Michael,3,6,Infralog & Partners AB|Ecofrakt Sverige AB|Infralog AB
Värma Västmanland AB,5590353172,3,51,Flyghed; Fredrik Roland,2,0,Värma Västmanland AB|D-Line Consulting
Stig Lindberg Design Aktiebolag,5590304308,3,57,Dueholm-Lindberg; Lars Stig Fredrik,2,5,Stig Lindberg Design Aktiebolag|VILASTIL Design & Production Handelsbolag
Stig Lindberg Design Aktiebolag,5590304308,3,57,Dueholm-Lindberg; Jesper,1,1,Stig Lindberg Design Aktiebolag
MD Konsult AB,5591425813,2,41,Douhan; Jenny Maria,1,2,MD Konsult AB
MD Konsult AB,5591425813,2,41,Douhan; Martin Mattias,1,0,MD Konsult AB
RK GEOKONSULT AB,5568321185,2,80,Komarek; Rudolf,2,2,RK GEOKONSULT AB|Stockholm Specialdesign AB
framtaga AB,5590630520,2,32,Eriksson; Linus William Gustav,1,2,framtaga AB
NGC Bygg och Entreprenad AB,5569846255,2,34,Carlsson; Nicklas Göran,1,1,NGC Bygg och Entreprenad AB
NGC Bygg och Entreprenad AB,5569846255,2,34,Näslund; Johanna Maria Viktoria,1,0,NGC Bygg och Entreprenad AB
Tirefelt Fastighets AB,5561063404,4,43,Ricknäs; Sven Håkan,9,11,SöderLarm Direct i Stockholm AB|Brandskydds Partner i Stockholm AB|Brandskydds Partner i Göteborg AB|Rental mobil service Ekerö AB|Lännavägen Holding AB|Tirefelt Fastighets AB|Lisec Ekonomisk förening|Ricknaes AB|Bostadsrättsföreningen Fjällstigen 78
Konsultbolaget Larsson & Larsson Aktiebolag,5566371992,2,67,Larsson; Eva Ingegerd,1,5,Konsultbolaget Larsson & Larsson Aktiebolag
Elinstallationen JA Stockholm AB,5590762166,2,35,Abbes; Jesper Mathias Farid,1,0,Elinstallationen JA Stockholm AB
Storyark Arkitektur & Byggnadsvård AB,5569787921,2,48,Fegler; Kristina Wiktoria Margareta,1,1,Storyark Arkitektur & Byggnadsvård AB
Daniel Reinius Aktiebolag,5591664213,2,51,Reinius; Daniel Jean-Pierre,2,1,Daniel Reinius Aktiebolag|Rabiat Design Handelsbolag
Nemvill Förvaltning AB,5561318196,2,63,Nemvill; Nils Tommy,1,3,Nemvill Förvaltning AB
Nemvill Förvaltning AB,5561318196,2,63,Nemvill; Åsa Ellinor,5,2,Nemvills Gräv & Fastighetsservice AB|Strand Facility Management AB|Solbacka Ekonomibyrå AB|Nemvill Förvaltning AB|Gräv & Fastighetsservice i Björkås Holding AB
Fågelklippan Aktiebolag,5563310472,3,65,Holmgren; Bengt Jonas,3,2,Gunnar Strandberg AB|Lotta Holmgren Sjukgymnastik AB|Fågelklippan Aktiebolag
Kekik IKF AB,5591500896,3,50,Haddad Rezae; Karim,1,2,Kekik IKF AB
Kekik IKF AB,5591500896,3,50,Gasimov; Ilgar,1,1,Kekik IKF AB
HC Täby AB,5590371224,4,51,Conradson; Hans,2,8,HC Täby AB|Corsair Marin Import AB
Nina Jobs AB,5591415210,2,61,Jobs; Carina Ingegerd,2,0,Nina Jobs AB|Kreation Nina Jobs
Nuet Studios AB,5592380249,2,42,Ängquist; Håkan Alexander,2,0,Nuet Studios AB|Hädnd
DEKONT Teknik Aktiebolag,5564615903,3,65,Öberg; Dan Anders,4,4,AÖ Projektledning AB|CV Interim AB|DEKONT Teknik Aktiebolag|Eborac AB
Arkitekturfabriken AB,5568608292,2,41,Hedvall; Erik Jakob,3,4,Arkitekturfabriken AB|Erik Hedvall arkitektur|AB Gemensamma Ansträngningar - Stockholm
K-G J Byggnads Aktiebolag,5563726479,2,73,Jansson; Agneta Elisabet,1,0,K-G J Byggnads Aktiebolag
Enigi i Stockholm AB,5591052963,2,51,Lindberg; Johan Ola Fredrik,1,2,Enigi i Stockholm AB
SundCon AB,5592076177,2,45,Sundström; Hans Christer,2,1,SundCon AB|Bostadsföreningen Lövkojan utan personlig ansvarighet
SundCon AB,5592076177,2,45,Sundström; Ann-Christine M D,1,0,SundCon AB
Bio Bo AB,5569552184,2,53,Sällström; Pehr Mikael Folkesson,1,3,Bio Bo AB
TEKT Byggkonsult AB,5567937320,2,74,Kjellgren; Tommy Krister,1,12,TEKT Byggkonsult AB
STBR & bygg AB,5590586417,2,39,Yusupov; Usman,1,4,STBR & bygg AB
