company_no,company_name
302311XXXX,DEMSKI; ANDRZEJ
302352XXXX,NUCKOWSKI; MARCIN GRZEGORZ
302364XXXX,SOBON; JAN
302367XXXX,JADWIZAK; BLAZEJ
302374XXXX,VESTERGÅRD ANDERSEN; SÖREN
302377XXXX,WALEWSKI; KRZYSZTOF HENRYK
302383XXXX,KUDLIK; GRZEGORZ WALDEMAR
5592390578,Seventy-five Year Plan AB
5592438724,O Thunblad AB
5020624754,ARCERS SIA
990508XXXX,Forsberg; Oskar
5592666555,Peterberg Bygg AB
530601XXXX,SRT center
5592538424,Avant Guard AB
5592387202,Allstrins Måleri & Design i Vallentuna AB
302347XXXX,MILEWSKI; MAREK
302353XXXX,JAKÓBCZAK; TADEUSZ KRYSZTOF
302366XXXX,MODRAKOWSKI; MICHAL
302367XXXX,FÜHRICH; DANIEL
5592553035,TA Corporation AB
5592581218,Norrtälje Golv & Plattsättning AB
910914XXXX,REGISTAN BYGG & RENOVERING
302311XXXX,JURCZUK; JAROSLAW
302328XXXX,KALUZA; KAZIMIERZ
302342XXXX,ULISZEWSKI; KRZYSZTOF PIOTR
302383XXXX,ZUZANSKI; MARCIN MAREK
5564037520,Tre Liljor Detaljist Aktiebolag
661129XXXX,Jonsson; Björn
302311XXXX,PIECHOWICZ; HENRYK
302311XXXX,MAROSZ; TADEUSZ
302342XXXX,GLAZIK; AGNIESZKA
5592696958,ChristerMultiService Partner AB
5592614753,ALTERNATIV ANLÄGGNING SKANDINAVIEN AB
560914XXXX,Arne Roos Byggprojekt och kontroll
810713XXXX,Wilmowski; Maciej Boleslaw
5592426901,STS Asfalt AB
302340XXXX,LOZYNSKI; SLAWOMIR ANDRZEJ
302364XXXX,CECKI; TOMASZ JERZY
302375XXXX,KRZYSZTON; ROBERT DANIEL
571224XXXX,Lars Hult Teknik
5020642558,SIA G.B.U
5592548761,Lisö Mur & Puts AB
700608XXXX,Jonasson Backman; Jan
5592499932,HS Betong Aktiebolag
5569248171,Compact Solutions AB
302331XXXX,PUUSEPP; RIHO
840224XXXX,MADÅS; JULIA
560120XXXX,Möller; Hans-Peter
5592263973,Guld Sol byggen AB
880328XXXX,Eriksson; Fredrik
7164166121,Elgöns Fastighetsägareförening u.p.a.
820622XXXX,Fernandez Vasquez; Karen Paula
302330XXXX,SLOMKA; WOJCIECH
302349XXXX,KRUPA; ADAM
302350XXXX,BOLIN; DARIUSZ WOCIECH
302356XXXX,HRYC; WOJCIECH
302369XXXX,GORSKI; TOMASZ
302375XXXX,ALIXANDRU; MARIUS
302379XXXX,KAZINCAS; ERIMAS
302311XXXX,GREBERSKI; MAREK
302340XXXX,KEMPA; RENÉ GÜNTER
302366XXXX,BRZESKI; DANIEL
302310XXXX,SAPETA; ANDRZEJ
302347XXXX,ZAGORSKI; TADEUSZ
302378XXXX,WILMA; SLAWOMIR PAWEL
302379XXXX,LIPIEC; PAWEL
302350XXXX,JAZEMBSKI; MILOSZ
302379XXXX,POLASEK; ZDENEK
5592225360,Northscan AB
5020709563,MP BYGG OÜ
302390XXXX,KAREK; KRZYSZTOF
560329XXXX,Oddbjörn mfl
5592570039,08 Fastighetspartner AB
302350XXXX,TOMKOWIAK; DARIUSZ
302383XXXX,ZUZANSKI; TOMASZ MARCIN
5020785639,SWECO BELGIUM NV/SA
940723XXXX,Hassler; Carl
5592566987,MDA Måleri & Entreprenad AB
302350XXXX,GORNY; GRZEGORZ FRANCISZEK
302371XXXX,FLASZKA; RYSZARD HENRYK
5565228383,SLJ Inredningskonsult AB
5592571425,Attraktion AB
750909XXXX,Small; Erin
831113XXXX,Agnese Blaubarde Photography Design
302280XXXX,LUCYAN; SZABAT
302311XXXX,STIPKA; PETER
850304XXXX,Kovács; Tamás
530325XXXX,Krzywkowski; Roman
800427XXXX,Goldman; Lina
5590965843,Vious AB
302340XXXX,CEBULA; KRZYSZTOF SYLWESTER
302381XXXX,SLAZYNSKI; PRZEMYSLAW PAWEL
7179175612,DALENS SAMFÄLLIGHETSFÖRENING
5592489842,NazVik El och Bygg AB
5592401557,Antakus AB
302358XXXX,DRIVINS; MARTINS
302370XXXX,ROSENKIEWICZ; PRZEMYSLAW
302380XXXX,BREKALO; DEJAN
5020618368,MIL-BUD SPOLKA Z.O.O.
790319XXXX,Bengtsson; Helena
5592708969,Segerdahl byggkonsult AB
302341XXXX,MIELDAZYS; GINTARAS
302344XXXX,KASPRZYKOWSKI; SLAWOMIR
302375XXXX,FILON; EUGEN
680704XXXX,Svenska Vital
5565050969,Melval AB
302311XXXX,PIETROWICZ; ROMAN
302383XXXX,MENDON; ROBERT DARIUSZ
661128XXXX,Blixt; Per
302386XXXX,BAK; MACIEJ
302310XXXX,PASKO; ANDRZEJ
302328XXXX,SALIGA; JAROSLAW
302364XXXX,KRZEMIEN; ANDRZEJ JAN
302379XXXX,KUBJAT; FRANTISEK
630721XXXX,Vicordova Bygg
860416XXXX,FIM Kraft
750117XXXX,J Falk När det måste bli bra
761005XXXX,Sayadov; Arif
910802XXXX,AL-SAOUR; MAIS RAFIE
302311XXXX,OLECH; SLAWOMIR; JANUSZ
302327XXXX,SNIEG; MIROWSLAW
302350XXXX,NOWAK; MICHAL PATRYK
302381XXXX,KUNOWSKI; HENRYK BARTLOMIEJ
302383XXXX,SKOMOROWSKI; DANIEL JERZY
620522XXXX,Red Car
302366XXXX,ZAWADZKI; ROBERT
302383XXXX,IZDEBSKI; RAFAL MICHAL
5592662877,Norrorts plattsättning AB
860201XXXX,Signal; Emelie
5164119603,FULL CONNECTION LIMITED Filial
302311XXXX,BAUMRUK; VLASTIMIL
302350XXXX,LUBRECHT; RADOSLAW ADRIAN
870615XXXX,Nowak; Leszek Jan
770206XXXX,Lindkvist; Jimmy
780419XXXX,kristian måleri
5592667785,Ardian mur och puts AB
760805XXXX,Beyond Pixels
5592772486,Installationsteknik i Roslagen AB
5592629579,ANDSVE Projekt AB
302280XXXX,CZECHERA; GRZEGORZ
302311XXXX,KRUCINSKAS; ALGIRDAS
302349XXXX,KLEIN; BOGUSLAW
302362XXXX,TOMKEVICIUS; ERIKAS
302363XXXX,PAWLOWSKI; WOJCIECH
302365XXXX,JERECZYNSKI; EMIL LUKASZ
302378XXXX,BIALOGLOWICZ; MIROSLAW HENRYK
302379XXXX,ROG; BARTLOMIEJ
5020593975,ALLIED WORLDWIDE LIMITED
701008XXXX,Hadmyr; Andreas
011129XXXX,Kasteskog; Adam
302351XXXX,DOMIN; JANUSZ PIOTR
302371XXXX,MAZUREK; GRZEGORZ
302374XXXX,STASTNY; JAN
302380XXXX,IWASZKO; JERZY PAWEL
5592237464,N Service Sverige AB
302402XXXX,SZUBERLA; KONRAD JAN
750104XXXX,Melgar Mendoza; Rolando
5590002068,Mazebar & Kök AB
5592727555,FMJ BYGG AB
810722XXXX,Sobolewski; Pawel Aleksander
302310XXXX,DZICZEK; ZBIGNIEW
302336XXXX,WERBLINSKA; GRAZYNA ANNA
302345XXXX,SZUMACHOWSKI; ADAM
302355XXXX,KRAINSKI; GRZEGORZ
302363XXXX,DOMALEWSKI; ADRIAN PIOTR
5592755457,Cloud RE Group AB
5592739246,Prio Eltjänst Sthlm AB
5592665011,Wallmark Trädfällning & Bygg AB
302311XXXX,RUDNICKI; ZBIGNIEW TOMASZ
302343XXXX,SZABLOWSKI; MIROSLAW FRANCISZEK
302369XXXX,TASKUS; GEDIMINAS
590990XXXX,Holko; Marian
5590970439,Wama Entreprenad AB
5592386659,RP BYGG & MONTAGE STOCKHOLM AB
5592544729,Magnolia Hotell byggbolag AB
691229XXXX,JK Marktjänst
302281XXXX,WOS; ANDRZEJ
302311XXXX,VILLERS; LEVIT
302356XXXX,WALICKI; WALDEMAR
302377XXXX,SZYMANSKI; PAWEL JAN
560708XXXX,Husarkitekt ARDI
5592632896,TBM Service AB
5591871909,Dyviksnäs Gård AB
7696366686,Björkö Landsbygdsutveckling ek. för.
5592381635,The J.A.Y. AB
302281XXXX,KOIVUMAA; MATTI JOHANNES
302338XXXX,LINDULF; NICLAS WILHELM
302350XXXX,GIEMZA; JANUSZ EDWARD
302383XXXX,NAWROT; TOMASZ WITOLD
850513XXXX,Entreprenad & Service 2.0
5591519797,ByggSima AB
840310XXXX,Eltotalen Sverige
302346XXXX,SOO; KARL
302354XXXX,MUSIALEK; RADOSLAW
302369XXXX,CIECHANOWSKI; DARIUSZ ADAM
302382XXXX,KASPEROWICZ; LUKASZ
5020666581,SECUS INTERNATIONAL CO.; LTD
600228XXXX,Lasse Westerbergs Måleri
941105XXXX,Dykhoff Sternelius; Anna
730401XXXX,MEM design
5592766520,Norr till Söder Entreprenad AB
302311XXXX,BUDAY; JURAJ
302350XXXX,KUTKIEWICZ; MARCIN ANDRZEJ
302379XXXX,ZBIGNIEW; KWASNIEWSKI
5020621982,TAJAKS SP.ZO.O.
5592617343,Hela Stockholms Måleri AB
730917XXXX,Ljungqvist; Staffan
5591448054,Willington 2 Aktiebolag
5592373780,Southmountain AB
302379XXXX,ZYGMUNT; GRZEGORZ
5020604483,GEODESIE GRUPPEN AS
720227XXXX,Galler; Przemyslaw Tadeusz
5592550411,H3E Bygg AB
302346XXXX,FIDZINA; ANDRZEJ MICHAL
302351XXXX,KOCAJ; LUCJAN KAMIL
302361XXXX,BRONICKI; ADAM WALERY
302376XXXX,PAWKOWSKI; LUKASZ
302381XXXX,KAMPROWSKI- FLOREK; PRZEMYSLAW MICHA
5592494743,Kuyabano Design Studio AB
302311XXXX,OBERC;DARIUSZ
302347XXXX,GLOWACZ; WIESLAW
302348XXXX,LISIECKI; JOZEF
302357XXXX,GLUSZEK; ANDRZEJ LONGIN
302381XXXX,PRUCNAL; ADRIAN
5020639885,EUROTECH M.CZUDEC; J RYGIEL; P. ZBOROWSKI SP.J
5569664351,Ergo3 Bygg AB
302310XXXX,MASKOLIUNAS; KAZYS
302330XXXX,GOLIATOWSKI; ROBERT
302369XXXX,CHORECKI; WIESLAW
5020640586,POLLEO SP. Z. O. O.
750114XXXX,AKR Service
770216XXXX,Orvesten; Maria
302336XXXX,BANASZEWSKI; RADOSLAW PIOTR
302338XXXX,JASIEWICZ; ZBIGNIEW
302346XXXX,LUKA; MARIAN
302360XXXX,VAVRIN; TOMAS
302369XXXX,KASPEREK; WOJCIECH
302371XXXX,PYSZ; PIOTR
5020685987,SUOMEN EUROTELINE OY
302334XXXX,PIKPÖLD; JANNO
302346XXXX,OLEKSOW; JAN
302371XXXX,PALUCH; KRZYSZTOF
302383XXXX,GONET; KRZYSZTOF
850713XXXX,RADDE Bygg
302359XXXX,SZAFARCZYK; DARIUSZ MARCIN
302364XXXX,SMOLINSKI; ARKADIUSZ
750327XXXX,Altebring Gezelius; Emma
302340XXXX,DOROSZCZYK; JOZEF STANISLAW
302359XXXX,MARCU; TEODOR
302368XXXX,MILCZAREK; WALDEMAR JAN
5592499072,New Real Estate Sweden Utveckling AB
5592668551,Alexander Eklund Dykentreprenad AB
5592500077,AF Anläggning AB
5592402787,ARKIVIST Group AB
302359XXXX,ROSINSKI; ADAM BOLESLAW
302379XXXX,PRZYBYLSKI; DOMINIK MILOSZ
5592429236,DS Product Scandinavia AB
5592427974,Berg villa AB
571201XXXX,Westerback; Siv
5592571847,AK-18 Gruppen AB
940929XXXX,Måleridesign Österåker
302350XXXX,KALWA; WALDEMAR DARIUSZ
302366XXXX,KOZURNO; PIOTR
302368XXXX,DZIALO; DAWID JAN
640403XXXX,NANAPROFFS
5592578560,Lisa Ullenius AB
302311XXXX,GLUBISZ; BARTLOMIEJ
302383XXXX,KOSZNIK; KRZYSZTOF HENRYK
302381XXXX,SPRUNTULIS; IVARS
5563546406,SLH Aktiv Företagstjänst AB
731031XXXX,Cervus Säkerhet
780512XXXX,PZT Bygg & Badrum
