company_no,company_name
530418XXXX,T.I.T TONI IMPORT TRADING; T. MÜLLER
840907XXXX,Giesa; Anette
5592610983,MAGDAM Bygg AB
302378XXXX,BIRVYDAS; RAMUNAS
020514XXXX,Krohn; Rasmus
931228XXXX,Sula; Leonard
5592642978,Malmö fasad & kakel AB
781078XXXX,Tarutis; Audrius
5592620966,Spabad Service i Skåne AB
790903XXXX,Martin; Stevan
5565668406,Ortem AB
5592608672,MGC Bygg och Bilverksamhet AB
921013XXXX,Andersson; Matilda
650225XXXX,Gårdenhag; Erik
840401XXXX,Al-Rudainy; Abd Al-Majed
650210XXXX,Lindmark; Ulrika
5592399694,Riseberga bygg AB
5592530926,Höganäs Tryck & Vinylverkstad AB
861105XXXX,EM Kakel & Bygg i Skåne
920115XXXX,Fakherediin; Zaher
5020677851,MOGET TRADE S.R.O.
600228XXXX,LPP Laine Projekt- och Projekteringsledning
5592615966,M-SJÖ Byggnads AB
5592516859,Malmö Microcement AB
5592581713,A.H. El- service AB
5590189873,Kraft & Anläggning i Sverige AB
5592481799,Industri & Designgolv i Helsingborg AB
871009XXXX,Bonde; Tord
5592480601,Projektkontroll syd AB
631023XXXX,RUNDH; LARS
681001XXXX,Himeshazi; Gusztav
620420XXXX,Sandmark; Håkan
711212XXXX,Landin; Johannes
5592414568,Kvarnby Gräv och Schakt AB
900104XXXX,Barendsen; Femke Welmoed
5592356967,Ramlösa Gräv AB
5567428973,OBEKA AB
5592664071,Sinum AB
5592526692,FTX Villaklimat Syd AB
5592418775,Entreprenören Kandan AB
5592463557,DAJAB Aktiebolag
5592659741,Swelux Construction Group AB
5592615164,Vinterrosen Trädgård & Landskap AB
5563221083,FENCE PRODUCT i Bjuv Aktiebolag
750730XXXX,Campos Consulting Engineers
5592627235,Curete AB
5592342405,SEAR BYGG AB
5592343452,Oxiebyggservice AB
5592458565,Väg och Järnväg i Åstorp AB
5592470776,LORINS BYGG. AB
5592723620,EmNR AB
520326XXXX,Persson; Leif
620905XXXX,Vatankhah; Mohammad
590825XXXX,Haglund; Tommy
880208XXXX,Stajic; Aleksandar
890803XXXX,Bygga & Bo Klippan
550301XXXX,Engsrö Consulting
930623XXXX,Forser; Amanda
870107XXXX,Kalle Vahlströms Måleri
000523XXXX,Hansen; Leonardo
9697934462,VOCAB Kommanditbolag
810124XXXX,Insanic; Amra
940409XXXX,Ehrenborg Consulting
811026XXXX,Darsons Kakelservice
302364XXXX,CEDRO; PIOTR PAWEL
5591290068,SSP-Entreprenad Sverige AB
5020715321,SIA PRIMEKSS
820214XXXX,Ripa; Ola
640522XXXX,Rosenqvist; Peter
5592188527,Arvald Byggkonsult AB
801201XXXX,LBM SYD
900208XXXX,S.Design Studio
800922XXXX,Lindberg; Eero Elmeri
681107XXXX,Madera Konsult
710325XXXX,Straznickiene; Jolanta
5592575202,Sunda Projekt Skåne AB
5592361629,Krister Antonssons bygg AB
760329XXXX,Nilsson; Leif
5592700776,BEAM Design & Bygg AB
571120XXXX,Larsson; Thomas
670831XXXX,Istra Entreprenad
5591431613,PHB Holding AB
850815XXXX,Badurgova; Elina
5592624653,F Rosenqvist Consulting AB
650408XXXX,Miteska Andersson; Peter
550804XXXX,Nilén; Peter
650823XXXX,LAVA Consulting
730518XXXX,KL snickeri och byggservice
5592790959,Bentmar Bygg AB
890602XXXX,Al-Shihabi; Mahmoud
821015XXXX,Pickapillow
5592698921,åkarps plåt och bygg AB
5592579709,Elverket Installation Malmö AB
840402XXXX,Kreativt Grönt Lursjöholm
5020722046,SIA THREE L TECHNOLOGIES
880703XXXX,Mattsson; Anna
870910XXXX,Dart; James
5592140056,Magi Entreprenad AB
5592714082,Brogrens Entreprenad AB
590624XXXX,Björnsdotter; Annika
920721XXXX,Hansson; Markus
5562519354,Bygg-Bra Konsult och Service Aktiebolag
860807XXXX,Snbjb bygg
950225XXXX,Pataki; Tünde Erika
302387XXXX,CHRZANOWSKI; JAN MAREK
730731XXXX,Ciuzinskas; Alvydas
5592602063,Dörr & Fönsterinstallatören Bygg o Montage i Osby AB
5592561301,cs bygg & städ i malmö AB
700405XXXX,Stoltz; Peter
790601XXXX,Bustos Bórquez; Nicole
5592813082,Hässleholms Service och Montage AB
870624XXXX,Take&Make
9697942846,BaraVebe Design Handelsbolag
831223XXXX,Svensson; Daniel
5591474969,ARRB Systems AB
540416XXXX,Ebbesson; Klas Bertil
5592152960,Voice by Visuals AB
540207XXXX,Abskissa
781106XXXX,BERNTSSON; ROLF CHRISTIAN GUSTAV
5592106693,MG Parc Malmö AB
5592598444,Cesko Byggkonsulter AB
670211XXXX,Zglejc; Krzysztof
5591062632,JÄR AB
731106XXXX,Svensson; Rickard
730461XXXX,Antosz; Jaroslaw Franciszek
5592492499,Carl Andersson Consulting CAC Sweden AB
5592755135,HAFNIA BYGG AB
5592339856,Nord Städ och Förvaltning AB
871122XXXX,TÅGABORGS PLÅTSLAGERI
5590558903,PB Carlsson Invest AB
5592605231,Starfelts bygg AB
5592018245,BOARPS ENTREPRENAD AB
5592279706,Markoxen AB
5592629421,PM miljö & musik AB
5592610355,EA RÖRSVETS AB
700114XXXX,Nilsson; Jörgen
5592676513,Svansjö Anläggning AB
5592612492,Byggvård Skåne AB
5164118290,Lesenie SK s.r.o filial
5566593710,Animigroup AB
800110XXXX,Yze snickeri tjänster
5592566045,Björkeröds Entreprenad AB
840605XXXX,Larsson; Mikael
5592526197,Kakel Inspiration Malmö AB
661005XXXX,Hartvig Jensen; René
891203XXXX,Reslow; Timara
630625XXXX,UB Montage
5592441009,y cambio/e AB
790913XXXX,Elvir Bygg&Städ
5592534118,JÖNSSONS ENTREPRENAD I SJÖBO AB
5592655459,Mirum Design & Interiör AB
610730XXXX,Leskelä; Jari
550529XXXX,Nordström; Ruben
930827XXXX,Govender; Priyanka
821201XXXX,Avdic; Alija
910328XXXX,Zubanovic; Belmin
820805XXXX,Fordonski; Krzysztof
880801XXXX,Askryd; Marcus
5592535560,Karin Axelsson Consulting AB
5565720280,Golv & Kakel i Malmö AB
5592400856,Lernacken Projektutveckling AB
5592365919,Kickos AB
5592504012,S&K Development AB
911223XXXX,TEAL Byggingenjörsbyrå
5164123571,Construction mounting1 Filial
570517XXXX,Bäckström; Susanna
5592581630,Sjöbo Betonghåltagning AB
5592552201,Robin Dahls Bygg AB
5592236599,Brand och Bygg Sverige AB
5592596372,NRG El Skåne AB
5592627185,Murolsson AB
5592711492,Sveriges elmontörer AB
5592635659,Pileboda Bygg AB
5592647001,Håkanssons Bygg & Entreprenad AB
5592536964,Fibell AB
5569284762,EDD Bygg AB
630408XXXX,Edman; Erik
5590149323,Strandlyckan Bostad AB
5592479488,RM kakeltjänst AB
302399XXXX,MITERKA; KATARZYNA JOANNA
890309XXXX,Struti; David Daniel
731016XXXX,Beläggningsteknik Syd
590712XXXX,Skoglund; Per Håkan
780611XXXX,Archi Lines
860428XXXX,ALJ BYGG & SERVICE
870521XXXX,Linder; Lina
5592731060,M Pedersen Mark & Anläggning AB
000516XXXX,WILLIBEDESIGN
900503XXXX,EMF Konsult
861226XXXX,Ala-Eddin Engineering & Contracting
680613XXXX,Sjöqvist; Torbjörn
591078XXXX,Szmidtke; Ireneusz
5592529894,Markus kran AB
5592754203,Albo Byggnadshantverk AB
961204XXXX,Örnebring; Amanda
5592682727,M.Nyholm Bygg AB
5592677685,CM Bygghjälp & Transport AB
5592624703,Krageholms Alltjänst AB
5592539901,Stil Scandinavia AB
700831XXXX,Nielsen; Stig
5561647008,Glada snickaren AB
611024XXXX,Dopierala; Bogdan
571022XXXX,JUNI-kon
5592601446,4E Underhåll AB
580725XXXX,Sylejmani; Shaban
590101XXXX,Lindberg; Johnny
620728XXXX,Vardagsbruk
5592591746,CFS Projektering AB
840911XXXX,STUDIO 11 ARCHITECTS
810316XXXX,VIAVATTENE; VALÉRIE
5568724115,Plåtkonsulten Joakim Jensen AB
690306XXXX,Lundin; Lars
302423XXXX,SZUMOWSKI; BOGUSLAW
700307XXXX,Thunegård; Kjell Ola
930411XXXX,Tocaci; Florin
961025XXXX,GULLERS; JACOB
920415XXXX,AMD Service
760825XXXX,Lodén; Josephine
820809XXXX,Christoffersen; Martin
770901XXXX,Småfix i Skåne.
5592508997,Raimas bygg AB
861125XXXX,Béve; Julia
590208XXXX,Tymicki; Stefan Wieslaw
791221XXXX,Bora; Cristian
771215XXXX,Hobbs; Linda
5592659857,Hesab Söderslätt AB
620116XXXX,Göransson; Ronny
5592551450,Mont Group AB
751114XXXX,Cliffmark; Daniel
890429XXXX,S&D INVESTMENTS
520604XXXX,Olsson; Lennart
5591941454,Balgripen 2 i Helsingborg AB
7696330450,Röstånga ekoby ekonomisk förening
5591742647,TNX PANEL SYSTEMS AB
5591485932,Landskrona Stenhus AB
411121XXXX,Andersen; Mogens
420123XXXX,Bästekille Konsthall
5592738107,MH Sydkonsult AB
540129XXXX,A.R.N bobygg
5563614279,Skåne Glas Aktiebolag
9697932227,TMB Handelsbolag
910729XXXX,Gottfridsson; Anton
5592275084,FNO Projektstyrning AB
7356000989,Sjön Rottnens regleringsförening u.p.a.
010430XXXX,Lööw; Albin
800120XXXX,Kebabistan
5592399140,Emrahus Real Estate 5 AB
960926XXXX,BIRGERSSON; ANTON
860217XXXX,Karlsson; Kent
5592482508,Behrami Måleri AB
5564910064,Havren AB
5592714397,VE Interior & Styling AB
5592177660,Omnirie AB
5592723356,Portion AB
780223XXXX,Långberg; Andreas
5592536436,Creative Approach AB
751101XXXX,Vermillion Form & Design
5591029284,Hammarhöjden markförädling AB
5561059196,Aktiebolaget Hälsingborgsbostäder
5592362346,Slättsund AB
5592434129,Öresundkök AB
5592064876,Hjälmaröd Entreprenad AB
5590070321,Solar Construction Sweden AB
5592154479,CCI Arkitektur AB
5592225865,AH Maskin AB
730208XXXX,Eriksson; Jörgen
5592525538,KramlloW AB
5592532088,Byggnadsvård Hörby AB
481002XXXX,NILSSON; LENNART
500426XXXX,Tranberg; Jan
520209XXXX,BCC Byggkonsult
780428XXXX,Burlöv Måleritjänst
5567511851,Byggnads AB Stenbocken
780602XXXX,von d'Ahé; Christian
430408XXXX,Arlock Elektrofysiologi och Elektronik
5564980810,Lars Bourdette Konsult Aktiebolag
671201XXXX,Jonas El i Munka
5592544950,Plator flytt & bygg AB
841004XXXX,Fredriksson; Elin
860120XXXX,Bygg & Bygg i Helsingborg
850901XXXX,Manning; David
5590453709,Utvecklingbolaget i Väst AB
5592640857,Sösdala Construction AB
710110XXXX,Svensson; Mikael
611116XXXX,JACOBSSON; MIMMI
621122XXXX,Jakimovic; Jadranka
030522XXXX,Jeppsson; Oskar
851229XXXX,Kruus; Kaidi
5592737141,AHM Konsult AB
630722XXXX,Davenius; Peter
870704XXXX,Svensson; Mia
980616XXXX,Hidanovic; Valentino
650208XXXX,Rabe; Glenn
891001XXXX,Nurkovic; Nermin
650517XXXX,Lagerqvist; Tomas
5592689615,Hyllie Bygg & Fastighetsservice AB
660105XXXX,BK LIVING
660616XXXX,SVÄRD; MAGNUS
5592564925,LGHolm AB
671014XXXX,Lind; Åsa
5592508104,Swedish Entreprenad. Group AB
680807XXXX,Nilsson; Kristian
5592763832,Skånsk VVS Teknik AB
5592789001,HanöbuktensBygg AB
690311XXXX,Abushehab; Nasser
710315XXXX,Renovo syd
550403XXXX,Alexandersson; Lars
730420XXXX,Axenbjer; Anna
830622XXXX,BAKI STÄDSERVICE
720526XXXX,Mattias Homestyling & Consulting Beddingestrand
880519XXXX,Vesterlund; Petter
750409XXXX,Mineraldesign syd
980312XXXX,Norén; Konrad
750921XXXX,Tallbackens byggtjänst
5592690878,EPF Jönssons byggnads AB
000123XXXX,MFasader SON
5590930813,Byggkonsulter Syd AB
5590874730,RoA Golv & Kakel AB
760911XXXX,Irum Interiör
980807XXXX,Bakanovas; Azuolas
771116XXXX,Büyükkaya; Ferman
830202XXXX,Pütz; André
861204XXXX,Yercok; Emre
800120XXXX,Swedish Smoothie Bar
800217XXXX,Kjellstrand; Rosa Christina
810921XXXX,Marcial; Louie
981124XXXX,Åsgot; Marcus
931212XXXX,Henriksson; Kajsa
5592331341,Fillmore AB
980421XXXX,Sjöberg; Oliwer
860730XXXX,Lahti Ottosson; Jonathan
930223XXXX,Svensson; Pierre
700724XXXX,Greenlove
5592540164,Bygg & Budexperten i Skåne AB
5592689284,Olssons Mur & Allservice AB
5592484884,Akustikmontage Syd AB
890327XXXX,Villegas; David Laurence
890120XXXX,Fp sten&design
5592048465,A Ternblad Ingenjörsbyrå AB
000413XXXX,Björklund; Wilmer
790216XXXX,M Byggkonsult
5592665284,Camion Entreprenad AB
730124XXXX,MAHRBERG; THERESE
901127XXXX,Nouraud; Elea
860582XXXX,LAKNA; JETON
870627XXXX,HMT Skåne (HUS MARK TRÄDGÅRD; Anläggning Skåne)
641275XXXX,Kasprzak; Andrzej Dariusz
5566912357,Hartlén Invest AB
900909XXXX,Elias ela måleri & bygg service
5592138571,Daniel Braconier Studios AB
5592727829,E.Olssons Byggservice AB
5592424567,DT måleri & fasad AB
9697938752,Xtreme team bygg och anläggning Handelsbolag
7440001555,Örebyns vattenförsörjning; ekonomisk förening
5592419682,Agirox AB
990108XXXX,Johnsson; Josefine
800314XXXX,Svensson; Jane
5592644990,Wickmans Rör AB
5592755259,Celest AB
5592583305,Vindpark Håkansmåla AB
5164105826,ISBJÖRNEN BYGG LIMITED UK Filial
5592522956,JL Interior+Design AB
770119XXXX,Kuran; Denis
9697918689,Arte Magnifico Universale Handelsbolag
9697863984,Golvmontage Syd Handelsbolag
720407XXXX,Zamini; Sezar Ali
5592360332,Lyan arkitekter AB
960806XXXX,Hodja; Erol
5568019490,Landskrona Express och Bärarelaget AB
5590103858,Goverde Holding AB
881026XXXX,RCW INVEST
5564580206,BJÖRN NORDSTRÖM VVS Aktiebolag
5591914683,Lysing Mark & Maskin AB
8026004153,SEGEÅNS UPPGRÄVNING ÅR 1951; ÖVRE FÖRETAGET
920312XXXX,MB Plåt
890712XXXX,Andersson; Jens
830809XXXX,ÄTTEKULLA VVS
302345XXXX,GORECKI; MAREK
5592321540,Nikolaj Ferguson Holding AB
5592503345,Finja vvs AB
920610XXXX,Alexander Wansuk
9697861053,BR Rail & Anläggning Kommanditbolag
630726XXXX,Ren Fröjd
650819XXXX,Andersson; Karin
5020801535,EL-DA HRSAK D.O.O
740515XXXX,Obtulowicz; Dariusz
5569039091,T. Gudmundsson Förvaltning AB
5568063399,Haraldsson & Kronqvist AB
5592577257,Lunds Microcement AB
5592578214,Form by Christell AB
830806XXXX,Dahlgren; Paul
831109XXXX,Skarnberga entreprenad
860922XXXX,Dohrmann; Benjamin Frederick
850530XXXX,Lemholt Berger
450209XXXX,Mathiasson; Per
5592334782,Martin Nilsson Bygg AB
820828XXXX,Rosengren; Fredrik
302352XXXX,Sternicki; Stefan
5592574882,C-TRES Enplansvilla AB
510522XXXX,HÖGELIUS; MATS
880911XXXX,Stanescu; Dorel
750131XXXX,medhella
5592524192,A & SS Plåt AB
770102XXXX,V&E Fashion and Art
5592349855,VVS Montören i Bara AB
880108XXXX,Johansson; Per
910722XXXX,BJÖRKQVIST; OSCAR
5592258189,GRU Projekt AB
911212XXXX,Gustavsen; Christoffer
5020796271,UAB DIGNALITA
5592690837,HN Bygg i Skåne AB
921025XXXX,RONA
740613XXXX,Jontreus; Andreas
5592574155,Clay Service AB
960310XXXX,Jashanica; Meriton
5592328404,Kråkslottets Måleri AB
5569040321,LIDÉNdesign AB
5592498926,Proffsbetong i Skåne AB
5591477962,Kivik Bostads AB
740103XXXX,Abu Alolaa; Mohammad
510618XXXX,Rosefors; Elisabeth
5592608680,Aktiebolaget Dahlström & Co
980327XXXX,MOGENSEN; LUKAS
911014XXXX,Schyllert's VVS
950315XXXX,Zolotov; Nora
5592716459,ALL VVS NORDIC AB
5592606965,Byggum AB
302364XXXX,Cedro; Piotr Pawel
302378XXXX,BIRVYDAS; RAMUNAS
302399XXXX,MITERKA; KATARZYNA JOANNA
871123XXXX,Wallin; Petter
740602XXXX,JN Allservice
5592497050,Fusion Welding Sweden AB
5592572035,E.N.Elteknik i Örkelljunga AB
5592712607,Interior by Amelie Lydén AB
5592683261,FridHem Måleri & Byggservice AB
5592660244,Grimstofta Entreprenad AB
920116XXXX,Persson; Markus
5592818040,H-Teknik AB
8024338231,ARKITEKTER UTAN GRÄNSER (ASF-SWEDEN)
5592704596,A.Klasson bygg & interiör AB
5592007404,ALA Elservice AB
000604XXXX,Kalma; Jonathan
5592212806,Malmö vs & rörservice AB
5590378450,Tresk AB
730518XXXX,Portmax
8024270046,DIKNINGSFÖRETAGET STANSTORP OCH GREVIE AV ÅR 1920
5591474159,Goda Vattnet Projekt AB
810319XXXX,Persson; Bo Dennis
840305XXXX,Hassan; Akil Fadil
5592593460,Linqtech AB
5592694128,Willehader Projekt AB
000527XXXX,Or allservice
921212XXXX,Dita; Lavinia
5592557622,FASAB Bygg AB
950403XXXX,Sorbán; Dénes
9696291583,Pergola Handelsbolag
870408XXXX,d vision bygg
530724XXXX,Nilsson; Christer
5592592454,Smart Form Sweden AB
5592643398,MATSAB Totalentreprenad AB
570373XXXX,LABANOWSKI; WALDEMAR
5592519572,Cedrix bygg AB
5592579642,Husein Aziz Freelance AB
510416XXXX,Armtek
8376008713,KOPPARMÖLLEÅNS REGLERINGSFÖRETAG 1910
5592561152,DC Pool Service&Bygg AB
8394007531,KARINDAL-BONNARP-SPANNARPS DIKNINGSFÖRETAG I O
5164123217,Viktor Byggservice Sverige Filial
5592523475,Ekberg Rail AB
8382001694,IVÖ OCH WEJLE SJÖARS SJÖSÄNKNINGSFÖRETAG
5592489867,Smyckesdalen Entreprenad AB
910523XXXX,Ralles Entreprenad
911029XXXX,Backhed Hansson; Fredrik
9167686238,Peetre-Malthe Förvaltning Handelsbolag
700810XXXX,Demir Likaj BYGG
871007XXXX,Jaiteh; Kawsu
5592710874,Byggaro Sverige Transport AB
750528XXXX,Lundtang Management
5592411374,TS Prefab AB
5592187107,Schalins Måleri AB
820404XXXX,Rochelli; Kevin Perceval Pierrick
5592568694,Ett 2 Tre Höör AB
5592578578,Söders kakel AB
550130XXXX,NILSSON; KARL INGMAR
870611XXXX,Randall Hau; Lucas
9697703206,Valles bygg o bemanning Kommanditbolag
5592700958,Great Big AB
721010XXXX,Andersson; Stig Olle Jonas
930928XXXX,OP TAK
961122XXXX,Karlsson; Dante
5592799992,Slättstedt AB
881125XXXX,nuvera
5592630296,Milab Entreprenad AB
5592315930,Väduren i Skurup AB
490106XXXX,CTSC Cander Track Superstructure Consultant
511024XXXX,ÖSTERHOLM; PIERRE
530223XXXX,ARCH.TECH.UNIQUE                                  ARKITEKTURTEKNIK
880118XXXX,Nilsson; Madleen
5592701642,Visuell Arkeologi Norden AB
5592040256,ERUPCENTER AB
691126XXXX,Sten&Granit Öresund
9165469314,KOMMANDITBOLAGET BEKA KONSULT
9165495798,SVENSK HYBRIS I LUND HANDELSBOLAG
5565168837,S. Lynnes Byggnads Aktiebolag
7295003292,SJÖN VIRENS REGLERINGSFÖRETAG
781004XXXX,Eneberg; Marcus
9167751735,PERSBOTORP SCHAKT OCH MASKIN HANDELSBOLAG
9696031088,Olsson Ventilationskonsult i Höör Kommanditbolag
9696596429,VillaKassetten Svenska Kommanditbolag
5566215439,SIGRATOR HOLDING AB
460315XXXX,ERAMKO
5592494123,Eldh Ent AB
5592644214,Kimbré & Co aktiebolag
600522XXXX,Schmölker; Ken
930420XXXX,Rajak; Christoffer
5592422181,Novum Installation AB
540404XXXX,Dragon Bygg och Städ
8440004516,HUMLEBÄCKENS DIKNINGSFÖRETAG
5592558935,Schakt-kollegan i Skåne AB
880819XXXX,Stefánsdóttir; Jóna Berglind
5564519931,GC-Rör Aktiebolag
510103XXXX,LENNARDSSON; KRISTER
7164369444,EKARYDS SAMFÄLLIGHETSFÖRENING
5592314321,Vanessa Jo-Ann Couture AB
930418XXXX,NMASA Design
5592410525,DLJ konsult AB
860616XXXX,Isaksson; Jens
5592540081,GROW Concept Sweden AB
5592495930,Rena Projekt i Sverige AB
780320XXXX,Brestovacki; Danijel
670908XXXX,Sukalo; Fikret
5592605173,KB KRAFTKONSULT AB
631231XXXX,Jonsson; Jonas
5592411176,Theos Byggservice AB
531120XXXX,HOLMBERG; ANNIKA
850609XXXX,Hyseni; Ramadan
5592705841,Cap Con Entreprenad AB
5592545114,AB Byggnadselektriska inalles
940920XXXX,Sjöblom; Ludwig
650904XXXX,PETERSSON; STEFAN
8026004146,SEGEÅNS UPPGRÄVNING ÅR 1951; NEDRE FÖRETAGET
5569907107,Repro Restaurangprodukter service AB
980430XXXX,Furlong Bjurling; Linus
5592193667,EL-team70 AB
5592272941,JN Husvagnar AB
890107XXXX,ULRICH; PATRICK
5592002389,Helsingborgs isolering AB
5592169626,Heib Alltjänst AB
871106XXXX,Elbesiktningskåne
5591695092,Zemantech AB
930609XXXX,Skånes Golvslipning
5591030787,Backebo Bygg AB
5568617004,4an Malmö Lilla Torg AB
930519XXXX,Krecki; Andrzej Piotr
800705XXXX,Zyluk; Ryszard
5592275985,Jarlum Entreprenad AB
980920XXXX,Segersson; Frida
7696361752,Hammenhög Bogemenskap                             Kooperativ hyresrättsförening
5592444268,Rogers El & Teknik i Skåne AB
860710XXXX,Dumitrescu; Dani
921104XXXX,Ulvbielke; Matilda
5164124652,E & V SWEDEN LIMITED UK Filial
520726XXXX,Bernhardsson; Leif
5592717366,MFasader SON AB
721105XXXX,DAHL; PATRIK
800120XXXX,Mr Pancake
800120XXXX,Swedish panncakes
730803XXXX,BJUGGFÄLT; KIM
780919XXXX,Petchpromsorn; Chiranart
5164124223,Euro Site Services ApS Filial
5592657174,IMT Internationell Montage Team AB
780113XXXX,Gtr Consulting
880417XXXX,Arifi; Arijana
5592736002,Kronholm Construction AB
5592336688,Provolta AB
830225XXXX,SAMUELSSON; EMMA
500411XXXX,BP Handyman
5590202122,Bolyx AB
500225XXXX,BoS konsulting
670908XXXX,Fransson Lemholt; Richard
670908XXXX,Christensson; Niklas
5592643455,Trefabygg AB
5592597396,MEXA BYGG AB
5591888929,Projektvision Syd AB
5592564305,Olsson i Vä AB
5592530454,Norrestads bygg och entreprenad AB
9697856178,Bygglov Syd Handelsbolag
960118XXXX,Larsson; Anton
890710XXXX,Sundin; Kristina
5592607773,Svenssons Stensättning AB
5592304744,MERTZ Rail AB
920917XXXX,Kevins Murtjänst
860812XXXX,Johan Persson Olsen
650307XXXX,Morina; Salih
5591995799,CSS Sverige AB
020828XXXX,Rönnow-Nielsen; Johannes
5592010374,MLT Finsnickeri AB
791012XXXX,Bavall; Kinga
910329XXXX,Wojciechowski; Kamil
5592033509,LAVABRUSH AB
940513XXXX,Collins; Meggan Patricia
5592320187,MG Malmö Parc Two AB
5592320427,MG Development Sweden AB
5591972251,Air Vent Syd AB
760101XXXX,Boben Bygger
5592300734,SAN Sebastian Andersson AB
5592366297,Svenska Byggprojekt AB
5592472475,Qviinge Murtjänst AB
5592408677,Måleriservice I Svedala AB
850103XXXX,Souliman; Ranin
5592467111,El smart Syd AB
5568948276,Handyman Co Öresund AB
5591361802,Pairs & Marks AB
820610XXXX,Berjawi; Nayef
910827XXXX,Bladh; Andreas
5590528971,IR Renovering och Bygg AB
5591972228,Löberöds Byggkonsult AB
990318XXXX,Khaled Kamal; Anas
5591715262,Rundelen Projektledning AB
7460007698,Norra Stackpannan ekonomisk förening
5164121062,Morau's måleri Filial
5592263346,Enermont AB
5592652910,EXACTAIR SV AB
5592571383,Extend Arkitekter Helsingborg AB
5592572043,Gösta Ericson AB
750220XXXX,Salvador; Lautaro
5592534902,Olando Entreprenad AB
5164117904,GLT SP. Z O.O. S.K. Sverige Filial
790808XXXX,EraWin Byggkonsult
5592106263,Dan Birgersson Konsult AB
920402XXXX,Ateljé Steén
771003XXXX,Hansson; Fredrik
5591414197,Landbacken Invest AB
5592592694,Vesam Syd AB
791023XXXX,B & I Allservice
800522XXXX,NILSSON; MARCUS KARL WILLIAM
5592163728,Kamil Turowski Bygg AB
7696375935,Hangar D Ek. för.
800104XXXX,Kamaro Bygg
5592123763,Lundqvist Helsingborg AB
5592567829,AC Maitre AB
5592130727,Heise Invest AB
860729XXXX,Sasa; Bunda
860723XXXX,Nilsson; Magnus
881002XXXX,Khadjeh Nassiri; Louise Banafsheh
770105XXXX,Kostoev; Tamerlan
5592379050,G&B Entreprenad AB
5592539109,Södåkra bygg AB
5590865175,G.Per Service AB
940210XXXX,Alamoudi; Ilyas
5590184759,Örmölla mark AB
890402XXXX,Typomedia
5592642093,Stankic Bygg&Fasadexperten AB
690926XXXX,E.B. Skåne Måleri
5592731714,71ans Service i Skåne AB
960619XXXX,Eckeroth; Frederik
810312XXXX,Söderbergs mark o anläggning
680207XXXX,Åmerbilly; Kalida
790919XXXX,Ayla för bygg & renovering
000813XXXX,Eriksson Linsmeier; Ida
900605XXXX,Persson; Lovisa
5568348972,Landskrona Bygg AB
5592326135,Lundaplåt AB
690522XXXX,Jönsson; Ulf Håkan Roger
890502XXXX,Studio WiljaWittra
901129XXXX,Gunneflo; Johanna
5592709355,Engeseth Byggservice AB
760220XXXX,Kosaka; Junko
