company,id,status,actual_status,remark,default_date
Klimatpartner Vällingby AB,5567898068,aktivt,aktivt,,
Norrsidans Bygg AB,5567777197,aktivt,aktivt,,
Tony Sundh Bygg & Konsult AB,5569409401,aktivt,aktivt,,
M&E Markbyggnad & El AB,5569658387,aktivt,aktivt,,
Stål & Brandteknik i Södertälje Aktiebolag,5563584654,aktivt,aktivt,,
Tullinge Elektriska Aktiebolag,5561303743,aktivt,aktivt,,
Byggnadsaktiebolaget Libellen,5563413300,aktivt,aktivt,,
Arega Projektledning AB,5567164982,aktivt,aktivt,,
FHT konstruktion AB,5569136780,inaktivt,Registrerad,Konkurs inledd,2020-09-08
Essinge Stuckatur & Fasad AB,5591744205,aktivt,aktivt,,
Öst & Väst Byggnads AB,5590481791,aktivt,aktivt,,
Metator VVS Konsult Aktiebolag,5560808767,aktivt,aktivt,,
DZB Bygg Sverige AB,5569632226,aktivt,aktivt,,
Gallard AB,5562567148,inaktivt,Registrerad,Konkurs inledd,2019-04-03
Västberga Entreprenad Aktiebolag,5563762557,aktivt,aktivt,,
El och Nätverksmontage i Stockholm AB,5563813368,aktivt,aktivt,,
Hyldig Bygg Aktiebolag,5562632603,aktivt,aktivt,,
NORDSVENSKA BYGG AB,5568831910,aktivt,aktivt,,
RPP Dyk AB,5569697278,aktivt,aktivt,,
Daniel & Sebastian Byggentreprenad AB,5568179237,aktivt,aktivt,,
PREFABUS AB,5591438527,aktivt,aktivt,,
E/S-A Arkitekter AB,5562611268,aktivt,aktivt,,
Södra Stockholms Byggservice Aktiebolag,5563557874,aktivt,aktivt,,
DK Bygg & Mark AB,5567769541,aktivt,aktivt,,
M.B. Mark & Betong Aktiebolag,5560771536,aktivt,aktivt,,
Robyte Rosendahl Bygg & Teknik i Stockholm AB,5569333759,aktivt,aktivt,,
Mälarvikens P.I AB,5565634721,aktivt,aktivt,,
L-Å Falks Bygg Aktiebolag,5563614782,aktivt,aktivt,,
Powelon Elektriska AB,5568177827,aktivt,aktivt,,
Tecozam Sverige AB,5569763963,aktivt,aktivt,,
Lekander Entreprenad & Fastighet AB,5568390149,aktivt,aktivt,,
JMP Asfalt AB,5590125521,aktivt,aktivt,,
Byggnadsfirma Andersson & Carlsson Aktiebolag,5562193143,aktivt,aktivt,,
TH Konsult Konstruktion AB,5569862393,aktivt,aktivt,,
P J Mattsson Smides Aktiebolag,5565066965,aktivt,aktivt,,
Rör & Bygg Södertörn AB,5567348296,inaktivt,Registrerad,Konkurs inledd,2019-08-21
Bills Byggnads AB,5567598668,aktivt,aktivt,,
Snask AB,5567684666,aktivt,aktivt,,
Rosenqvist Fastighetsutveckling och Förvaltning AB,5590176730,aktivt,aktivt,,
General Architecture Sweden AB,5567109284,aktivt,aktivt,,
SO Tak & Plåt AB,5567880546,aktivt,aktivt,,
Linnbygg AB,5591094254,aktivt,aktivt,,
2BK Arkitekter AB,5565745436,aktivt,aktivt,,
Campus AB,5565517116,aktivt,aktivt,,
VMS Värmdö Maskin & Support Aktiebolag,5566361464,aktivt,aktivt,,
Stockholms Plåtmästare AB,5591119168,aktivt,aktivt,,
Rosén Olsson Måleri Aktiebolag,5564863875,aktivt,aktivt,,
NCG BYGG AB,5591569750,aktivt,aktivt,,
STOCKHOLM DMC AB,5590586854,aktivt,aktivt,,
Elagent Stockholm AB,5566158324,aktivt,aktivt,,
Säkerhetsbolaget Svenska AB,5566644927,aktivt,aktivt,,
Installationslandslaget El & Tele i Sverige AB,5568963739,aktivt,aktivt,,
Jigemark & Bygg AB,5566393129,aktivt,aktivt,,
FB's Måleri & Reparation AB,5565811923,aktivt,aktivt,,
Bryggkompaniet i Mälardalen AB,5563829232,aktivt,aktivt,,
ABIMA Gruppen AB,5562637180,aktivt,aktivt,,
Svea Betong & Armering AB,5567573141,aktivt,aktivt,,
Scott Rasmusson Källander AB,5569033847,aktivt,aktivt,,
Elektro-Nord Holding AB,5565502928,aktivt,aktivt,,
Xvent AB,5591931166,aktivt,aktivt,,
Ryska Posten Allt-I-Allo AB,5590550710,aktivt,aktivt,,
Emterfors EL Entreprenad Aktiebolag,5565199857,aktivt,aktivt,,
BBS Bomans Bygg Service Aktiebolag,5563148005,aktivt,aktivt,,
B E Värme & Sanitet Aktiebolag,5564279692,aktivt,aktivt,,
Servosec AB,5567019533,aktivt,aktivt,,
Schumacher Bygg AB,5568952815,aktivt,aktivt,,
Borgen Projekt & Bygg AB,5590941968,inaktivt,Registrerad,Konkurs inledd,2019-05-29
Bygg & BadrumsPartner Sverige AB,5590716964,aktivt,aktivt,,
P A Luftkontroll AB,5566820584,aktivt,aktivt,,
Innergårdsbyggarna i Stockholm AB,5569585432,aktivt,aktivt,,
Ostkustens Elektriska Aktiebolag,5563378404,aktivt,aktivt,,
Hansa Holmberg Entreprenad AB,5564497955,aktivt,aktivt,,
Bricknova Entreprenad AB,5591923957,aktivt,aktivt,,
Råsunda Säkerhetsentreprenad AB,5562637016,aktivt,aktivt,,
Marlons Måleri & Design AB,5590381546,aktivt,aktivt,,
Conmark Entreprenad AB,5569782195,aktivt,aktivt,,
Åkerlunds Grund & Betongförädling AB,5569338303,aktivt,aktivt,,
Solliden Entreprenad AB,5569861205,aktivt,aktivt,,
ApartDirect Long Stay AB,5566311329,aktivt,aktivt,,
UMM Fasadställningar AB,5565503132,aktivt,aktivt,,
C.O.F. Apparel AB,5567488936,aktivt,aktivt,,
Fredrik Lindström Bygg & VVS AB,5568992894,aktivt,aktivt,,
AB Radon Konsult i Roslagen,5566415450,aktivt,aktivt,,
Invek AB,5590984455,aktivt,aktivt,,
Gösholmen Entreprenad AB,5568581333,inaktivt,Registrerad,Konkurs inledd,2020-03-19
Jägnefält Milton AB,5568107683,aktivt,aktivt,,
Ride Entreprenad AB,5591833867,aktivt,aktivt,,
Martin James Bygg AB,5591394118,aktivt,aktivt,,
D2 Arkitektur & Projektledning AB,5568361876,aktivt,aktivt,,
Larsson Arkitekter i Stockholm Aktiebolag,5562727254,aktivt,aktivt,,
BVD Stockholm AB,5565377438,aktivt,aktivt,,
Batteribyggarna i Stockholm Aktiebolag,5563961019,aktivt,aktivt,,
ELLOOP AB,5591017131,aktivt,aktivt,,
Tailings Consultants Scandinavia AB,5568599129,aktivt,aktivt,,
Heiskanen Construction AB,5567525703,aktivt,aktivt,,
MULTIBYGG ENTREPRENAD I STOCKHOLM AB,5567890545,aktivt,aktivt,,
Inrätt Inredningsmontörerna AB,5566710793,aktivt,aktivt,,
Urban Minds AB,5569068595,aktivt,aktivt,,
Sammlands Måleri AB,5566403738,aktivt,aktivt,,
Infrakonsult STHLM Nord AB,5590542287,aktivt,aktivt,,
Byggbud i Stockholm AB,5569019796,aktivt,aktivt,,
P.NOVO Gruppen i Stockholm AB,5591128540,aktivt,aktivt,,
Raimos Rörläggnings Aktiebolag,5561213678,aktivt,aktivt,,
Södra Storstockholms Berg & Mark AB,5567888291,aktivt,aktivt,,
H & T Projekteringsledning AB,5567928972,aktivt,aktivt,,
Aktiebolaget Puts & Fasadtvätt,5561529404,aktivt,aktivt,,
Björn Persson Plåtslageri Aktiebolag,5563363992,aktivt,aktivt,,
Pontus Ekberg Bygg AB,5569459133,aktivt,aktivt,,
Rönninge Elkonstruktion AB,5567876122,aktivt,aktivt,,
TelecomGruppen i Östergötland Entreprenad AB,5567420491,inaktivt,Registrerad,Konkurs inledd,2020-06-15
Svea Bygg & Marktjänst AB,5568961345,aktivt,aktivt,,
Relaxab Aktiebolag,5568820103,aktivt,aktivt,,
Caelum Group AB,5569762460,aktivt,aktivt,,
Gårdefelts Bygg AB,5567997837,aktivt,aktivt,,
Aktiebolaget Järfälla Låsservice,5561312660,aktivt,aktivt,,
Mark o Grundbyggare i Värmdö Aktiebolag,5564560117,aktivt,aktivt,,
Aktiebolaget Ecenea,5567949895,aktivt,aktivt,,
Krafton AB,5569288037,aktivt,aktivt,,
SENS EnergiKomfort AB,5568008642,inaktivt,inaktivt,,
DB TAK & ENTREPRENAD AB,5567692610,aktivt,aktivt,,
GRÖNDALS GLAS AB,5569892192,aktivt,aktivt,,
Idéåtgärd Nacka AB,5590605365,aktivt,aktivt,,
Leif Andersson Entreprenad Ljusterö AB,5590914973,aktivt,aktivt,,
Raines Mark & Trädgårdstjänst Aktiebolag,5562228568,aktivt,aktivt,,
El-Wicke i Skärholmen Aktiebolag,5562048701,aktivt,aktivt,,
J-O Myhrbergs Byggservice Aktiebolag,5565539979,aktivt,aktivt,,
Karlslunds Gruppen AB,5590961578,aktivt,aktivt,,
Sverige BAUER GL AB,5591897813,aktivt,aktivt,,
Halor Sverige AB,5569260564,aktivt,aktivt,,
c5 gruppen AB,5567658629,aktivt,aktivt,,
Ravent Aktiebolag,5562974278,aktivt,aktivt,,
Borup Bygg AB,5564595832,aktivt,aktivt,,
2 Byggrabbar AB,5567986970,aktivt,aktivt,,
Acoustic Montage SNJ Aktiebolag,5563289320,aktivt,aktivt,,
Strandåker måleri AB,5569034035,aktivt,aktivt,,
Perakustik AB,5566673033,aktivt,aktivt,,
AJ Magnusson & Lyckman Bygg AB,5567837363,aktivt,aktivt,,
K A VVS Service Aktiebolag,5563527901,aktivt,aktivt,,
HBM Dyk Entreprenad Aktiebolag,5567958789,aktivt,aktivt,,
VVS Söderort Rickard Granquist AB,5567248181,aktivt,aktivt,,
Lås Larmteknik Värmdö AB,5566200886,aktivt,aktivt,,
Bustos Konsulttjänster AB,5590908330,aktivt,aktivt,,
Jarla Rör AB,5568949688,aktivt,aktivt,,
Byggimperium Sverige AB,5591291769,aktivt,aktivt,,
Direct Larm Bergslagen AB,5564861705,aktivt,aktivt,,
Tyresö Grund & Mark AB,5563236164,aktivt,aktivt,,
Märsta Vägg & Golv Aktiebolag,5563354793,aktivt,aktivt,,
Lindqvist & Engström AB,5568387145,aktivt,aktivt,,
TLB Elteknik AB,5569792608,aktivt,aktivt,,
Mauris AB,5590379110,aktivt,aktivt,,
Custom Installation Group Stockholm Aktiebolag,5567342992,aktivt,aktivt,,
Atlas Plattsättning AB,5565469896,aktivt,aktivt,,
X - TAK&SNICKERI TEKNIK AB,5569212243,inaktivt,Registrerad,Konkurs inledd,2019-06-18
Nyboda Elektriska AB,5568514730,aktivt,aktivt,,
Färingsö Installation AB,5569362568,aktivt,aktivt,,
Ett - Måleri i Järfälla AB,5566849211,aktivt,aktivt,,
TS Tak & Plåtslagargruppen AB,5568446164,aktivt,aktivt,,
BLISAB Entreprenad AB,5569883092,aktivt,aktivt,,
Climapac Stockholm AB,5566795653,aktivt,aktivt,,
BOINNOVATION Sverige AB,5569939092,aktivt,aktivt,,
SGK I Stockholm AB,5564825072,aktivt,aktivt,,
N-TEK Stockholm AB,5590155437,aktivt,aktivt,,
Säkerhetsentreprenad Stockholm AB,5567796478,aktivt,aktivt,,
Frisk Last & Maskin AB,5569811200,aktivt,aktivt,,
MOD Stockholm arkitekter AB,5590608062,aktivt,aktivt,,
Connect VVS; Bygg & Entreprenad i Stockholm AB,5565625265,aktivt,aktivt,,
KO Mätteknik AB,5567978142,aktivt,aktivt,,
BC Bygg i Haninge Aktiebolag,5564198058,aktivt,aktivt,,
Änkan Byggservice AB,5590439401,aktivt,aktivt,,
Celmar Bygg AB,5568406739,aktivt,aktivt,,
Live Montage AB,5569095762,aktivt,aktivt,,
MP Vent AB,5590470588,aktivt,aktivt,,
Fönsterinstallatören Stockholm AB,5567418594,aktivt,aktivt,,
L-A Måleri Aktiebolag,5563629970,aktivt,aktivt,,
DaKKI Entreprenad AB,5568041031,aktivt,aktivt,,
Fröab Aktiebolag,5566529888,aktivt,aktivt,,
TS Akustik Aktiebolag,5564105236,aktivt,aktivt,,
JH:s Trädgårdsservice Aktiebolag,5562502707,aktivt,aktivt,,
Revider Energi Service AB,5564861424,aktivt,aktivt,,
LTM Liermann Trädgård & Markanläggning AB,5565159448,aktivt,aktivt,,
SNB Solna-Norrorts Byggnadsfirma Aktiebolag,5562200609,aktivt,aktivt,,
Bakkers Målat sedan 2002 AB,5566324876,aktivt,aktivt,,
Aktiebolaget Murarfirma CTJ,5568823255,aktivt,aktivt,,
Ecoloop AB,5566274816,aktivt,aktivt,,
Skandinaviska Ventbolaget AB,5590054572,aktivt,aktivt,,
Gennert Bygg AB,5590368931,aktivt,aktivt,,
Låspunkten AB,5562563188,aktivt,aktivt,,
BKA Förvaltning AB,5569844128,inaktivt,Registrerad,Konkurs inledd,2019-07-25
Mandarin Repro & Bild AB,5565527719,aktivt,aktivt,,
Convia Ingenjörsbyrå AB,5590784541,aktivt,aktivt,,
Tak Compagniet Sverige Aktiebolag,5565462842,aktivt,aktivt,,
Aktiebolaget Kahlin Strinning Markskötsel,5566617139,aktivt,aktivt,,
Joakim & Mika Entreprenad AB,5564154598,aktivt,aktivt,,
Stadsbygg Stockholm AB,5566675848,aktivt,aktivt,,
Bygglinjen i Järfälla Aktiebolag,5566817903,aktivt,aktivt,,
Topia Landskapsarkitekter AB,5565660270,aktivt,aktivt,,
Infralog & Partners AB,5567118509,aktivt,aktivt,,
Fastermax Mark & Betong AB,5590526454,inaktivt,Registrerad,Konkurs inledd,2019-01-29
3J Bygg i Stockholm AB,5590366364,aktivt,aktivt,,
Södra Installationsgruppen AB,5591640668,aktivt,aktivt,,
3A Betong AB,5590256375,aktivt,aktivt,,
Proguard betongreparationer Aktiebolag,5564711546,aktivt,aktivt,,
Teleentreprenad i Sverige AB,5591815963,aktivt,aktivt,,
Vent & Skorstenstätning i Stockholm Aktiebolag,5564766557,aktivt,aktivt,,
Stockholm sten & trappor Utemiljö AB,5567937056,aktivt,aktivt,,
KORREKT VVS & Fastighetsteknik Svenska AB,5564462074,aktivt,aktivt,,
Eurobygg Stockholm AB,5566614003,aktivt,aktivt,,
Bobidu AB,5569825077,aktivt,aktivt,,
No Picnic AB,5564749868,aktivt,aktivt,,
BF Projektkompetens AB,5569409682,inaktivt,inaktivt,Konkurs avslutad,2020-11-30
Convise Stockholm AB,5569290348,aktivt,aktivt,,
Sebton & Co AB,5590096615,aktivt,aktivt,,
Byggalleriet Aktiebolag,5565630943,aktivt,aktivt,,
Christer Hermansson's Rör AB,5565172409,aktivt,aktivt,,
Byggkraft i Haninge AB,5569132367,aktivt,aktivt,,
Avjämningsteknik Stockholm AB,5568171002,inaktivt,Registrerad,Konkurs inledd,2020-10-19
Escalator-Tec (Sweden) (STHLM) AB,5569889990,aktivt,aktivt,,
Brandskyddskompaniet SBG AB,5569785586,aktivt,aktivt,,
M5 BYGG AB,5590819149,aktivt,aktivt,,
Super Tuesday AB,5568995889,aktivt,aktivt,,
iKubik Konstruktion Stockholm AB,5591213235,aktivt,aktivt,,
Ekengren Förvaltning AB,5561213413,aktivt,aktivt,,
ECTA Projekt AB,5591256788,aktivt,aktivt,,
BigG Bygg AB,5591840789,aktivt,aktivt,,
Ahlqvist & Almqvist Arkitekter AB,5562591353,aktivt,aktivt,,
Erikas Tak & Bygg AB,5568484439,aktivt,aktivt,,
Get Home Tätskikt AB,5590925722,aktivt,aktivt,,
Saga Golv AB,5566570775,aktivt,aktivt,,
Steelcraft Sweden AB,5567866503,aktivt,aktivt,,
Bergkrantz Brensén Arkitektur AB,5562695964,aktivt,aktivt,,
Stadens VVS och Bygg i Trångsund AB,5569247033,aktivt,aktivt,,
Rörfirmans energiservice i Norrort AB,5591412357,aktivt,aktivt,,
Interoc Entreprenad AB,5590833637,aktivt,aktivt,,
Byggfront L.K Stockholm AB,5568663057,inaktivt,Registrerad,Konkurs inledd,2020-03-11
Säkerhetsdörren Mälardalen AB,5569424210,aktivt,aktivt,,
WPW Bygg AB,5590567607,aktivt,aktivt,,
Elmästarna JO & PE Aktiebolag,5563676039,aktivt,aktivt,,
A4 Text & Form Aktiebolag,5563109320,aktivt,aktivt,,
PBAB Byggentreprenader AB,5568479090,inaktivt,Registrerad,Konkurs inledd,2020-04-08
Turtrans AB,5565873493,aktivt,aktivt,,
Optocare AB,5567364053,aktivt,aktivt,,
Avarn Alviks Lås AB,5562642313,aktivt,aktivt,,
ON arkitekter AB,5567253538,aktivt,aktivt,,
Källgrens Entreprenad AB,5567128045,aktivt,aktivt,,
Kakel i Kvadrat AB,5590886015,inaktivt,Registrerad,Konkurs inledd,2020-03-06
Hagströms Gruppen Måleri AB,5563336923,aktivt,aktivt,,
Sweplatt AB,5566169420,aktivt,aktivt,,
FRAMFEX AB,5591087415,aktivt,aktivt,,
Aremera AB,5569278160,aktivt,aktivt,,
Nice Garden i Danderyd AB,5567336929,aktivt,aktivt,,
Maksimovic Lazar Markanläggning AB,5568182074,aktivt,aktivt,,
Grand Construction Stockholm AB,5569886574,aktivt,aktivt,,
Total Fönsterrenovering Stockholm AB,5591339444,aktivt,aktivt,,
GR Betong AB,5590871181,aktivt,aktivt,,
Anegra AB,5569877813,aktivt,aktivt,,
Teknovent AB,5565080396,aktivt,aktivt,,
Sterners El AB,5566441654,aktivt,aktivt,,
Rider Eventmarketing AB,5563402675,aktivt,aktivt,,
E&N Tapetserare & Inredning AB,5566470950,aktivt,aktivt,,
Snickarglädje Stockholm AB,5568662026,aktivt,aktivt,,
Låskompetens i Stockholm AB,5566983200,aktivt,aktivt,,
Svenska Allservicegruppen AB,5590031448,aktivt,aktivt,,
Bygg Mekanik Bemanning Vallentuna AB,5565731170,aktivt,aktivt,,
Elitel AB,5590173927,aktivt,aktivt,,
NB Sverige AB,5590203278,aktivt,aktivt,,
Cundall Sweden AB,5591752612,aktivt,aktivt,,
U-Lead AB,5568213887,aktivt,aktivt,,
H.P.A Projekt AB,5591764666,aktivt,aktivt,,
Midera Bygg AB,5568853179,aktivt,aktivt,,
Wikmans VVS AB,5561696823,aktivt,aktivt,,
Totallås i Stockholm AB,5569352718,aktivt,aktivt,,
Bostadsbyggen i Norrtälje AB,5567083158,aktivt,aktivt,,
Haven Concept AB,5569323198,aktivt,aktivt,,
JFK Elektriska i Stockholm AB,5567377865,aktivt,aktivt,,
Service E.M.J Entreprenad AB,5568958150,aktivt,aktivt,,
XBO securitysystems AB,5565544029,aktivt,aktivt,,
Beso Elektriska Aktiebolag,5561870998,aktivt,aktivt,,
L. Noréns Rör Aktiebolag,5564375342,aktivt,aktivt,,
Elenheten i Sthlm AB,5567651335,aktivt,aktivt,,
Pigmenta Måleri AB,5565484200,aktivt,aktivt,,
Norrö Bygg AB,5567842397,aktivt,aktivt,,
Söderort Bygg & Entreprenad AB,5590611603,aktivt,aktivt,,
Nockeby Parkett & entreprenad AB,5568183577,aktivt,aktivt,,
LIKANA BYGG & PLATT AB,5569210528,aktivt,aktivt,,
RB PB Bygg AB,5568736655,aktivt,aktivt,,
Ventilationshygien Stockholm AB,5564269040,aktivt,aktivt,,
Gustavsbergs Glasmästeri Aktiebolag,5561266999,aktivt,aktivt,,
Mark Projekt TJ AB,5590099304,aktivt,aktivt,,
Leif Larsson Byggare Aktiebolag,5562900612,aktivt,aktivt,,
Rebri Bygg AB,5568850985,aktivt,aktivt,,
Södermalms Lås AB,5568891195,aktivt,aktivt,,
Briljant Tak och Bygg Stockholm AB,5591368336,aktivt,aktivt,,
Svenska Säkerhetskompaniet AB,5564751039,aktivt,aktivt,,
Ställab Ställverksservice Aktiebolag,5561944041,aktivt,aktivt,,
Väg & Trafikarbeten SVT Aktiebolag,5561474536,aktivt,aktivt,,
Brand Machine Europe AB,5590253679,aktivt,aktivt,,
BRANDTEC AB,5569415598,aktivt,aktivt,,
DRAKENBERG SJÖLIN AB,5568260474,aktivt,aktivt,,
Villa Total Construction AB,5568784481,aktivt,Registrerad,,
Gawron Montering & Bygg AB,5567135123,aktivt,aktivt,,
Alexanderssons Elektriska Aktiebolag,5561362624,aktivt,aktivt,,
Agö Måleri AB,5567163067,aktivt,aktivt,,
Fredric Berinne Production AB,5567355812,inaktivt,Registrerad,Konkurs inledd,2018-02-27
Terramek Works AB,5590518840,aktivt,aktivt,,
BIAB Lås & Larm Aktiebolag,5563108223,aktivt,aktivt,,
Kram/Weisshaar AB,5566823794,aktivt,aktivt,,
TKV Ventilationsteknik AB,5565841409,aktivt,aktivt,,
EPV Entreprenad AB,5568402878,aktivt,aktivt,,
Gräv & Fastighetsservice i Björkås AB,5567861595,aktivt,aktivt,,
Entreprenad Svarttorp AB,5567450753,aktivt,aktivt,,
GT Sweden AB,5591264329,inaktivt,Registrerad,Konkurs inledd,2019-04-04
ROAB Bygg & Renoveringar AB,5563122448,aktivt,aktivt,,
Söderhavet Sweden AB,5566709845,aktivt,aktivt,,
NISKRA Aktiebolag,5590328562,aktivt,aktivt,,
SLT Byggstruktur AB,5568261142,aktivt,aktivt,,
Håtö Snickeri AB,5569453961,aktivt,aktivt,,
PHTI Bygg och Badrum AB,5590979109,aktivt,aktivt,,
Brandbergens Låshörna Aktiebolag,5562484591,aktivt,aktivt,,
Målericompaniet Sverige Aktiebolag,5566459037,aktivt,aktivt,,
Svensk Total Entreprenad AB,5566179809,aktivt,aktivt,,
Elcentralen Nacka AB,5590925151,aktivt,aktivt,,
Chrisyll Aktiebolag,5562552777,aktivt,aktivt,,
EM Platt Service AB,5568292543,aktivt,aktivt,,
Stefan Carlsson Målare AB,5567754907,aktivt,aktivt,,
Optohome AB,5569357386,aktivt,aktivt,,
UTE Tak Stockholm AB,5569689101,aktivt,aktivt,,
JK Projekt AB,5590221114,aktivt,aktivt,,
Hantverksgruppen Fältet plåtslageri Aktiebolag,5561461707,aktivt,aktivt,,
Wessberg & Terneborg Bygg AB,5569803629,aktivt,aktivt,,
TL Kvalitet AB,5590915541,aktivt,aktivt,,
