company,id,status,actual_status,remark,default_date
ATS Skärfstad AB,5565510038,aktivt,aktivt,,
Sahlin & Synnes Fastighets AB,5566754684,aktivt,aktivt,,
Aros Formsnickeri och Formgjutning i Mälardalen AB,5591760565,aktivt,aktivt,,
Svinkallt AB,5592109986,aktivt,aktivt,,
RB Teknik Handelsbolag,9696426783,aktivt,aktivt,,
NATURSKAP,9785005266,aktivt,aktivt,,
Bygg Buddha Handelsbolag,9696888495,aktivt,aktivt,,
Bengt J Projektledning AB,5591590145,aktivt,aktivt,,
Barkarö Bygg AB,5592149396,aktivt,aktivt,,
Fasad & Skorstensmagasinet i Fagersta AB,5568152200,aktivt,aktivt,,
Zeijlon's Entreprenad AB,5569919763,aktivt,aktivt,,
Tibble service AB,5592086242,aktivt,aktivt,,
P Knutar AB,5590565841,aktivt,aktivt,,
Christer Landelius CAD-ritningar AB,5568153364,aktivt,aktivt,,
AHB Bygg & Entreprenad AB,5568585748,aktivt,aktivt,,
JG Maskinentreprenader AB,5590440870,aktivt,aktivt,,
BOMANU AB,5567888440,aktivt,aktivt,,
Fredén Byggkonsult AB,5591677801,aktivt,aktivt,,
Jonatan Danielsson Entreprenad AB,5568789027,aktivt,aktivt,,
SödermanEriksson Maskin AB,5591835151,aktivt,aktivt,,
Lindblad Besiktning & Kontroll AB,5590432794,aktivt,aktivt,,
Ekebyängs Entreprenad AB,5590263728,aktivt,aktivt,,
Göran Erikssons Schakt Aktiebolag,5566384318,aktivt,aktivt,,
Swedish Geo Management AB,5569940355,aktivt,aktivt,,
i-Solutions Technology AB,5567667588,aktivt,aktivt,,
Byggstäd Sverige AB,5568387269,aktivt,aktivt,,
Hallstahammars Industrilokaler AB,5562001122,aktivt,aktivt,,
Per Birkestål AB,5569687956,aktivt,aktivt,,
Tortuna Entreprenad AB,5590575154,aktivt,aktivt,,
Cool Bass AB,5566376686,aktivt,aktivt,,
Joakim Stigevik Montage & Bygg AB,5591465165,aktivt,aktivt,,
Laccar Trading AB,5590074893,aktivt,aktivt,,
LIB&F AB,5566690946,aktivt,aktivt,,
Relatera Aktiebolag,5562305879,aktivt,aktivt,,
MeniConsulting AB,5591088256,aktivt,aktivt,,
NMG Bygg & Fastighets AB,5568100803,aktivt,aktivt,,
Praktek; Praktiskt teknikutnyttjande Konsult      Aktiebolag,5565034104,aktivt,aktivt,,
ByggTec Consulting i Västerås AB,5566583927,aktivt,aktivt,,
Trämiljö L Henriksson AB,5565219432,aktivt,aktivt,,
Jälla Gård AB,5590878384,aktivt,aktivt,,
Kaskbo AB,5567659478,aktivt,aktivt,,
Lars Östling Konsult AB,5568345119,aktivt,aktivt,,
Peak Service Aktiebolag,5565824124,aktivt,aktivt,,
Mälarås Fastighets AB,5566726385,aktivt,aktivt,,
MaLoSa Flex AB,5568028434,aktivt,aktivt,,
Linxon Sweden AB,5591287106,aktivt,aktivt,,
Form & Funktion i Sätrabrunn Aktiebolag,5565283198,aktivt,aktivt,,
by Rosette AB,5591843965,aktivt,aktivt,,
Bert-Olov Larsson Fastighetsutveckling Aktiebolag,5563723989,aktivt,aktivt,,
Aros Grävtjänst Aktiebolag,5567407779,aktivt,aktivt,,
Lars Mattsson Lastmaskiner Aktiebolag,5561567966,aktivt,aktivt,,
Hässlö Gård AB,5563617439,aktivt,aktivt,,
PicoPix AB,5568605199,aktivt,aktivt,,
Hedblads Entreprenad AB,5568530637,aktivt,aktivt,,
PH Svetsteknik AB,5568190085,aktivt,aktivt,,
Granskär i Västerås AB,5590817499,aktivt,aktivt,,
Servotronic Traction System i Köping AB,5568307192,aktivt,aktivt,,
Hobbehund AB,5591370951,aktivt,aktivt,,
Svante Åström Aktiebolag,5561810150,aktivt,aktivt,,
noIva Norden AB,5569515272,aktivt,aktivt,,
Romfart Aktiebolag,5565643177,aktivt,aktivt,,
Energihuset i Norberg Handelsbolag,9696269720,aktivt,aktivt,,
JT Gärdet 11 AB,5563359230,aktivt,aktivt,,
Meurman&Meurman Handelsbolag,9697245638,aktivt,aktivt,,
Adopt a Fly ekonomisk förening,7696294243,aktivt,aktivt,,
BOWITEK Kommanditbolag,9166252156,aktivt,aktivt,,
Kapellet Västerås AB,5592285190,aktivt,aktivt,,
M. Hedbergs Bygg och Inredning AB,5592254873,aktivt,aktivt,,
Gytis Bygg AB,5591632863,aktivt,aktivt,,
Västmanlands Svagströmsbyrå Aktiebolag,5563779510,aktivt,aktivt,,
Aktiebolaget GuThoMi Invest Nr 1,5562479732,aktivt,aktivt,,
TDS Teknik AB,5568184401,aktivt,aktivt,,
Mälardalens Mark och Trädgårdsservice MMT         Aktiebolag,5564423035,aktivt,aktivt,,
Slagsta Byggservice Aktiebolag,5562558949,aktivt,aktivt,,
Hanebo Bygg & Snickeri AB,5569035255,aktivt,aktivt,,
LB Schakt AB,5566755145,aktivt,aktivt,,
J.A.P. Turnetransport Aktiebolag,5564995784,aktivt,aktivt,,
Anders Lokar Bygg och Monteringshus AB,5569775306,aktivt,aktivt,,
Merkraft AB,5591494546,aktivt,aktivt,,
Runda Tornet AB,5567204283,aktivt,aktivt,,
Jan Larsson Gräv Aktiebolag,5563271252,aktivt,aktivt,,
Blomqvist Lastmaskiner Aktiebolag,5563916435,aktivt,aktivt,,
Enark Arkitektkontor Aktiebolag,5562598184,aktivt,aktivt,,
Scandinavian Electricity Adviser AB,5590570254,aktivt,aktivt,,
Edströms Transport AB,5591900922,aktivt,Registrerad,,
Brunnsängens vatten och energiborrning            Aktiebolag,5565582672,aktivt,aktivt,,
SATENA AKTIEBOLAG,5590280177,aktivt,aktivt,,
Billiga Barnvagnar Sverige AB,5569379612,aktivt,aktivt,,
GimGif AB,5565932539,aktivt,aktivt,,
Callamiginte Jane Grafiskform AB,5568226269,aktivt,aktivt,,
Mark & RivningsConsult i Mälardalen AB,5568561392,aktivt,aktivt,,
Maddzan AB,5591576938,aktivt,aktivt,,
Oikos Solutions i Sverige AB,5591315790,aktivt,aktivt,,
Mona Jakobsson management AB,5569938615,aktivt,aktivt,,
J. Hart's Rör AB,5567549927,aktivt,aktivt,,
Markproj Lasse Persson Aktiebolag,5564363884,aktivt,aktivt,,
Andreas Fernros AB,5591257224,aktivt,aktivt,,
Lars Eriksson Maskin i Sala AB,5568801350,aktivt,aktivt,,
Mälarstadens Entreprenadmaskiner AB,5568995749,aktivt,aktivt,,
Woodrick Holding AB,5565571006,aktivt,aktivt,,
VD Design AB,5591574727,aktivt,aktivt,,
A-L-Ö AB,5568074784,aktivt,aktivt,,
AB Andersson Norling,5591120679,aktivt,aktivt,,
Joey Sixfinger AB,5567429906,aktivt,aktivt,,
SouthQ Holding AB,5591781884,aktivt,aktivt,,
Hanna Afrims Allservice AB,5569349789,aktivt,aktivt,,
Global Contracting Sweden AB,5590586359,aktivt,aktivt,,
Kjellins Sprängtjänst AB,5569462202,aktivt,aktivt,,
Sättmeck Handelsbolag,9166418278,aktivt,aktivt,,
Bråstaborg Villor AB,5569857617,aktivt,aktivt,,
Wolt Bygg & Energikonsult AB,5569377053,aktivt,aktivt,,
Ahlgrens Schakt Aktiebolag,5564098084,aktivt,aktivt,,
Torandy Bygg Ltd UK Filial,5164048364,aktivt,aktivt,,
ESTIMAS AB,5567693899,aktivt,aktivt,,
PRL Golv & Måleri Handelsbolag,9697700988,aktivt,aktivt,,
Nätverket för byggnadsvård i Västmanland          Ekonomisk förening,7696011662,aktivt,aktivt,,
Jordmarken Design AB,5569817306,aktivt,aktivt,,
Tervald Holding AB,5568969546,aktivt,aktivt,,
Byggergonomikonsulten i Sala AB,5568869134,aktivt,aktivt,,
Kadesjö Förvaltnings AB,5566047238,aktivt,aktivt,,
Franzform AB,5569446882,aktivt,aktivt,,
Ronj AB,5568632136,aktivt,aktivt,,
Mälardalens Kyl och Ventilation i Västerås AB,5567795132,aktivt,aktivt,,
Stallskär 1 AB,5568316714,aktivt,aktivt,,
Kjell Bylund Entreprenad Aktiebolag,5564244944,aktivt,aktivt,,
Landskapsplanering i Västerås AB,5590659867,aktivt,aktivt,,
Arboga RivKonsult AB,5566516901,aktivt,aktivt,,
West-In Västerås AB,5591251870,aktivt,aktivt,,
FLOWOCEAN AB,5569356974,aktivt,aktivt,,
Eson Måleri & Kakel AB,5568141096,aktivt,aktivt,,
priornproject AB,5590128681,aktivt,aktivt,,
Nya CW Rör AB,5590092697,aktivt,aktivt,,
Aros Partner AB,5568106388,aktivt,aktivt,,
Tommy Svanborg Konsult Aktiebolag,5567149447,aktivt,aktivt,,
Finnsta 2 AB,5590625934,aktivt,aktivt,,
mie-tjänst AB,5590124250,aktivt,aktivt,,
Carero Konsult AB,5591018279,aktivt,aktivt,,
Måleriakuten i Mälardalen AB,5568388788,aktivt,aktivt,,
Rännan i Mälardalen AB,5590330279,aktivt,aktivt,,
SKOGMANS MÅLERI Aktiebolag,5564484441,aktivt,aktivt,,
Cederbergs Mur Puts & Kakel AB,5591593511,aktivt,aktivt,,
ALX BYGG I MÄLARDALEN AB,5568105679,aktivt,aktivt,,
Almerssons Arkitekt & Fastighets AB,5565761615,aktivt,aktivt,,
TROY entreprenad och spårservice AB,5590608260,aktivt,aktivt,,
UB Brandtätning o Fog AB,5566301353,aktivt,aktivt,,
Hagfast Bygg & Konsult AB,5566744578,aktivt,aktivt,,
Mälardalens Fog & Sanering AB,5591494348,aktivt,aktivt,,
Cavallerist AB,5569026932,aktivt,aktivt,,
Andreas Ågren Bygg Aktiebolag,5568239189,aktivt,aktivt,,
Christer Ivemyr Arkitekt AB,5590588892,aktivt,aktivt,,
Jumbojet Aktiebolag,5563878197,aktivt,aktivt,,
Styx005 AB,5566121686,inaktivt,inaktivt,,
Bjureland Soil & Rock Mechanics AB,5590195870,aktivt,aktivt,,
Västra Aros Byggteknik Aktiebolag,5564603834,aktivt,aktivt,,
Maskin & Underhåll i Köping AB,5569191009,aktivt,aktivt,,
Nybyggar'n P Hollaus Aktiebolag,5563435840,aktivt,aktivt,,
Joacim Hoonk Konsult AB,5568498850,aktivt,aktivt,,
Avonti Teknik AB,5591064323,aktivt,aktivt,,
Winefire AB,5591526578,aktivt,aktivt,,
MNB Byggledning AB,5569809238,aktivt,aktivt,,
Millcroft AB,5569824088,aktivt,aktivt,,
JHF Maskin och Service AB,5569894107,aktivt,aktivt,,
FLIROJ Handelsbolag,9696236463,aktivt,aktivt,,
Handelsbolaget Fono Fastighetsförvaltning,9795005660,aktivt,aktivt,,
Harakers Invest Aktiebolag,5564568094,aktivt,aktivt,,
Kommanditbolaget Samköp,9165801177,aktivt,aktivt,,
Västerås Eltjänst AB,5592012966,aktivt,aktivt,,
Skinnskattebergs El Aktiebolag,5566007075,inaktivt,inaktivt,,
Byggnadsfirma Bengt Larsson Handelsbolag,9164601388,aktivt,aktivt,,
Kreaform Köping Handelsbolag,9165786741,aktivt,aktivt,,
HUSFRID HF Handelsbolag,9166379389,aktivt,aktivt,,
Mossbo Maskin AB,5590719000,inaktivt,Registrerad,Konkurs inledd,2019-04-05
Byggfav Sverige AB,5592247307,aktivt,aktivt,,
Rörmokaren Västerås AB,5592231046,aktivt,aktivt,,
ELE VVS & RÖRTEKNIK AB,5568461346,aktivt,aktivt,,
TS Montage AB,5567394001,aktivt,aktivt,,
Virsbo Byggservice AB,5567182992,aktivt,aktivt,,
Elentreprenad i Västerås AB,5568000474,aktivt,aktivt,,
ABRU Konsult Aktiebolag,5562391457,aktivt,aktivt,,
MBF-Bygg Aktiebolag,5562952142,aktivt,aktivt,,
GAPA Services AB,5590926209,inaktivt,inaktivt,Konkurs avslutad,2020-12-15
Olov Gynt Arkitektkontor AB,5565991121,aktivt,aktivt,,
Wiigs Byggnads AB,5564515541,aktivt,aktivt,,
Easy Drink Sverige AB,5591936462,aktivt,aktivt,,
Gransta Byggservice AB,5591126569,aktivt,aktivt,,
Larm Invest i Sverige Aktiebolag,5564271004,aktivt,aktivt,,
KBV Plåt AB,5565354437,aktivt,aktivt,,
Inventions Consulting Sweden AB,5568694771,aktivt,aktivt,,
XYZ creation AB,5590848734,aktivt,aktivt,,
Kagardt Konsulterna AB,5591016489,aktivt,aktivt,,
Surahammar Last & Planering Aktiebolag,5563773281,aktivt,aktivt,,
Tidö-Lindö Plåtslageri AB,5568390248,aktivt,aktivt,,
Sura Mark och Entreprenad AB,5591956296,aktivt,aktivt,,
Axla Bygg. & Förvaltning AB,5568481906,aktivt,aktivt,,
Exodes Design AB,5592069263,aktivt,aktivt,,
Bertil W Swenson Förvaltnings AB,5562785245,aktivt,aktivt,,
Sångbäcken Projekt AB,5566641063,aktivt,aktivt,,
LEK Invest AB,5569420564,aktivt,aktivt,,
JMN Invest AB,5590856141,aktivt,aktivt,,
Juringehem AB,5568326796,aktivt,aktivt,,
Badelunda Allservice AB,5569261075,aktivt,aktivt,,
LC Mark & Förvaltning AB,5591546360,aktivt,aktivt,,
PMR Holding i Mälardalen AB,5569535684,aktivt,aktivt,,
Hollaus Consulting AB,5568015910,aktivt,aktivt,,
JKWarpman AB,5590912944,aktivt,aktivt,,
Aros Property Development AB,5564504909,aktivt,aktivt,,
Stommen Bygg i Västerås AB,5569088601,aktivt,aktivt,,
Sala Bygg och Kvalitetskonsult AB,5568476641,aktivt,aktivt,,
Roséns Bygg i Västerås AB,5566391289,aktivt,aktivt,,
BE Johansson Bygg Aktiebolag,5563428860,aktivt,aktivt,,
Björksta Byggservice AB,5567905335,aktivt,aktivt,,
Strike Gold AB,5566966676,aktivt,aktivt,,
Skiljebo Invest AB,5566103312,aktivt,aktivt,,
S-Bygg i Köping Aktiebolag,5562123322,aktivt,aktivt,,
Byggjätten Entreprenad AB,5590590922,aktivt,Registrerad,,
Måleriprojekt i Västerås Aktiebolag,5564721826,aktivt,aktivt,,
Maison Forte Sverige AB,5592084502,aktivt,aktivt,,
Ekbacken Aktiebolag,5562352285,aktivt,aktivt,,
X:et i Tillberga AB,5567255533,aktivt,aktivt,,
Rivkonsult Segerström AB,5568373863,aktivt,aktivt,,
Ökna Maskin Aktiebolag,5564994035,aktivt,aktivt,,
Aros Lighthouse AB,5590248141,aktivt,aktivt,,
Brobryggare AB,5564869849,aktivt,aktivt,,
Nishiwaki International AB,5567647994,aktivt,aktivt,,
CC90 Composite AB,5592226335,aktivt,aktivt,,
Nkontakt Service AB,5590097878,aktivt,aktivt,,
Enhagens Entreprenad Aktiebolag,5564765104,aktivt,aktivt,,
Kontroll Tillgänglighet Miljö Byggkonsult i SALA  ekonomisk förening,7696224075,aktivt,aktivt,,
PaCoRa Bygg i Fagersta Kommanditbolag,9697393594,inaktivt,inaktivt,,
Twoseven automation AB,5592136674,aktivt,aktivt,,
PeJo VVS AB,5592294010,aktivt,aktivt,,
Dennerstedt Konsult AB,5564639796,aktivt,aktivt,,
Team Aresson Contractor AB,5565883799,aktivt,aktivt,,
SAGÅNS REGLERING AV ÅR 1968,8795003501,aktivt,aktivt,,
Fastcar i Västerås AB,5591571962,inaktivt,Registrerad,Konkurs inledd,2020-04-27
Byggjätten AB,5568173636,aktivt,Registrerad,,
Europrodukter Sweden Kommanditbolag,9697590488,aktivt,aktivt,,
Martin Kuortti Arkitekt AB,5567277362,aktivt,aktivt,,
Handelsbolaget Ivar Andersson & Son,9164611064,aktivt,aktivt,,
Kölborg Invest AB,5591407050,aktivt,aktivt,,
MD Antti Martikainen AB,5590096672,aktivt,aktivt,,
Hägg & Co Handelsbolag,9164617392,inaktivt,inaktivt,,
Reijal Byggledning & Konsult AB,5569318461,aktivt,aktivt,,
Satisfactory AB,5591704357,aktivt,aktivt,,
Åse Andersson Konsult AB,5590009675,aktivt,aktivt,,
Lefvert Konsult AB,5566378385,aktivt,aktivt,,
Kristopher Lind Bygg AB,5592299241,aktivt,aktivt,,
BL HARBERT INTERNATIONAL; Filial,5164116955,aktivt,aktivt,,
Labbes i Västerås AB,5566358528,aktivt,aktivt,,
Innovative Design Sweden AB,5591445746,aktivt,aktivt,,
BCL Konsult AB,5565027462,aktivt,aktivt,,
Bjursås Rörservice AB,5569567331,aktivt,Registrerad,,
Seabased Africa AB,5566786199,aktivt,aktivt,,
Westeros Glas och Metallentreprenader AB,5567208086,aktivt,aktivt,,
Arosmotets Bostadsfastigheter AB,5567392716,aktivt,aktivt,,
Lahti Fastighetsutveckling AB,5568345093,aktivt,aktivt,,
IQ International Quality Consulting AB,5567465942,aktivt,aktivt,,
Liljebackens Entreprenad AB,5566030903,aktivt,aktivt,,
Mölndals Elektriska Aktiebolag,5560657388,aktivt,aktivt,,
Sahlströms Bygg & Fastighet AB,5566403571,aktivt,aktivt,,
RealProject AB,5566869375,aktivt,aktivt,,
MR Fönster&Bygg AB,5592358542,aktivt,aktivt,,
Dömstedt P Bygg i Norberg AB,5568707375,aktivt,aktivt,,
Romero Invest AB,5569291841,aktivt,aktivt,,
VVS Bygg & Fastighets i Enköping AB,5565009718,aktivt,aktivt,,
Tidö Invest AB,5567059109,aktivt,aktivt,,
Bergtoppen i Västerås Aktiebolag,5563903185,aktivt,aktivt,,
Finväst AB,5590628235,aktivt,aktivt,,
Stolpen Västerås AB,5566644067,aktivt,aktivt,,
NINE home AB,5569563306,aktivt,aktivt,,
Westmannakyl i Västerås AB,5569899981,aktivt,Registrerad,,
Westra Aros Service AB,5568098890,aktivt,aktivt,,
FRANCE EVAPORATION S.A.S,5020817713,aktivt,aktivt,,
Colorado Image & Style Kommanditbolag,9165803975,aktivt,aktivt,,
Lungersudde AB,5567476287,aktivt,aktivt,,
MA - Ödesberga AB,5567476295,aktivt,aktivt,,
Skillinge Förvaltning AB,5591913354,aktivt,aktivt,,
O Vallingstams Byggnadsentreprenad AB,5568245525,aktivt,aktivt,,
Creoform Development AB,5566419080,aktivt,Registrerad,,
Bevator bygg & betong AB,5565835591,aktivt,aktivt,,
Jocke MK Byggservice AB,5590558358,aktivt,Registrerad,,
Kvicktorp Holding AB,5590726203,aktivt,aktivt,,
Bert-Olov Larsson Köpcentrumutveckling AB,5567160592,aktivt,aktivt,,
BEK stable AB,5590841994,aktivt,aktivt,,
Mitimituje Invest AB,5591160998,aktivt,aktivt,,
Rosendahls VVS i Kolsva AB,5567249510,aktivt,aktivt,,
Veiteka AB,5590596556,aktivt,aktivt,,
Westra Aros Hybridbetong AB,5590505441,inaktivt,Registrerad,Konkurs inledd,2019-06-12
Progress real estate Sweden AB,5590299201,aktivt,aktivt,,
JK Padelcenter AB,5567312441,aktivt,aktivt,,
Slånbäret konsult AB,5566600986,aktivt,aktivt,,
Håkab Mark & Anläggning i Västerås AB,5564626769,aktivt,aktivt,,
Swimtau AB,5568606916,aktivt,aktivt,,
LMJO AB,5591008148,aktivt,aktivt,,
Falcon Bygg & Anläggnings AB,5590758560,aktivt,aktivt,,
Bygg & säkerhetsgruppen i virsbo AB,5591380778,inaktivt,Registrerad,Konkurs inledd,2020-01-29
NB Nordiska Byggkonsult Aktiebolag,5562577089,aktivt,aktivt,,
Westra Aros Stubb och Sten AB,5569746968,aktivt,aktivt,,
Projektelit AB,5590886379,aktivt,aktivt,,
Wrax Bygg AB,5591490510,inaktivt,inaktivt,,
TakXperten Sverige AB,5568855521,aktivt,aktivt,,
Lidas Con AB,5568893605,aktivt,aktivt,,
Liljesätern Entreprenad Konsult AB,5591634562,aktivt,aktivt,,
Spektred AB,5568686157,aktivt,aktivt,,
Jimmy Wilhelmsson Konsulting AB,5566580725,aktivt,aktivt,,
GMN Invest AB,5565453098,aktivt,aktivt,,
Skäftruna Entreprenad AB,5591888390,aktivt,aktivt,,
Kalpataru Power Transmission Sweden AB,5591927271,aktivt,aktivt,,
Arosproj Entreprenad AB,5590636881,aktivt,aktivt,,
Service partner värme & kyla i sverige AB,5592162456,aktivt,aktivt,,
JAFÖ Bygg AB,5569888737,aktivt,aktivt,,
Eminenthus Sverige AB,5592179039,aktivt,aktivt,,
Lindens i Medåkers Handelsbolag,9697162452,aktivt,aktivt,,
JS HJÄLPKRAFT AB,5569747198,aktivt,aktivt,,
MethoTech AB,5592069750,aktivt,aktivt,,
Åkes Bygg i Västerås AB,5569542045,aktivt,aktivt,,
CAMTALJ i Skåne AB,5569667743,aktivt,aktivt,,
BOMANU 2 AB,5568234438,aktivt,aktivt,,
Arboga Glasservice AB,5591374573,aktivt,aktivt,,
Bergslagens Design & Försäljning Aktiebolag,5569064834,aktivt,aktivt,,
Barken Waterfront of Sweden AB,5567907455,aktivt,aktivt,,
MIBLE Group AB,5590059233,aktivt,Registrerad,,
JAD AB,5569055865,aktivt,aktivt,,
Tobbe Svenssons Bygg i Sala AB,5568718497,aktivt,Registrerad,,
Dackebo Ventilationsteknik AB,5592247497,aktivt,aktivt,,
BYGG & INVEST I SWE AB,5590266093,aktivt,aktivt,,
EMIRIT i Västerås AB,5568697386,aktivt,aktivt,,
Rendezvous 1 AB,5591472955,aktivt,aktivt,,
Rendezvous 2 AB,5591673594,aktivt,aktivt,,
Husbyggarprogrammet Sverige AB,5568738685,aktivt,aktivt,,
SPAG i Västerås AB,5568383755,aktivt,aktivt,,
Fiber Access i Sala AB,5569786212,aktivt,aktivt,,
Fredrikssons Mur och Puts AB,5569233322,aktivt,aktivt,,
NIV i Mälardalen AB,5590581129,aktivt,aktivt,,
Benny Johansson Grovtjänst AB,5592189533,aktivt,aktivt,,
Stablio AB,5569016248,aktivt,aktivt,,
Hyrax Mark AB,5568863277,aktivt,aktivt,,
Global Infrateknik Holding AB,5590893128,aktivt,aktivt,,
Pliggholmen Konsult AB,5590566781,aktivt,aktivt,,
Konvess AB,5592205743,aktivt,aktivt,,
Barisa Innovation AB,5591117378,aktivt,aktivt,,
Engblom Compositconsult AB,5590915830,aktivt,aktivt,,
Gemptus Byggstäd AB,5592196363,aktivt,aktivt,,
Kolsva Svets och Smide AB,5592092182,aktivt,aktivt,,
Norrby Reparation och Service AB,5592293640,aktivt,aktivt,,
Lyséns Entreprenad AB,5592311400,aktivt,aktivt,,
SVK Bygg & uthyrning i Mälardalen AB,5569639510,aktivt,aktivt,,
Vikmans glas AB,5592229347,aktivt,aktivt,,
Stavås golf och trädgård AB,5568532294,aktivt,aktivt,,
Mecapto AB,5568432172,aktivt,aktivt,,
Besso Invest 2 AB,5592372485,aktivt,aktivt,,
Dimension konsult AB,5591540942,aktivt,aktivt,,
C Wear Technologies AB,5592091077,aktivt,aktivt,,
Bergström Invent AB,5568410129,aktivt,aktivt,,
P M Golvservice AB,5592305808,aktivt,aktivt,,
Ekeinvest i Västerås AB,5569417669,aktivt,aktivt,,
JLM Tunnelkonsult AB,5568915663,aktivt,aktivt,,
NJP Invest AB,5569759052,aktivt,aktivt,,
Talliosake Draglin i Västerås AB,5592217292,aktivt,aktivt,,
Odal Måleri AB,5592329832,aktivt,aktivt,,
Loves Service AB,5591659999,aktivt,aktivt,,
Carpenter Fastigheter Fäbodvallen AB,5590116181,aktivt,aktivt,,
Domberg Fastighets AB,5568372659,aktivt,aktivt,,
Erik Meilgaard AB,5569462020,aktivt,aktivt,,
Power Engineering Sweden AB,5591158638,aktivt,aktivt,,
MM Totalbygg AB,5569002289,aktivt,Registrerad,,
Frösåkers Schakt AB,5569865339,aktivt,aktivt,,
SHS Entreprenad AB,5591892111,aktivt,aktivt,,
VF Projekt AB,5591743132,aktivt,aktivt,,
J Wernersson AB,5568849565,aktivt,aktivt,,
Växthusavfuktning Sverige AB,5590045471,aktivt,aktivt,,
Projektledning Duvan AB,5568317183,aktivt,aktivt,,
Prevas International AB,5562663210,aktivt,Registrerad,,
MEDIAGRUPPEN I VÄSTERÅS,8024231121,aktivt,aktivt,,
DLT Transport & Maskintjänst AB,5592718794,aktivt,aktivt,,
Avaral Invest AB,5592547128,aktivt,aktivt,,
Rickards Golv i Kungsör AB,5592714637,aktivt,aktivt,,
Mälarstadens Elservice AB,5592718935,aktivt,aktivt,,
KTE Konsult NSFA AB,5592299225,aktivt,aktivt,,
Mälardalens Entreprenad AB,5592583834,aktivt,aktivt,,
Energicompagniet Sverige AB,5592413289,aktivt,aktivt,,
Kihlstrand Byggteknik AB,5592579329,aktivt,aktivt,,
Lilla Paradisets Entreprenad & Maskin AB,5592696701,aktivt,aktivt,,
14 Assistans AB,5592257512,aktivt,aktivt,,
Westra Aros Måleri & Entreprenad AB,5592381916,aktivt,aktivt,,
Kylla Maskin AB,5592691173,aktivt,aktivt,,
Agreen Invest AB,5591794085,aktivt,aktivt,,
Westberg's Maskin i Sala AB,5592462302,aktivt,aktivt,,
Sten Erikssons Data Aktiebolag,5563119980,aktivt,aktivt,,
Roax ytskyddskonsult AB,5592363104,aktivt,aktivt,,
NeWWest-Engineering AB,5592649239,aktivt,aktivt,,
BKC KÖK AB,5592703523,aktivt,aktivt,,
TB Material & Entreprenad AB,5592150212,aktivt,aktivt,,
Ågren & Tornberg Fasad AB,5592313638,aktivt,aktivt,,
Jimmy & Star AB,5592590581,aktivt,aktivt,,
CLIFFTONES MARK & ANLAGG LIMITED UK Filial,5164104167,aktivt,aktivt,,
Nimium AB,5592139520,aktivt,aktivt,,
A Hägg AB,5592253081,aktivt,aktivt,,
Elinstallationer i Hallstahammar Aktiebolag,5564937182,aktivt,Registrerad,,
Somtech Com AB,5569270100,aktivt,Registrerad,,
Mälbypark Projektutveckling AB,5591154025,aktivt,aktivt,,
Fastica Bromma Center Södra AB,5567215404,aktivt,Registrerad,,
Kyda AB,5592282601,aktivt,aktivt,,
Aros Entreprenadkontroll AB,5592571078,aktivt,aktivt,,
Isbjörn Kyl & Värmepump AB,5592295637,aktivt,aktivt,,
SPAKAP AB,5591005771,aktivt,aktivt,,
RANSTA KINSTAÅNS REGLERINGSFÖRETAG,8795005712,aktivt,aktivt,,
Gatukontor1 i Sverige AB,5592655210,aktivt,aktivt,,
Georgis Fastigheter AB,5592424807,aktivt,aktivt,,
Svea & Ragnar AB,5591109573,aktivt,aktivt,,
lovas entreprenad & uthyrning aktiebolag,5592661655,aktivt,aktivt,,
Daunfeldt; Eva & Ulf Handelsbolag,9165807869,aktivt,Registrerad,,
Borks Mark & Fastighetsservice AB,5592443377,aktivt,aktivt,,
JR VVS och BADRUM SERVICE AB,5592660509,aktivt,aktivt,,
Platina VVS AB,5592654494,aktivt,aktivt,,
Östmarks El AB,5592272602,aktivt,aktivt,,
Aktiebolaget InByAn,5592663123,aktivt,aktivt,,
Kjells Kontrollservice Handelsbolag,9165802183,aktivt,Registrerad,,
Schönfeldts måleri och alltjänst AB,5592582810,aktivt,aktivt,,
ÅSBY-FRÖSSVI DIKNINGSFÖRETAG,8026002538,aktivt,aktivt,,
Svenska Mark och Anläggningsbolagen Återvinning AB,5592570427,aktivt,aktivt,,
Söderqvist byggkonsult AB,5591780084,aktivt,aktivt,,
Nicktuna Bygg AB,5591923106,aktivt,aktivt,,
AM VVS Service Sverige AB,5592803901,aktivt,aktivt,,
Borlänge Byggproduktion AB,5591660112,aktivt,aktivt,,
Chronwallska Villan AB,5592030810,aktivt,aktivt,,
Vesa Matikainen Invest AB,5592232473,aktivt,aktivt,,
Barkarö Exploatering AB,5590915012,aktivt,aktivt,,
MTM ENGINEERING LTD,5020820634,inaktivt,inaktivt,,
Arleda Byggteknik AB,5592084221,aktivt,aktivt,,
AdInterim Holding AB,5590721162,aktivt,aktivt,,
Tolv Projekt i Västerås AB,5592461049,aktivt,aktivt,,
Sigrun Byggkonsult AB,5592121668,aktivt,aktivt,,
Lås & Säkerhet Västmanland AB,5592513815,aktivt,aktivt,,
Hedmans VVS AB,5592144975,aktivt,aktivt,,
Kvarnström Wik Consulting AB,5592197429,aktivt,aktivt,,
Banana Design Solutions Handelsbolag,9697932318,aktivt,aktivt,,
Knölåkaren AB,5569485237,aktivt,Registrerad,,
E.N Bygg & Entreprenad - Handelsbolag,9697913987,aktivt,aktivt,,
