company,id,status,actual_status,remark,default_date
C.C.KLAMBERG AB,5569306540,inaktivt,Registrerad,Konkurs inledd,2020-12-17
MSV Byggplåt AB,5569756124,aktivt,aktivt,,
ErliT Bygg AB,5591956791,aktivt,aktivt,,
Killhult Måleri AB,5591958250,aktivt,aktivt,,
Inwood AB,5565119061,aktivt,aktivt,,
Skurups Byggmontage Aktiebolag,5567884951,aktivt,aktivt,,
Strandells Plåt Aktiebolag,5565113916,aktivt,aktivt,,
Magnus Ekdala AB,5591004618,aktivt,aktivt,,
Åke Johansson Bygg i Simrishamn AB,5564596921,aktivt,aktivt,,
BRA VVS i ÖRKELLJUNGA AB,5591271860,aktivt,aktivt,,
R.Å Måleri Kristianstad AB,5562360015,aktivt,aktivt,,
Hederoth & Hydbom Aktiebolag,5565441267,aktivt,aktivt,,
Bunkeflo Entreprenad och Kran AB,5569656035,aktivt,aktivt,,
Kullabygdens Måleriservice Aktiebolag,5564755337,aktivt,aktivt,,
Henrik Möller Geokonsult AB,5590390448,aktivt,aktivt,,
Lenngårds Byggservice AB,5590805882,aktivt,aktivt,,
Fridh's Plåtslageri AB,5567933667,aktivt,aktivt,,
SM Åkessons Måleri Aktiebolag,5565101044,aktivt,aktivt,,
Limhamns Gräv & Trädgårdsanläggning AB,5568422439,aktivt,aktivt,,
JBH Consulting AB,5569880825,aktivt,aktivt,,
THYSELLS ELEKTRISKA Aktiebolag,5563808905,aktivt,aktivt,,
HISSKON AB,5568817992,aktivt,aktivt,,
Entreprenadfirma Herbert Henriksson & Son         Aktiebolag,5561397828,inaktivt,Registrerad,Konkurs inledd,2016-07-01
Malmö Dekor Fabrik AB,5590004346,aktivt,aktivt,,
Geometar AB,5567539886,aktivt,aktivt,,
Plot Landskapsstudio AB,5591921704,aktivt,aktivt,,
Lås och Nyckelservice i Kristianstad AB,5565483079,aktivt,aktivt,,
Haralds Plåt AB,5591623383,aktivt,aktivt,,
Multigolv i Skåne AB,5566642475,aktivt,aktivt,,
OptoFiberTeknik i Ekeby Aktiebolag,5567200240,aktivt,aktivt,,
Widéns Golvservice i Skåne AB,5566974738,aktivt,aktivt,,
Grahn's Elektriska AB,5567496095,aktivt,aktivt,,
Andreas Gräv & Schakt Krika AB,5591503239,aktivt,aktivt,,
Trelleborgs Glas och Fog AB,5591787170,aktivt,aktivt,,
HSH Byggplåt AB,5569394249,aktivt,aktivt,,
Din Byggare Skåne AB,5590624994,aktivt,aktivt,,
Stefan Pålssons Bygg AB,5591699458,aktivt,aktivt,,
Sten och Entreprenad Skåne AB,5591635296,aktivt,aktivt,,
Morau Byggkonsult AB,5590806740,aktivt,aktivt,,
Gynnerstedt Consulting AB,5567847651,aktivt,aktivt,,
Sverrissons Trädgårdsservice AB,5567945992,aktivt,aktivt,,
Mikael Jezierski AB,5569407553,aktivt,aktivt,,
M Jönsson Bygg & Design AB,5591706758,aktivt,aktivt,,
Sista versen 58802 AB,5566572284,inaktivt,inaktivt,,
Conciv Consulting AB,5591118954,aktivt,aktivt,,
Glimbergs Bygg AB,5590215017,aktivt,aktivt,,
Byggkliniken AB,5569144438,aktivt,aktivt,,
Allt i Vatten & Värme i Landskrona Aktiebolag,5561657262,aktivt,aktivt,,
Ndnet I Skåne AB,5591115844,aktivt,aktivt,,
Swedish IQ AB,5568467715,aktivt,aktivt,,
J.Hansen Entreprenad AB,5568789829,aktivt,aktivt,,
Perdegårds Bygg AB,5568634314,aktivt,aktivt,,
Elkrafts Resursen i Svedala AB,5590807060,aktivt,aktivt,,
Patrik Liedholm Projektledning AB,5569985624,aktivt,aktivt,,
WWL Ventilations Montage AB,5568460108,aktivt,aktivt,,
Jota Bygg AB,5565800280,aktivt,aktivt,,
BIMIA AB,5590899463,aktivt,aktivt,,
Penna till Spik AB,5569276560,aktivt,aktivt,,
Nya Peter Sandberg Måleri AB,5569118531,aktivt,aktivt,,
White wing AB,5590717681,aktivt,aktivt,,
Södra Måleripoolen AB,5569087017,aktivt,aktivt,,
M.Österbergs Golv AB,5569742553,aktivt,aktivt,,
Kalles EL Syd AB,5590598305,aktivt,aktivt,,
Fogfria Golv Syd AB,5569229510,aktivt,aktivt,,
Arba Förvaltning AB,5590978036,aktivt,aktivt,,
Börje Stenman Bygg & Reparations Aktiebolag,5561793034,aktivt,aktivt,,
Ambrusch Förvaltnings Aktiebolag,5564767910,aktivt,aktivt,,
Lönngrens Kakel & Design AB,5591690838,aktivt,aktivt,,
Ivarsson Götadal AB,5563484186,aktivt,aktivt,,
Jimmys Bygg & Interiör AB,5591767503,aktivt,aktivt,,
Byggdistriktet Öresund AB,5591177042,aktivt,aktivt,,
Primitiv AB,5568364730,aktivt,aktivt,,
Werngrens Bygg AB,5591406086,aktivt,aktivt,,
DM Mark Aktiebolag,5566209424,aktivt,aktivt,,
Mattias Nilsson Mark o Bygg AB,5569976045,aktivt,aktivt,,
NyEra Miljökonsult AB,5568203797,aktivt,aktivt,,
Swedish network service AB,5591691596,aktivt,aktivt,,
Håkanssons Plåtslageri AB,5569578205,aktivt,aktivt,,
Spira Gruppen AB,5569338709,aktivt,aktivt,,
OVK & Ventservice i Skåne AB,5569698029,aktivt,aktivt,,
Hörby Mark & Gräv AB,5567364624,aktivt,aktivt,,
KIPO Projektledning AB,5568124951,aktivt,aktivt,,
Skyro AB,5568274368,inaktivt,inaktivt,,
Alestad Alltjänst AB,5590911391,aktivt,aktivt,,
PåHoj AB,5590022041,aktivt,aktivt,,
Nossen Bygg & Design AB,5591915649,aktivt,aktivt,,
Åska Bygg AB,5591074439,aktivt,aktivt,,
LåCef AB,5566942727,aktivt,aktivt,,
Stångby Plåtslageri AB,5569639742,aktivt,aktivt,,
BENNYS GOLV i Klippan AB,5567283436,aktivt,aktivt,,
Byggnadsingenjör SG Svensson AB,5590551510,aktivt,aktivt,,
Göingebo AB,5568214067,aktivt,aktivt,,
Vinslövs Entreprenad AB,5590866843,aktivt,aktivt,,
Tak punkten Sverige AB,5568877301,aktivt,aktivt,,
Safeiq Solutions AB,5591655971,aktivt,aktivt,,
LOFTI ARKITEKTER AB,5568297815,aktivt,aktivt,,
Cervesa Invest AB,5567792279,aktivt,aktivt,,
Scon AB,5569485385,aktivt,aktivt,,
ANEWI ENTREPRENAD AB,5567783872,aktivt,aktivt,,
Jerrys Allservice AB,5568114911,aktivt,aktivt,,
Winther-Jensen Bygg och Renovering AB,5591589485,aktivt,aktivt,,
AM Byggnadsplåtslageri i Malmö AB,5590452859,aktivt,aktivt,,
Sista versen 60444 AB,5591773600,aktivt,Registrerad,,
MMD Bygg Solution AB,5591602387,aktivt,aktivt,,
Johan Jönsson Bygg AB,5569648685,aktivt,aktivt,,
Laxbro Entreprenad AB,5591123855,aktivt,aktivt,,
McGowan Byggdesign AB,5569966848,aktivt,aktivt,,
Nordic Entreprenad Syd AB,5591122659,aktivt,aktivt,,
Fastighetsbolaget HK i Malmö AB,5569528234,aktivt,aktivt,,
Jonas Mårtensson Arkitektur AB,5567479489,aktivt,aktivt,,
Kulturbygg Syd AB,5568219652,aktivt,aktivt,,
Abelardo Gonzalez Arkitektbyrå Aktiebolag,5563412765,aktivt,aktivt,,
CR Måleri AB,5568432362,aktivt,aktivt,,
Smartstyr AB,5591383244,aktivt,aktivt,,
Munkahage Fastighets AB,5561890053,aktivt,aktivt,,
My CCTV Intl AB,5569559528,aktivt,aktivt,,
Erlid Construction Managers AB,5566781125,aktivt,aktivt,,
JD A-Montage AB,5565825261,aktivt,aktivt,,
Lagnerup Plåt & Montage AB,5567848436,aktivt,aktivt,,
Vankiva Golv Aktiebolag,5564487766,aktivt,aktivt,,
Kr-sten AB,5591433924,aktivt,aktivt,,
Beräkningar & Besiktningar Fjälkinge AB,5567067573,aktivt,aktivt,,
Österlens Bygg & Fastighetskonsult AB,5566834486,aktivt,aktivt,,
Wilsons på Limhamn AB,5591331250,aktivt,aktivt,,
Betongpågarna AB,5591389480,aktivt,aktivt,,
Sturm Consulting AB,5568091622,aktivt,aktivt,,
JOMA Måleri AB,5568184336,aktivt,aktivt,,
LPA EL AB,5568784572,aktivt,aktivt,,
Malms Bro- & Betongkonsult AB,5591664106,aktivt,aktivt,,
Urban Vision Aktiebolag,5564974615,aktivt,aktivt,,
Hans Magnus Sponn Service AB,5590427836,aktivt,aktivt,,
Egredi AB,5568934631,aktivt,aktivt,,
JaMo Markentreprenad & Fastighetsservice AB,5590819990,inaktivt,Registrerad,Konkurs inledd,2020-07-15
FRIN TRANSPORT AB,5591119309,aktivt,aktivt,,
Obcasio AB,5590583802,aktivt,aktivt,,
Fredrik Ekström AB,5590620448,aktivt,aktivt,,
Aktiebolaget Byggcentralen i Helsingborg,5567225957,aktivt,aktivt,,
Enes Elservice Malmö AB,5590618251,aktivt,aktivt,,
Fosie Elservice AB,5568351513,aktivt,aktivt,,
Lyngby VVS AB,5591170252,aktivt,aktivt,,
Komplett VVS i Skåne AB,5590530605,aktivt,aktivt,,
Hissjouren Bachmans AB,5568702046,aktivt,aktivt,,
MMP Bygg AB,5569596199,aktivt,aktivt,,
BVY i Skåne AB,5591883763,aktivt,aktivt,,
LH Bygg & Montage Skåne AB,5590213343,aktivt,aktivt,,
Tobbe Hantverkare AB,5569109449,aktivt,aktivt,,
FiberTek i Ängelholm AB,5591461156,aktivt,aktivt,,
Bredgatan arkitekter AB,5563900181,aktivt,aktivt,,
Malmö El & IT Installationer AB,5590935986,aktivt,aktivt,,
Mark & Nät Entreprenad i Höör AB,5590917067,aktivt,aktivt,,
Gummarpsro Bygg AB,5569570939,aktivt,aktivt,,
Aureolin Arkitektur och Design AB,5569725756,aktivt,aktivt,,
Nolie AB,5591947949,aktivt,aktivt,,
Schölds Entreprenad AB,5567848782,aktivt,aktivt,,
Boysens Maskin AB,5565823621,aktivt,aktivt,,
Nyckelssons Network Consulting AB,5590011689,aktivt,aktivt,,
Spirifer Fastigheter Aktiebolag,5562038165,aktivt,aktivt,,
Bitrade och Produktutveckling AB,5564102597,aktivt,aktivt,,
LERVIKENS BYGG & FASTIGHETSKONSULT AB,5568865785,aktivt,aktivt,,
Stål & Tråd Sverige AB,5569624561,aktivt,aktivt,,
Kjell-Arne Perssons Måleri Aktiebolag,5562184027,aktivt,aktivt,,
Stenhuggare Hans AB,5568726185,aktivt,aktivt,,
Mickes Bygg & Kakel i Ljungbyhed AB,5568922958,aktivt,aktivt,,
J Börjessons Gräv AB,5568428741,aktivt,aktivt,,
Kurt Markbetong AB,5591891204,aktivt,aktivt,,
Takplan Konsult AB,5590321237,aktivt,aktivt,,
Skånska Stålhallar AB,5569759748,aktivt,aktivt,,
Trappmontage Sverige AB,5591327829,aktivt,aktivt,,
Rosquist VVS AB,5569482895,aktivt,aktivt,,
Mi-Bu Bygg & Montage AB,5567330575,aktivt,aktivt,,
Byggkonsult Torbjörn Larsson AB,5568148810,aktivt,aktivt,,
Elektrotjänst i Skåne AB,5568251853,aktivt,aktivt,,
Diversefirman Arne Nilsson AB,5591324057,aktivt,aktivt,,
Royzing Design AB,5591371744,aktivt,aktivt,,
Härlöv Bygg & Design AB,5569463770,aktivt,aktivt,,
Designresurs Sverige AB,5590739040,aktivt,aktivt,,
Mikael Andersson Maximal EL AB,5569096851,aktivt,aktivt,,
VVS-Control i Malmö Aktiebolag,5564169497,aktivt,aktivt,,
Byggcoordinator i Vittsjö Aktiebolag,5566320395,aktivt,aktivt,,
Aktiebolaget Pommern i Landskrona,5590884044,aktivt,Registrerad,,
LT Isolering i Kristianstad AB,5567440440,aktivt,aktivt,,
Svantesson Mark och Trädgård AB,5591873368,aktivt,aktivt,,
PlåtMicke i Tygelsjö AB,5568371263,aktivt,aktivt,,
Skåne Kakel & Klinker AB,5590156377,aktivt,aktivt,,
L Arkitekter AB,5569928558,aktivt,aktivt,,
Lennart Möller Bleck & Plåt Aktiebolag,5563559540,aktivt,aktivt,,
Helsingborgs VVS-Tjänst Mats Jönsson Aktiebolag,5563455053,aktivt,aktivt,,
Uggerly Installation AB,5569146755,aktivt,aktivt,,
TSS Entreprenad AB,5590406210,aktivt,aktivt,,
Consiliani AB,5569683575,aktivt,aktivt,,
El-unik AB,5591903678,aktivt,aktivt,,
JNB Byta Tak i Skåne AB,5591483606,aktivt,aktivt,,
E.F Installation AB,5567746283,aktivt,aktivt,,
Jönssons Entreprenad i Snogeröd AB,5567332688,aktivt,aktivt,,
GOIN Projekt AB,5590712500,aktivt,aktivt,,
Commerca AB,5569845356,aktivt,aktivt,,
HP Schakt i Sjöbo AB,5591416523,aktivt,aktivt,,
UNIMAX Bygg & Montage AB,5590101183,aktivt,aktivt,,
Larsson Maskin Syd AB,5591064281,aktivt,aktivt,,
Gasbrasan i Skåne AB,5569578254,aktivt,aktivt,,
Forsby Plåtslageri AB,5591905665,aktivt,aktivt,,
Dan Olssons Bygg & Inredning Aktiebolag,5564874831,aktivt,aktivt,,
Peter Andersson ProjektUtveckling AB,5569258071,aktivt,aktivt,,
MP VVS TEKNIK AB,5591385595,aktivt,aktivt,,
KakelFirman Landberg AB,5568958069,aktivt,aktivt,,
skånska husmontören AB,5591942239,aktivt,aktivt,,
Renoplus AB,5568223241,aktivt,aktivt,,
Linjemålning Syd AB,5591978928,aktivt,aktivt,,
Byggdelen syd AB,5569048472,aktivt,aktivt,,
VVS NORDVÄST Aktiebolag,5568855570,aktivt,aktivt,,
J Britzén Måleri AB,5568606981,aktivt,aktivt,,
Friends & F Mediaproduktion AB,5568327083,aktivt,aktivt,,
Östbergs Elektriska Aktiebolag,5562818442,aktivt,aktivt,,
Fibexpressen AB,5591352983,aktivt,aktivt,,
Banjo Bygg AB,5590783345,aktivt,aktivt,,
Vanstens Entreprenad AB,5590943238,aktivt,aktivt,,
Fjälkinge Industrigolv AB,5590184460,aktivt,aktivt,,
JISE plåtslageri AB,5591818470,aktivt,aktivt,,
Keriksson Projektledning AB,5590678560,aktivt,aktivt,,
Caneta Aktiebolag,5564538907,aktivt,aktivt,,
Genarps bygg AB,5590430863,aktivt,aktivt,,
Kinnison Design AB,5567027411,aktivt,aktivt,,
Petri Entreprenad AB,5568960792,aktivt,aktivt,,
Winterhof Konsult AB,5590362322,aktivt,aktivt,,
E.M - Brand & Riskkonsult AB,5568848807,aktivt,aktivt,,
CSA Service AB,5590465877,aktivt,aktivt,,
Kvidinge Entreprenad AB,5560532128,aktivt,aktivt,,
Göran Olskander Elservice AB,5591113112,aktivt,aktivt,,
JTM PORT ALLSERVICE AB,5569690224,aktivt,aktivt,,
Totalentreprenad VVS i Kristianstad AB,5590136627,aktivt,aktivt,,
NE Resounding AB,5591353338,aktivt,aktivt,,
BROSAND AB,5567908339,aktivt,aktivt,,
Calabaz AB,5568155054,aktivt,aktivt,,
Dalköpinge Bygg Entreprenad AB,5569980096,aktivt,aktivt,,
Elektrikerna i Syd AB,5591131676,aktivt,aktivt,,
Värmepumpsbolaget i Kristianstad AB,5590020375,aktivt,aktivt,,
Ohlströms Bygg AB,5591566608,aktivt,aktivt,,
X2 Bygg AB,5590904644,aktivt,aktivt,,
Målarteamet i Skåne AB,5567244529,aktivt,aktivt,,
Maxiglas AB,5590732649,aktivt,aktivt,,
LINDTSON AB,5590879663,aktivt,aktivt,,
M Hansson El AB,5590326343,aktivt,aktivt,,
Blasberg Andreasson Arkitekter AB,5567211049,aktivt,aktivt,,
Ahlgrens Måleri i Broby Aktiebolag,5566311519,aktivt,aktivt,,
Byggbesiktning Martin Hollmann AB,5590346812,aktivt,aktivt,,
Slottsstadens Bygg AB,5569637688,aktivt,aktivt,,
Skåne Industrigolv AB,5592301534,aktivt,aktivt,,
LAVA Studio AB,5592104797,aktivt,aktivt,,
Common Affairs AB,5568805013,aktivt,aktivt,,
Ängelholms Geodesi AB,5569546699,aktivt,aktivt,,
Brenova i Skåne AB,5591770986,aktivt,aktivt,,
Tref AB,5566237391,aktivt,aktivt,,
4T Energy Consulting Malmö AB,5568597487,aktivt,aktivt,,
Regionkonsult i Helsingborg AB,5569044554,aktivt,aktivt,,
KT Production Model Agency AB,5590566468,aktivt,aktivt,,
Wedels Kakel & Design AB,5590157276,aktivt,Registrerad,,
Bjäre Bygg Konsult Aktiebolag,5561055384,aktivt,aktivt,,
J Bengtssons Elservice AB,5590032867,aktivt,aktivt,,
Jan Zygmunt Bygg AB,5568872260,aktivt,aktivt,,
Ecobyn Viadal AB,5591724686,aktivt,aktivt,,
HEMA Markprojektering AB,5567838049,aktivt,aktivt,,
Karin Sundberg Arkitektur AB,5591772099,aktivt,aktivt,,
Frembergs Bygg AB,5568663537,aktivt,aktivt,,
Wirtén Content Agency Aktiebolag,5565500807,aktivt,aktivt,,
Fors Inredning & Redovisning AB,5567320832,aktivt,aktivt,,
Fredlund Fasad AB,5591515621,aktivt,aktivt,,
Nömmérs Fog & Montage AB,5569280695,aktivt,aktivt,,
E.N Bygg i Anderslöv AB,5591638142,aktivt,aktivt,,
Graneborg Entreprenad & Uthyrning AB,5590999891,aktivt,aktivt,,
Förvaltnings AB Himmel & Pannkaka                 i Torekov,5562438316,aktivt,aktivt,,
Jimmy Berntsson Elinstallationer AB,5590419445,aktivt,aktivt,,
Jan Puchalski Bygg AB,5590861091,aktivt,aktivt,,
Sista versen 59363 AB,5591484208,inaktivt,inaktivt,,
LMS Hydraulik AB,5590768767,aktivt,aktivt,,
Fire Safety Resource FSR AB,5568161144,aktivt,aktivt,,
Sista versen 59791 AB,5568476096,inaktivt,inaktivt,,
Wienbergs Värmeservice AB,5590728100,aktivt,aktivt,,
NSV - Nordens Solvärme AB,5568510803,aktivt,aktivt,,
Syll & Byggtjänst Ängelholm AB,5592117450,aktivt,aktivt,,
CCS Rail AB,5590723325,aktivt,aktivt,,
VVS-Installationer i Furulund AB,5568399090,aktivt,aktivt,,
VS Syd Staffanstorp AB,5590472378,aktivt,aktivt,,
Testbedstudio Malmö AB,5569608473,aktivt,aktivt,,
HolsterGreen AB,5591483986,aktivt,aktivt,,
Cavok Consulting AB,5591624662,aktivt,aktivt,,
Team FO Produktion AB,5568312333,aktivt,aktivt,,
Oppetuna Gräv AB,5591419881,aktivt,aktivt,,
Hanssons Gräv i Hjärnarp Aktiebolag,5564393923,aktivt,aktivt,,
Havshusen hantverk AB,5591629646,aktivt,aktivt,,
Aktiebolaget Eriksson Bygg & Konstruktion,5568649676,aktivt,aktivt,,
ATLETO AB,5569976649,aktivt,aktivt,,
House Style Bygg i Malmö AB,5568154461,aktivt,aktivt,,
Barrborns Plåt AB,5565984860,aktivt,aktivt,,
Novoscand AB,5567183941,inaktivt,inaktivt,Konkurs avslutad,2020-11-16
Dagvattenteknik Syd AB,5590868062,aktivt,aktivt,,
Virentofta Industrirör AB,5591501811,aktivt,aktivt,,
Österlens Värme & VVS AB,5569976037,aktivt,aktivt,,
Deluxo Aktiebolag,5590640099,aktivt,aktivt,,
Törnquist & Törnquist AB,5566691076,aktivt,aktivt,,
Byggnadsmaskiner i Lund Förvaltnings AB,5566952551,aktivt,aktivt,,
Bella Service AB,5567882369,aktivt,aktivt,,
Dan Roos Bygg AB,5591580179,aktivt,aktivt,,
Korgol Home AB,5566961800,aktivt,aktivt,,
Takfönsterspecialisten Sverige AB,5568156367,aktivt,aktivt,,
Fagerdesign AB,5591738074,aktivt,aktivt,,
ELSEA AB,5569972713,aktivt,aktivt,,
Hörgeruds Bygg & Plåt AB,5569810111,aktivt,aktivt,,
Buskeröd Bygg AB,5567569057,aktivt,aktivt,,
Solhagen Invest AB,5568767932,aktivt,aktivt,,
MittSkånes EL AB,5591632129,aktivt,aktivt,,
Målerifirma Leif Jönsson AB,5590849807,aktivt,aktivt,,
Murarmästaren Skanör AB,5568314610,aktivt,aktivt,,
Door Installation Sweden AB,5569613580,aktivt,aktivt,,
CJ Bygg & Konsult i Höllviken AB,5590205323,aktivt,aktivt,,
Snickaren i Kristianstad AB,5567006977,aktivt,aktivt,,
Kevins Schakt & Maskin AB,5591074900,aktivt,aktivt,,
M.B.M Installations Consulting AB,5569609737,aktivt,aktivt,,
BLB Landberg Bygg AB,5568469778,aktivt,aktivt,,
Malmö Säkerhet i Örestad AB,5591676779,aktivt,aktivt,,
KENNETHS PLÅTSLAGERI I HELSINGBORG AB,5590036165,aktivt,aktivt,,
Mattis P Bygg AB,5567440945,aktivt,aktivt,,
Glas- & Aluminiummontage i Göinge AB,5565688685,aktivt,aktivt,,
SKÅNSKA PLATT AB,5569991788,aktivt,aktivt,,
Henryssons Entreprenad AB,5590095104,aktivt,aktivt,,
Öresunds inneklimat AB,5592201585,aktivt,aktivt,,
R & W Sprutlack och måleri AB,5590186994,aktivt,aktivt,,
Trelleborg Luftteknik AB,5566331566,aktivt,aktivt,,
BC Bygg Service AB,5591172670,aktivt,aktivt,,
M&J Måleri i Malmö AB,5569608853,aktivt,aktivt,,
Saritslövs plåt Aktiebolag,5568570518,aktivt,aktivt,,
Ängamarkens Byggentreprenad AB,5590602263,aktivt,aktivt,,
Aronssons Måleri AB,5591056709,aktivt,aktivt,,
Österlen Ventilation AB,5567688527,aktivt,aktivt,,
HRS Entreprenad AB,5569512774,aktivt,aktivt,,
Måleriexperten Skåne AB,5591919948,aktivt,aktivt,,
Blanking Design AB,5569796252,aktivt,aktivt,,
Hålservice Syd AB,5567260566,aktivt,aktivt,,
204 gruppen AB,5591803266,aktivt,aktivt,,
TM Kontaktledning AB,5591569453,aktivt,aktivt,,
Geysir Bygg AB,5569995466,aktivt,aktivt,,
Ola Gustafsson Projekthantering AB,5567405781,aktivt,aktivt,,
Design lösning och bygg i Skåne AB,5590733845,aktivt,aktivt,,
Videdal VVS Teknik AB,5591904072,aktivt,aktivt,,
Ramira Holding AB,5591919302,aktivt,aktivt,,
Forum Fastighetsekonomi i Skåne AB,5567075956,aktivt,aktivt,,
M Andersson Entreprenad AB,5564201720,aktivt,aktivt,,
Callmers Montageteknik AB,5567316392,aktivt,aktivt,,
Wallgren Arkitekter AB,5569972689,aktivt,aktivt,,
J2-Schakt AB,5592170681,aktivt,aktivt,,
Byggentreprenören i Skåne AB,5568431620,aktivt,aktivt,,
Plusway AB,5592002181,aktivt,aktivt,,
Form & Struktur Trädgårdsarkitektur Åhus AB,5590018007,aktivt,aktivt,,
Per Nordin Byggnads AB,5563416204,aktivt,aktivt,,
HV Entreprenad Aktiebolag,5591964928,aktivt,aktivt,,
Villabacken AB,5563561033,aktivt,aktivt,,
100% Rent Vatten Sverige AB,5568442569,aktivt,aktivt,,
KAIJAK CONSULTING AB,5567706469,aktivt,aktivt,,
B Kindahl Måleri Aktiebolag,5563722098,aktivt,aktivt,,
Vikens VVS AB,5566811195,aktivt,aktivt,,
Byggfirma Anders Nilsson i V. Torup               Aktiebolag,5564472784,aktivt,aktivt,,
KC Golventreprenad AB,5591469159,aktivt,aktivt,,
Ditt Hus i Skåne AB,5569461527,aktivt,aktivt,,
Fixera Peter Wanloo AB,5568996150,aktivt,aktivt,,
Jönssons transport international AB,5568442544,aktivt,aktivt,,
Era Landskap i Skåne Aktiebolag,5563114288,aktivt,aktivt,,
FB Miljöisolering AB,5567464598,aktivt,aktivt,,
Ludvigsens Allservice RFL AB,5591871545,aktivt,aktivt,,
Mix Bleck & Plåt i Tomelilla AB,5569538423,aktivt,aktivt,,
C. Forne Entreprenad AB,5590684337,aktivt,aktivt,,
EM TAK & PLÅT AB,5591510523,aktivt,aktivt,,
MOAL Engineering AB,5569687360,aktivt,aktivt,,
A Hanssons El Aktiebolag,5566517271,aktivt,aktivt,,
koistinen hellborg arkitektkontor aktiebolag,5563636173,aktivt,aktivt,,
The Joinery Malmö AB,5591768857,aktivt,aktivt,,
Jimmy Anderssons Måleri AB,5568603855,aktivt,aktivt,,
Lilla Råby Bygghantverk AB,5568996861,aktivt,aktivt,,
Karlewi AB,5590466842,aktivt,aktivt,,
GreconBygg AB,5569527368,aktivt,aktivt,,
chArk AB,5569162687,aktivt,aktivt,,
Tafvelin Byggentreprenad AB,5568630858,aktivt,aktivt,,
NILIDA AB,5569522633,aktivt,aktivt,,
R-by Målaren AB,5591056394,aktivt,aktivt,,
HN Gräv AB,5568530447,aktivt,aktivt,,
Bara Byggnadstjänst Aktiebolag,5561950592,aktivt,aktivt,,
