company,id,status,actual_status,remark,default_date
Baykal Bygg AB,5569209959,aktivt,aktivt,,
Nordens Skyddsglas Aktiebolag,5591628549,aktivt,aktivt,,
Vattentornshuset Aktiebolag,5562232727,aktivt,aktivt,,
C.W.A consulting AB,5590531827,inaktivt,Registrerad,Konkurs inledd,2019-06-20
Aktivitetsfabriken AB,5567803407,inaktivt,Registrerad,Konkurs inledd,2017-12-20
ToKJo AB,5569825861,aktivt,aktivt,,
SV Akustik AB,5591558274,aktivt,aktivt,,
HAGASTADEN VVS AB,5591590186,aktivt,aktivt,,
National Fönster Stockholm AB,5590153390,aktivt,aktivt,,
Robertos Plåt & Isolering AB,5568292022,aktivt,aktivt,,
ROTORSCHAKT Aktiebolag,5564139409,aktivt,aktivt,,
Odensala Anläggningsservice AB,5562176023,aktivt,aktivt,,
B. Norman Service & Entreprenad AB,5591862916,aktivt,aktivt,,
M.S.W Gruppen AB,5590588835,aktivt,aktivt,,
Morabergs Bygg AB,5590717194,aktivt,aktivt,,
Nynäshamns Elektriska AB,5568168495,aktivt,aktivt,,
J. Brunius bygg AB,5568141476,aktivt,aktivt,,
Svensk Markpartner AB,5567029185,inaktivt,Registrerad,Konkurs inledd,2019-10-21
Sven Paulsson Byggkvalite AB,5564808995,aktivt,aktivt,,
AB Brunna Byggkonsult,5567451348,aktivt,aktivt,,
CTJ EL AB,5569355653,aktivt,aktivt,,
CT Tak & Bygg AB,5590576889,aktivt,aktivt,,
Melhor Bygg AB,5590508478,inaktivt,Registrerad,Konkurs inledd,2019-12-11
Attunda Bygg & Måleri AB,5568284854,aktivt,aktivt,,
Oskar Sejnäs Arkitektur AB,5590105598,aktivt,aktivt,,
MD Rörservice AB,5591673750,aktivt,aktivt,,
RV. Ringdahls Ventilation AB,5565399598,aktivt,aktivt,,
JG Parkett & Inredning AB,5569658189,aktivt,aktivt,,
Stockholms El och Fastighetsservice Aktiebolag,5562905710,aktivt,aktivt,,
Färgarholmen Måleri & Consult AB,5568720576,aktivt,aktivt,,
Solid Projekt - & Fastighetsutveckling i Stockholm AB,5569278897,aktivt,aktivt,,
ZECA Entreprenad AB,5569233512,aktivt,aktivt,,
Handkraft Timmerhus Mälardalen AB,5569073389,aktivt,aktivt,,
Danimax Takservice AB,5590486097,aktivt,aktivt,,
Grund System Entreprenad i Stockholm AB,5569757734,aktivt,aktivt,,
Klinkersson&Kakelson AB,5590258041,aktivt,aktivt,,
ZEROFIVESEVENTEEN AB,5591531792,aktivt,aktivt,,
SIOB AB,5569509853,aktivt,aktivt,,
Affes Värmepumpsservice AB,5568536352,aktivt,aktivt,,
Nitel AB,5566452693,aktivt,aktivt,,
Utö Sjöstation AB,5569206179,aktivt,aktivt,,
Delwood Projektledning AB,5591045496,aktivt,aktivt,,
ES Holding AB,5568150592,aktivt,aktivt,,
Huddinge Bygg & Renoveringar AB,5590227541,aktivt,aktivt,,
AB Hstns EL och Belysning,5568983489,aktivt,aktivt,,
PQ Värme AB,5590174867,aktivt,aktivt,,
SG Masterbygg AB,5565674529,aktivt,aktivt,,
Hado El AB,5590016860,aktivt,aktivt,,
Lundholm & Kollin EL. IT Montage AB,5567223432,aktivt,aktivt,,
Caprocon AB,5569265738,aktivt,aktivt,,
Hasselqvist Måleri AB,5568401342,aktivt,aktivt,,
Rahm Property Consulting AB,5568314404,aktivt,aktivt,,
FLQ Holding AB,5569428104,aktivt,aktivt,,
Säkerhetsföretaget Rix Alarm AB,5565758132,aktivt,aktivt,,
ALV Rörservice Aktiebolag,5568034135,aktivt,aktivt,,
Brunna Rör och Ventilation Aktiebolag,5564926136,inaktivt,Registrerad,Konkurs inledd,2019-04-01
Hölö Tumba Elektriska AB,5567933337,aktivt,aktivt,,
Kummelnäs Bygg AB,5568311269,aktivt,aktivt,,
W-con tak och fasadkonsult AB,5591359673,aktivt,aktivt,,
Bromma köksrenovering AB,5591546261,aktivt,aktivt,,
Rör Nicke i Söderort AB,5591088322,aktivt,aktivt,,
Bygg Alex Alizadeh AB,5590752936,aktivt,aktivt,,
Curt Klunder Lidingö Bygg AB,5566807326,aktivt,aktivt,,
Lie Byggbolag i Stockholm AB,5568942238,aktivt,aktivt,,
AW Mark & Bygg AB,5591273452,aktivt,aktivt,,
M Reijtos Byggservice Aktiebolag,5563551695,aktivt,aktivt,,
Peter Lindfors Aktiebolag,5563073096,aktivt,aktivt,,
Torhems Bygg AB,5568573645,aktivt,aktivt,,
Hellgrens Entreprenad AB,5590311048,aktivt,aktivt,,
WP El AB,5566516398,aktivt,aktivt,,
SKH Allservice AB,5569316572,inaktivt,Registrerad,Konkurs inledd,2020-11-12
Skeviks Bygg AB,5568036429,aktivt,aktivt,,
Generation Fyra Vvs Aktiebolag,5569103749,aktivt,aktivt,,
Hedvig Andér Stil & Design AB,5567595201,aktivt,aktivt,,
Carl Ek Fastigheter AB,5591100028,aktivt,aktivt,,
Beppes Grävtjänst Aktiebolag,5563319861,aktivt,aktivt,,
JE Bygg & Automationsteknik AB,5591255715,aktivt,aktivt,,
EtCon AB,5566314489,aktivt,aktivt,,
THP Produktion AB,5591734305,aktivt,aktivt,,
AB Spetz Glasmästeri,5566105291,aktivt,aktivt,,
NORRTÄLJE SJÖ & BYGG AB,5569304370,aktivt,aktivt,,
P&K Verksamhets Consulting AB,5590993779,aktivt,aktivt,,
Stockholms Måleri & Lack AB,5567218101,aktivt,aktivt,,
Stockholm Kök & Snickeri AB,5567879274,aktivt,aktivt,,
Trient AB,5567472716,aktivt,aktivt,,
Edh's Verkstad & Markservice AB,5590071055,aktivt,aktivt,,
FHV takplåtslageri AB,5568326945,aktivt,aktivt,,
Cavati AB,5565078622,aktivt,aktivt,,
M. Fischer Konsult Aktiebolag,5562407428,aktivt,aktivt,,
IMF Teknik Aktiebolag,5565638748,aktivt,aktivt,,
Obscura Magica Omagica Aktiebolag,5564542560,aktivt,aktivt,,
Ridderskans Måleri AB,5566023916,aktivt,aktivt,,
JG's Lyfttjänst AB,5566337100,aktivt,aktivt,,
Klingsta Projektutveckling AB,5569777708,aktivt,aktivt,,
Broberg Projektledning AB,5591493712,aktivt,aktivt,,
ANG Forfast AB,5567179758,aktivt,aktivt,,
HOS Haga AB,5567087308,aktivt,aktivt,,
ESS Solution AB,5569371544,aktivt,aktivt,,
Development in line AB,5568394323,aktivt,aktivt,,
ULF EKENMAN Aktiebolag,5560335381,aktivt,aktivt,,
Hesling & Björklund AB,5567689749,aktivt,aktivt,,
MIN Bygg och Projektledare i Sundbyberg AB,5590519046,aktivt,aktivt,,
U-V Isolering AB,5568987266,aktivt,aktivt,,
Vantör Bygg AB,5566974472,aktivt,aktivt,,
Stock Bygg Service AB,5590254198,inaktivt,Registrerad,Konkurs inledd,2019-02-11
SNICKARNS BYGGSERVICE I NORRTÄLJE AB,5568985427,aktivt,aktivt,,
Margreth Dahlqvist arkitektur & design AB,5568929920,aktivt,aktivt,,
C-Element AB,5591651434,aktivt,aktivt,,
Ferox Entreprenad AB,5591970628,aktivt,aktivt,,
Winroth arkitekter AB,5591033658,aktivt,aktivt,,
Sson & Hed AB,5591425342,aktivt,aktivt,,
Danell Nilsson Aktiebolag,5561753400,aktivt,aktivt,,
Gräsvretens Entreprenad AB,5591946040,aktivt,aktivt,,
4 Väggar AB,5590583059,aktivt,aktivt,,
Solö Måleri AB,5590373337,aktivt,aktivt,,
Urban Builder Sweden AB,5591984991,aktivt,aktivt,,
Gräddö Schakt AB,5569972317,aktivt,aktivt,,
Stockholms Byggnadsbolag AB,5591237846,aktivt,aktivt,,
Fjellkakel AB,5568242126,aktivt,aktivt,,
Concepta Group AB,5590593819,aktivt,aktivt,,
P Ekman Bygg AB,5591703003,aktivt,aktivt,,
Låsmästarassistans Norrort AB,5568414576,aktivt,aktivt,,
Stensta Entreprenad AB,5591367429,aktivt,aktivt,,
Singö Byggtjänst AB,5568805310,aktivt,aktivt,,
Jesper Eriksson Bygg AB,5567967046,aktivt,aktivt,,
LINESIGHT AB,5591948863,aktivt,aktivt,,
K2 Entreprenad AB,5590215637,aktivt,aktivt,,
Weylandts Bygg och Plattsättning AB,5591092852,aktivt,aktivt,,
Mtera AB,5591897698,aktivt,aktivt,,
Conecta Elkonsult AB,5566140165,aktivt,aktivt,,
Montage Vent Gruppen i Botkyrka AB,5568190192,aktivt,aktivt,,
HAANKA AB,5590608153,inaktivt,Registrerad,Konkurs inledd,2020-04-27
Strömbergs Bygg & Inredning AB,5591093819,aktivt,aktivt,,
Approval Engineering AB,5563240844,aktivt,aktivt,,
TLB Pool & Bygg AB,5567897912,aktivt,aktivt,,
S Lindroth AB,5568315120,aktivt,aktivt,,
Magnus Råström Snickeri & Inrednings AB,5568820160,aktivt,aktivt,,
Johanssons Kylservice i Stockholm AB,5568409600,aktivt,aktivt,,
IDIALL AB,5569956179,aktivt,aktivt,,
Exis fasad & puts AB,5569412405,aktivt,aktivt,,
Veibo Bygg AB,5565154688,aktivt,aktivt,,
Brand Theater AB,5565370326,aktivt,aktivt,,
Lövdalens Bygg & Förvaltnings Aktiebolag,5564105400,aktivt,aktivt,,
Fastighetskonsult Jan Ulinder AB,5567720338,aktivt,aktivt,,
Bergsbos Svenska AB,5569475964,aktivt,aktivt,,
AGV Bygg AB,5569238958,aktivt,aktivt,,
MultiMontage i Stockholm AB,5568804735,aktivt,aktivt,,
DWP Stockholm AB,5591604847,aktivt,aktivt,,
Projektverkstan Tullinge AB,5569275752,aktivt,aktivt,,
Beijar Combi Bygg & Förvaltning AB,5568954225,aktivt,aktivt,,
Stolpes Trädgårdsentreprenad AB,5569029662,aktivt,aktivt,,
LGE Plattsättning AB,5591703169,aktivt,aktivt,,
Treboras Fastighetsförvaltning AB,5568054687,aktivt,aktivt,,
Sjödin Arkitektur AB,5568368889,aktivt,aktivt,,
Novacon AB,5566101688,aktivt,aktivt,,
Witek Bygg i Söder AB,5590395157,aktivt,aktivt,,
Nicke Lemberg Bygg & Entreprenad AB,5592241086,aktivt,aktivt,,
J-O ANDERSSON BYGG & FASTIGHETER Aktiebolag,5564643335,aktivt,aktivt,,
Byggservice & Entreprenad i Nykvarn AB,5561680363,aktivt,aktivt,,
Greger Måleriservice AB,5568286727,inaktivt,Registrerad,Konkurs inledd,2019-08-22
Två Flygare Bygg AB,5591933048,aktivt,aktivt,,
A.L Gräv & Schakt Entreprenad AB,5591538458,aktivt,aktivt,,
Kviglöts El- & Fastighetsservice AB,5567476741,aktivt,aktivt,,
Norab Bygg & Anläggning AB,5566243191,aktivt,aktivt,,
Sthlm Con & Entreprenad AB,5590881040,aktivt,aktivt,,
Garpenlövs Bygg & Fastighetsservice AB,5590861638,aktivt,aktivt,,
Johannes Eld och Lera AB,5590379573,aktivt,aktivt,,
Jidström & Gil AB,5569668519,aktivt,aktivt,,
Totalt plattsättning entreprenad S.V.H AB,5569539298,aktivt,aktivt,,
Unlimited Design och Produktion KEGJ AB,5568663370,aktivt,aktivt,,
Mizi Platt AB,5569378291,aktivt,aktivt,,
Camillas Städ & Måleri AB,5569435695,aktivt,aktivt,,
BYAK Ulf Jansson AB,5565605234,aktivt,aktivt,,
HNIA AB,5590242706,inaktivt,Registrerad,Konkurs inledd,2020-07-09
Byggledning 2000 AB,5568344724,aktivt,aktivt,,
SKDN ECO Hus AB,5565533238,aktivt,aktivt,,
BESIKTNINGSBOLAGET STOCKHOLM AB,5591476022,aktivt,aktivt,,
Roland Andersson Markanläggningar AB,5567892095,aktivt,aktivt,,
Tillmans Rör Aktiebolag,5561815944,aktivt,aktivt,,
Montagegruppen Stuvsta AB,5590077912,aktivt,aktivt,,
Thilia Bygg Aktiebolag,5564655818,aktivt,aktivt,,
Bygglotsen Husarö AB,5563459824,aktivt,aktivt,,
EsTBeL Company Tak & Bygg AB,5590569728,inaktivt,Registrerad,Konkurs inledd,2020-02-10
Work Sell AB,5591394340,aktivt,aktivt,,
PeBeG Inito AB,5590531835,aktivt,aktivt,,
Unigolv Stockholm AB,5568113939,aktivt,aktivt,,
