company,id,status,actual_status,remark,default_date
OSAÜHING GRANDECO GROUP,5020687538,aktivt,aktivt,,
DG Plattsättning & Bygg AB,5592713795,aktivt,aktivt,,
Stuvsta Fastighets Aktiebolag,5561065912,aktivt,Registrerad,,
DP PLÅT & BYGG AB,5592443559,aktivt,aktivt,,
Mark & schaktservice i Stockholm AB,5565640140,aktivt,aktivt,,
E.H.K.L. Arkitektgrupp Aktiebolag,5562674332,aktivt,Registrerad,,
SJH OFFSHORE,5020817085,aktivt,aktivt,,
WORLD RECRUITMENT SERVICES,5020668157,aktivt,aktivt,,
Bimox Byggentreprenad AB,5592753916,aktivt,aktivt,,
Simon Ryhnells Entreprenad AB,5592604465,aktivt,aktivt,,
Skampini AB,5592646326,aktivt,aktivt,,
Nordens Eltjänst i Stockholm AB,5592449853,aktivt,aktivt,,
Robman AB,5592707102,aktivt,aktivt,,
Reinova Europe AB,5567035208,aktivt,aktivt,,
Dynamic Communication i Brunna AB,5592630221,aktivt,aktivt,,
OÜ BOMRAT,5020645049,aktivt,aktivt,,
Benjii Måleri AB,5592652480,aktivt,aktivt,,
Passion for Hotels Sweden AB,5592544505,aktivt,aktivt,,
UAB SENAMIESCIO DIZAINO SALONAS,5020624150,aktivt,aktivt,,
Ec Willman Invest AB,5592447360,aktivt,aktivt,,
Vambrezia Bygg AB,5592440845,aktivt,aktivt,,
Boudeco Styling AB,5592586324,aktivt,aktivt,,
MRF byggtjänster AB,5592556582,aktivt,aktivt,,
"SIA ""BTK BUVE""",5020702352,aktivt,aktivt,,
SH.EL.SA BYGG AB,5590846506,inaktivt,Registrerad,Konkurs inledd,2020-05-08
Söderfalks mark & anläggning AB,5592680861,aktivt,aktivt,,
Jonie Design AB,5592176969,aktivt,aktivt,,
Conny Hansson Måleri AB,5592549611,aktivt,aktivt,,
BGT&MN AB,5592789753,aktivt,aktivt,,
Glasberga Fastighetsaktiebolag,5563610707,aktivt,Registrerad,,
Seventy-five Year Plan AB,5592390578,aktivt,aktivt,,
ARCERS SIA,5020624754,aktivt,aktivt,,
O Thunblad AB,5592438724,aktivt,aktivt,,
Peterberg Bygg AB,5592666555,aktivt,aktivt,,
Avant Guard AB,5592538424,aktivt,aktivt,,
Allstrins Måleri & Design i Vallentuna AB,5592387202,aktivt,aktivt,,
TA Corporation AB,5592553035,aktivt,aktivt,,
Norrtälje Golv & Plattsättning AB,5592581218,aktivt,aktivt,,
Tre Liljor Detaljist Aktiebolag,5564037520,aktivt,aktivt,,
ChristerMultiService Partner AB,5592696958,aktivt,aktivt,,
ALTERNATIV ANLÄGGNING SKANDINAVIEN AB,5592614753,aktivt,Registrerad,,
STS Asfalt AB,5592426901,aktivt,aktivt,,
SIA G.B.U,5020642558,aktivt,aktivt,,
Lisö Mur & Puts AB,5592548761,aktivt,aktivt,,
HS Betong Aktiebolag,5592499932,aktivt,aktivt,,
Compact Solutions AB,5569248171,aktivt,Registrerad,,
Guld Sol byggen AB,5592263973,aktivt,aktivt,,
Elgöns Fastighetsägareförening u.p.a.,7164166121,aktivt,aktivt,,
Northscan AB,5592225360,aktivt,aktivt,,
MP BYGG OÜ,5020709563,aktivt,aktivt,,
08 Fastighetspartner AB,5592570039,aktivt,aktivt,,
SWECO BELGIUM NV/SA,5020785639,aktivt,aktivt,,
MDA Måleri & Entreprenad AB,5592566987,aktivt,aktivt,,
SLJ Inredningskonsult AB,5565228383,aktivt,aktivt,,
Attraktion AB,5592571425,aktivt,aktivt,,
Vious AB,5590965843,aktivt,aktivt,,
DALENS SAMFÄLLIGHETSFÖRENING,7179175612,aktivt,aktivt,,
NazVik El och Bygg AB,5592489842,aktivt,aktivt,,
Antakus AB,5592401557,aktivt,aktivt,,
MIL-BUD SPOLKA Z.O.O.,5020618368,aktivt,aktivt,,
Segerdahl byggkonsult AB,5592708969,aktivt,aktivt,,
Melval AB,5565050969,aktivt,aktivt,,
Norrorts plattsättning AB,5592662877,aktivt,aktivt,,
FULL CONNECTION LIMITED Filial,5164119603,aktivt,aktivt,,
Ardian mur och puts AB,5592667785,aktivt,aktivt,,
Installationsteknik i Roslagen AB,5592772486,aktivt,aktivt,,
ANDSVE Projekt AB,5592629579,aktivt,aktivt,,
ALLIED WORLDWIDE LIMITED,5020593975,aktivt,aktivt,,
N Service Sverige AB,5592237464,aktivt,aktivt,,
Mazebar & Kök AB,5590002068,aktivt,Registrerad,,
FMJ BYGG AB,5592727555,aktivt,aktivt,,
Cloud RE Group AB,5592755457,aktivt,aktivt,,
Prio Eltjänst Sthlm AB,5592739246,aktivt,aktivt,,
Wallmark Trädfällning & Bygg AB,5592665011,aktivt,aktivt,,
Wama Entreprenad AB,5590970439,aktivt,aktivt,,
RP BYGG & MONTAGE STOCKHOLM AB,5592386659,aktivt,aktivt,,
Magnolia Hotell byggbolag AB,5592544729,aktivt,aktivt,,
TBM Service AB,5592632896,aktivt,aktivt,,
Dyviksnäs Gård AB,5591871909,aktivt,aktivt,,
Björkö Landsbygdsutveckling ek. för.,7696366686,aktivt,aktivt,,
The J.A.Y. AB,5592381635,aktivt,aktivt,,
ByggSima AB,5591519797,aktivt,aktivt,,
SECUS INTERNATIONAL CO.; LTD,5020666581,aktivt,aktivt,,
Norr till Söder Entreprenad AB,5592766520,aktivt,aktivt,,
TAJAKS SP.ZO.O.,5020621982,aktivt,aktivt,,
Hela Stockholms Måleri AB,5592617343,aktivt,aktivt,,
Willington 2 Aktiebolag,5591448054,aktivt,aktivt,,
Southmountain AB,5592373780,aktivt,aktivt,,
GEODESIE GRUPPEN AS,5020604483,aktivt,aktivt,,
H3E Bygg AB,5592550411,aktivt,aktivt,,
Kuyabano Design Studio AB,5592494743,aktivt,aktivt,,
EUROTECH M.CZUDEC; J RYGIEL; P. ZBOROWSKI SP.J,5020639885,aktivt,aktivt,,
Ergo3 Bygg AB,5569664351,inaktivt,Registrerad,Konkurs inledd,2020-08-28
POLLEO SP. Z. O. O.,5020640586,aktivt,aktivt,,
SUOMEN EUROTELINE OY,5020685987,aktivt,aktivt,,
New Real Estate Sweden Utveckling AB,5592499072,aktivt,aktivt,,
Alexander Eklund Dykentreprenad AB,5592668551,aktivt,aktivt,,
AF Anläggning AB,5592500077,aktivt,aktivt,,
ARKIVIST Group AB,5592402787,aktivt,aktivt,,
DS Product Scandinavia AB,5592429236,aktivt,aktivt,,
Berg villa AB,5592427974,aktivt,aktivt,,
AK-18 Gruppen AB,5592571847,aktivt,aktivt,,
Lisa Ullenius AB,5592578560,aktivt,aktivt,,
SLH Aktiv Företagstjänst AB,5563546406,aktivt,aktivt,,
FLOOREVER AS FREMTIDENS GULV,5020685094,aktivt,aktivt,,
Timberlego AB,5592141310,aktivt,Registrerad,,
Branschrådet YBG Ekonomisk förening,7696193692,aktivt,aktivt,,
Jarefalks bygg;mek och entreprenad AB,5592466535,aktivt,aktivt,,
PreDev Ultuna PD AB,5592452915,aktivt,aktivt,,
Byggkällan i Roslagen AB,5592666332,aktivt,aktivt,,
STRONG Construction Management & Training AB,5592181324,aktivt,aktivt,,
Defra Återvinning AB,5592476062,aktivt,aktivt,,
RJK PROJEKTLEDNING AB,5592186661,aktivt,aktivt,,
Scandinavian Energy Group AB,5592593932,aktivt,aktivt,,
CSM Partners AB,5592665623,aktivt,aktivt,,
Konvest Bygg och Våtrum AB,5592681182,aktivt,aktivt,,
Konsult BG AB,5592133564,aktivt,aktivt,,
Svensk Ritningstjänst AB,5592747348,aktivt,aktivt,,
ELBYULY AB,5592824121,aktivt,aktivt,,
Z&S Bygg och Renovering AB,5592640493,aktivt,aktivt,,
Stad och Land Burell Arkitektur AB,5592846769,aktivt,aktivt,,
Upgrade Design Stockholm AB,5592518509,aktivt,aktivt,,
TT-20 Gruppen AB,5592640568,aktivt,aktivt,,
DLDJM Totalentreprenad AB,5592751563,aktivt,aktivt,,
Ulvsunda projektledning AB,5592588551,aktivt,aktivt,,
Znabb Celer AB,5592752173,aktivt,aktivt,,
Alvin Graphics & Consulting AB,5592667793,aktivt,aktivt,,
STHLM ROOMS AB,5592699895,aktivt,aktivt,,
Byggsituation i Stockholm AB,5592482300,aktivt,aktivt,,
Karpila Bygg & Konsult AB,5592672587,aktivt,aktivt,,
Rollof Design AB,5592692437,aktivt,aktivt,,
Sjöstruktur AB,5592623564,aktivt,aktivt,,
MEGA S.A.,5020722434,aktivt,aktivt,,
RAK-BYGG OY,5020723150,aktivt,aktivt,,
JLO Projektledning AB,5592613581,aktivt,aktivt,,
NTC cloud filial,5164084914,aktivt,aktivt,,
Guldhammaren bygg AB,5592713555,aktivt,aktivt,,
EYEDS AB,5592679202,aktivt,aktivt,,
MEIDACO OÜ,5020724968,aktivt,aktivt,,
AH Drift & Elteknik AB,5592717689,aktivt,aktivt,,
YarCo Group Handelsbolag,9697935295,aktivt,aktivt,,
Ekonomiska Föreningen Resarö,7020017633,aktivt,aktivt,,
Warsén Consulting AB,5592603137,aktivt,aktivt,,
Fimbultyr AB,5592428097,aktivt,aktivt,,
Tendint AB,5592720675,aktivt,aktivt,,
RESIDY AB,5592610330,aktivt,aktivt,,
Advice Project Sweden AB,5592526593,aktivt,aktivt,,
GF-SERVICE OY,5020727847,aktivt,aktivt,,
YAPI MERKEZI CONSTRUCTION SWEDEN Filial,5164122508,inaktivt,inaktivt,,
Spets Byggnadsplåt och Vent AB,5592472616,aktivt,aktivt,,
Antikträdet AB,5591564777,aktivt,aktivt,,
KATARAX Arkitektur AB,5592316250,aktivt,aktivt,,
Lnp bygg AB,5592319478,aktivt,aktivt,,
Dream Project i Sverige AB,5592812050,aktivt,aktivt,,
KR VENT AB,5591797765,aktivt,aktivt,,
By Brinell AB,5592480346,aktivt,aktivt,,
Trixabygg AB,5592754963,aktivt,aktivt,,
APL Konsult AB,5592622061,aktivt,aktivt,,
Vadeta Bygg i Sverige Filial,5164117524,aktivt,aktivt,,
MA Brunnsborring AB,5592664659,aktivt,aktivt,,
Målartösen AB,5592813009,aktivt,aktivt,,
Brynolf Konstruktion och Besiktning AB,5592751043,aktivt,aktivt,,
Evolution Sales Management Sweden AB,5569773897,aktivt,aktivt,,
STARK STANDARD OU,5020787882,aktivt,aktivt,,
Bley Projektpartner AB,5592403090,aktivt,aktivt,,
Wermdö Eketrä Byggnads AB,5590103049,aktivt,aktivt,,
Sveakontrast AB,5592608607,aktivt,aktivt,,
DESSONA Consulting AB,5591969000,aktivt,aktivt,,
Motala Badhusen Varamon AB,5591022859,aktivt,Registrerad,,
J.J. Bygg & Vent AB,5592776016,aktivt,aktivt,,
GELEX AB,5590313234,aktivt,aktivt,,
Plus One Entreprenad AB,5592663693,aktivt,aktivt,,
Kasirga Byggentreprenader AB,5592640386,aktivt,aktivt,,
Bucca Studio AB,5592379159,aktivt,aktivt,,
R Hansson industridesign AB,5592557366,aktivt,aktivt,,
Massivverk AB,5591364434,aktivt,aktivt,,
HLG projekt AB,5591610604,aktivt,aktivt,,
GoodLine Konstruktion & Anläggning AB,5592755564,aktivt,aktivt,,
CEMART,5020761499,aktivt,aktivt,,
ÖJO AB,5592331929,aktivt,aktivt,,
Sigtuna Kalkyl & Konsult AB,5592603749,aktivt,aktivt,,
Helgö Form AB,5592303258,aktivt,aktivt,,
Attáge AB,5592664576,aktivt,aktivt,,
Isidor Invest Aktiebolag,5563318301,aktivt,aktivt,,
Jerker Larsson AB,5565137659,aktivt,aktivt,,
Carl Ernst Consulting AB,5592450182,aktivt,aktivt,,
Ingarö Grävmaskiner AB,5592478472,aktivt,aktivt,,
Optimea El AB,5591643241,aktivt,aktivt,,
Henke & Sungans Vulk och Motell AB,5590473004,aktivt,aktivt,,
Melskär Fastighets AB,5592576465,aktivt,aktivt,,
CONFIX OÜ,5020681671,aktivt,aktivt,,
RUSLANS CIRKINS,5020722210,aktivt,aktivt,,
Nordic Hill projektbolag 1 AB,5592315450,aktivt,aktivt,,
Jonssons Måleri Sthlm AB,5592641657,aktivt,aktivt,,
BRAHUS OÜ,5020703806,aktivt,aktivt,,
Elise Bygg & Design AB,5592705346,aktivt,aktivt,,
Sea Pearl Trading AB,5592227630,aktivt,aktivt,,
Folkungagatan produktion AB,5592312382,aktivt,aktivt,,
Boverus AB,5592749807,aktivt,aktivt,,
Eldkompaniet i Sverige AB,5592600794,aktivt,aktivt,,
Nemat Bygg Handelsbolag,9697938356,aktivt,aktivt,,
MPM Scandinavia AB,5592667496,aktivt,aktivt,,
KASLOTT AB,5592632722,aktivt,aktivt,,
Amigos Måleri & Städ AB,5592742794,aktivt,aktivt,,
VODA Sverige AB,5592444656,aktivt,aktivt,,
S4 Stockholm AB,5592669724,aktivt,aktivt,,
MDK Service AB,5592554181,aktivt,aktivt,,
Byggdirektoratet AB,5592710791,aktivt,aktivt,,
M.W.G. Larm Installationer AB,5592464381,aktivt,aktivt,,
BP Armas Entreprenad; Byggledning och Projektsamordning AB,5592472202,aktivt,aktivt,,
Stefans Mark o Anläggning Kommanditbolag,9697915255,aktivt,Registrerad,,
VHS Nordic AB,5592381965,aktivt,aktivt,,
MT ON THE ROAD OY,5020740790,aktivt,aktivt,,
DARCHEM ENGINEERING LIMITED,5020741137,aktivt,aktivt,,
Marius Stefans Bygg AB,5592571177,aktivt,aktivt,,
Golden House bygg och städ AB,5591445647,aktivt,aktivt,,
AllSverigeRocks AB,5591974471,aktivt,aktivt,,
Farnia AB,5592694581,aktivt,aktivt,,
Skälby Byggservice AB,5592651771,aktivt,aktivt,,
Studio Sterner AB,5592666399,aktivt,aktivt,,
Greasepatrol AB,5592286792,aktivt,aktivt,,
Million Design Kommanditbolag,9697861947,aktivt,Registrerad,,
Lively Bay Handelsbolag,9697933035,aktivt,aktivt,,
Brand och Fog Stockholm AB,5592363344,aktivt,aktivt,,
Fast 10 Stockholm AB,5590367511,aktivt,aktivt,,
Sickla Indoor Golf AB,5592663073,aktivt,aktivt,,
Morneon Aktiebolag,5563729648,aktivt,aktivt,,
HL Interiör Aktiebolag,5560424847,aktivt,aktivt,,
MS Proffs & Service AB,5592648363,aktivt,aktivt,,
CHANEL LIMITED,5020744875,aktivt,aktivt,,
M&C Entreprenad AB,5592658982,aktivt,aktivt,,
MIKA Safe AB,5569391096,aktivt,aktivt,,
Optimal Bygg Sverige AB,5592581812,aktivt,aktivt,,
N-TEK Roads AB,5592378136,aktivt,aktivt,,
Pexon Mark & Bygg AB,5592706955,aktivt,aktivt,,
NORTH EUROPEAN BIO TECH OY,5020746565,aktivt,aktivt,,
COMPAIR AIRCONDITIONING BV,5020746359,aktivt,aktivt,,
Tersus Byggkonsult AB,5592217631,aktivt,aktivt,,
MITHI FÖRVALTNING I STOCKHOLM AB,5567326540,aktivt,aktivt,,
ECW Innovation AB,5592643018,aktivt,aktivt,,
M2 Consulting Sverige AB,5592644404,aktivt,aktivt,,
Kembel Brand & Säkerhet AB,5592569882,aktivt,aktivt,,
Intertek Testing Services NA Sweden AB,5561998062,aktivt,Registrerad,,
Local Hero Sverige AB,5592697188,aktivt,aktivt,,
Wallström Montage Aktiebolag,5569730947,aktivt,aktivt,,
WIBE WORK KFT,5020747308,aktivt,aktivt,,
Rörpatrullen AB,5592641905,aktivt,aktivt,,
CONCRETE CONSTRUCTION CONTRACTOR OÜ,5020747829,aktivt,aktivt,,
PRO VVS Stockholm AB,5592655905,aktivt,aktivt,,
Energigrund i Stockholm AB,5591561336,aktivt,aktivt,,
Marcus Axelsson arkitekter AB,5592674310,aktivt,aktivt,,
Österbo Entreprenad AB,5592579303,aktivt,aktivt,,
Törnskogens Konsultbyrå AB,5592072929,aktivt,aktivt,,
Koordinator Byggkonsult Stockholm AB,5592357775,aktivt,aktivt,,
Arbetsboden i Stockholm AB,5592534910,aktivt,aktivt,,
CRSL AB,5592427925,aktivt,aktivt,,
Lekberg Brand Identity AB,5592418890,aktivt,aktivt,,
Gatter Consulting AB,5592640048,aktivt,aktivt,,
RIMA Projekt AB,5592035793,aktivt,aktivt,,
M M Håltagning AB,5592598279,aktivt,aktivt,,
Rosmarin Designing Communication AB,5592599582,aktivt,aktivt,,
HP-GRUPPEN,5020598990,aktivt,aktivt,,
Tidlös Arkitektur Anna Duell AB,5592758618,aktivt,aktivt,,
Karlebo Helikopter AB,5562615723,aktivt,Registrerad,,
HEI bygg AB,5592721343,aktivt,aktivt,,
Svedén El AB,5592812738,aktivt,aktivt,,
EM TAKGRUPPEN AB,5592657109,aktivt,aktivt,,
Badrumsdröm Stockholm AB,5592175375,aktivt,aktivt,,
Ekrot Tekniska AB,5592722812,aktivt,aktivt,,
R&A kvalitetsbygg AB,5592627656,aktivt,aktivt,,
Axelsberg Snickeri inom Bygg AB,5592588924,aktivt,aktivt,,
GDN Bygg AB,5592604549,aktivt,aktivt,,
Robert Lilja's Måleri AB,5592490980,aktivt,aktivt,,
CRYSTAL AIR LIMITED,5020759568,aktivt,aktivt,,
Wermdö coast construction AB,5592438153,aktivt,aktivt,,
Lindfors fönsterhantverk och byggnadsvård AB,5592413891,aktivt,aktivt,,
Småelhjälpen AB,5592318702,aktivt,aktivt,,
Styresman Byggkonsult AB,5592326416,aktivt,aktivt,,
LAMA Bygg AB,5592606825,aktivt,aktivt,,
BALTISK BYGG,5020760731,aktivt,aktivt,,
GSVent AB,5590988167,aktivt,aktivt,,
ALFA LAVAL SUPPORT SERVICE PVT. LTD.,5020761739,aktivt,aktivt,,
Nordic Bygg & Fastighetsservice AB,5591684641,aktivt,Registrerad,,
Ramsta Fastighets AB,5567396659,aktivt,aktivt,,
Wegard Design AB,5592564214,aktivt,aktivt,,
Andersson & Ljungström Invest AB,5592376858,aktivt,aktivt,,
METZ Invest AB,5592609068,aktivt,aktivt,,
JELG Handelsbolag,9697917525,aktivt,aktivt,,
JUMIKS CONSTRACTION & MAINTENANCE SI A,5020764048,aktivt,aktivt,,
EP deco handelsbolag,9697872720,aktivt,aktivt,,
DCG Consult Group AB,5592671969,aktivt,aktivt,,
JES TA & Trafik Stockholm AB,5592526015,aktivt,aktivt,,
VE Bygg AB,5592179922,aktivt,aktivt,,
Lindén Montage & Bygg AB,5592781321,aktivt,aktivt,,
Rickard Hederstierna Industridesign AB,5590341219,aktivt,aktivt,,
EUROPROFIT OY,5020766290,aktivt,aktivt,,
EHC i Åkersberga AB,5592179104,aktivt,aktivt,,
MODULE HOUSE SALES OÜ,5020767363,aktivt,aktivt,,
Rostberg arkitektstudio AB,5592536006,aktivt,aktivt,,
Mon nom de plume AB,5592359250,aktivt,aktivt,,
Byggservice & Städ Handen AB,5591097950,inaktivt,Registrerad,Konkurs inledd,2018-09-04
Bioinspira by Johanna AB,5592651185,aktivt,aktivt,,
Total Construct; Sweden Rep Office; filial till T.C. International Romania SRL; Rumänien,5164033572,aktivt,aktivt,,
Projektförstärkning Sverige AB,5592678881,aktivt,aktivt,,
Faskunge Bostadsutveckling AB,5591148522,aktivt,Registrerad,,
Crowwc Design AB,5592533342,aktivt,aktivt,,
Art Papas All Service AB,5592735830,aktivt,aktivt,,
HELA Projekt Stockholm AB,5591859177,aktivt,Registrerad,,
Hantverkaren Niklas Lindquist AB,5592606692,aktivt,aktivt,,
Skärgårdsbygg och Design i Gustavsberg AB,5592394695,aktivt,aktivt,,
Octaed beräkningskonsulter AB,5566429667,aktivt,aktivt,,
KRAMNÄS SAMFÄLLIGHETSFÖRENING,7164244407,aktivt,aktivt,,
Setema Trading Aktiebolag,5562423367,aktivt,aktivt,,
David Nielsens AB,5592442122,aktivt,aktivt,,
Bosses Entreprenad AB,5592763725,aktivt,aktivt,,
HOLZ + FORM SCHREINEREI GMBH,5020807029,aktivt,aktivt,,
Tricoreal Mitten Holding AB,5592289507,aktivt,aktivt,,
Linnea Märak Interiör AB,5592455843,aktivt,aktivt,,
Colorita Måleri AB,5592272693,aktivt,aktivt,,
NL Invest & Förvaltning AB,5592583206,aktivt,aktivt,,
AB TakSpecialisten Norrköping,5592515414,aktivt,aktivt,,
TECHNOGARDEN ALBATROSS PROSJEKTLEDELSE,5020767934,aktivt,aktivt,,
BELKRAFT AB,5592446719,aktivt,aktivt,,
Ninna och Eva Interior AB,5592753296,aktivt,aktivt,,
Skedevi Holding AB,5564426459,aktivt,aktivt,,
Valgrundet offshore AB,5592211410,aktivt,aktivt,,
Serdjo Bygg AB,5592642945,aktivt,aktivt,,
MASSIVET HOLDING AB,5591343719,aktivt,aktivt,,
DAGO Bygg AB,5592564982,aktivt,aktivt,,
VAST AB,5592560030,aktivt,aktivt,,
Bird Olofsson AB,5592642671,aktivt,aktivt,,
GZ Invest AB,5592327653,aktivt,aktivt,,
Glasalux AB,5592338916,aktivt,aktivt,,
Axene Productions Handelsbolaget,9697931708,aktivt,aktivt,,
Misikoglou Consulting AB,5592747249,aktivt,aktivt,,
Bendelins måleri AB,5592412836,aktivt,aktivt,,
B2B Ingenjörsbyrå Stockholm AB,5592607948,aktivt,aktivt,,
N. Karlsson Byggkonsult AB,5592434046,aktivt,aktivt,,
BARKARBY KONSULT BYGGENTREPRENADER AB,5592576176,aktivt,aktivt,,
VVS & Förvaltning Stockholm AB,5592502644,aktivt,aktivt,,
MIKNEL INSTALLATION SERVICE AB,5592578875,aktivt,aktivt,,
Sten i kubik AB,5592579915,aktivt,aktivt,,
Medowland AB,5592434160,aktivt,aktivt,,
GBB Syd AB,5592347297,aktivt,aktivt,,
BB Roslagens Byggtjänst AB,5592598220,aktivt,aktivt,,
Henkes Grund & Mark AB,5592540644,aktivt,aktivt,,
ROSBORG CONSULTING AB,5592538044,aktivt,aktivt,,
R C Byggställningar AB,5592754062,aktivt,aktivt,,
Riddersvik kvarter 8 i Hässelby Villastad AB,5590755400,aktivt,aktivt,,
Interior Atelier Sweden AB,5592378029,aktivt,aktivt,,
AsJabygg AB,5592555212,aktivt,aktivt,,
Byggsupport i Stockholm AB,5592099138,aktivt,aktivt,,
Nordisk Målare AB,5591323786,aktivt,aktivt,,
Astam Bygg AB,5592222565,aktivt,aktivt,,
Strimma assistans &informationsteknologi AB,5592605678,aktivt,aktivt,,
Elnorm AB,5592616907,aktivt,aktivt,,
Beeware AB,5592511025,aktivt,aktivt,,
JK Köksmontage AB,5592581606,aktivt,aktivt,,
Grundhem Entreprenad AB,5592370455,aktivt,aktivt,,
PLC-teknik i Väsby AB,5592532427,aktivt,aktivt,,
